Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Peak Freq (Hz)	Q1 Freq (Hz)	Q3 Freq Rel.	Begin Clock Time	calltype
21	Spectrogram 1	6	9909.223637905	9956.020881688	39.6	246.7	46.797	171.9	117.2	0.6346	2:45:09.224	c
22	Spectrogram 1	6	10286.369179540	10355.344247551	8.8	427.3	68.975	160.2	74.2	0.4057	2:51:26.369	c
23	Spectrogram 1	6	10390.543913527	10442.427814243	26.4	224.7	51.884	164.1	85.9	0.7200	2:53:10.544	c
24	Spectrogram 1	6	10745.104698380	10812.248569894	44.1	515.4	67.144	171.9	113.3	0.2857	2:59:05.105	c
25	Spectrogram 1	6	10828.525872080	10876.136980972	48.5	519.8	47.611	171.9	121.1	0.2833	3:00:28.526	c
26	Spectrogram 1	6	11058.849698003	11160.379370384	44.1	220.3	101.530	168.0	97.7	0.7273	3:04:18.850	c
27	Spectrogram 1	6	10934.456052690	11014.214833398	57.3	365.6	79.759	156.2	117.2	0.4103	3:02:14.456	su
28	Spectrogram 1	6	11241.888411078	11305.369889601	0.0	581.5	63.481	187.5	0.0	0.2500	3:07:21.888	c
29	Spectrogram 1	6	11408.300034412	11467.101788556	8.8	405.3	58.802	11.7	50.8	0.4000	3:10:08.300	c
30	Spectrogram 1	6	11700.013531085	11760.443015448	30.8	643.2	60.429	152.3	89.8	0.2692	3:15:00.014	c
31	Spectrogram 1	6	12060.161987816	12115.097882692	30.8	581.5	54.936	160.2	121.1	0.2714	3:21:00.162	c
32	Spectrogram 1	6	11871.752215020	11922.618784349	0.0	374.4	50.867	3.9	0.0	0.2105	3:17:51.752	sd
33	Spectrogram 1	6	11926.281177341	11976.130415284	70.5	237.9	49.849	85.9	121.1	0.6585	3:18:46.281	c
34	Spectrogram 1	6	12221.009730784	12280.421883760	0.0	546.3	59.412	156.2	0.0	0.2230	3:23:41.010	c
35	Spectrogram 1	6	12646.987178975	12750.754980407	17.6	590.3	103.768	82.0	82.0	0.2808	3:30:46.987	su
36	Spectrogram 1	6	12837.611289310	12919.811665346	66.1	462.6	82.200	152.3	105.5	0.2970	3:33:57.611	c
37	Spectrogram 1	6	13122.000000000	13197.282522607	39.6	215.9	75.283	78.1	78.1	0.7045	3:38:42.000	sd
38	Spectrogram 1	6	13220.070745667	13329.739069141	35.2	555.1	109.668	171.9	93.8	0.2879	3:40:20.071	sd
39	Spectrogram 1	6	13496.377950264	13554.365839299	66.1	356.8	57.988	152.3	93.8	0.3514	3:44:56.378	c
40	Spectrogram 1	6	13964.879850414	14043.010900904	0.0	819.4	78.131	0.0	0.0	0.1435	3:52:44.880	sd
41	Spectrogram 1	6	13700.373689902	13788.067655426	66.1	471.4	87.694	109.4	97.7	0.3010	3:48:20.374	c
42	Spectrogram 1	6	13838.027701643	13907.206235930	61.7	374.4	69.179	175.8	105.5	0.3797	3:50:38.028	sd
43	Spectrogram 1	6	13920.024611401	13959.090136646	22.0	264.3	39.066	46.9	74.2	0.5410	3:52:00.025	c
44	Spectrogram 1	6	14150.156692540	14215.265901281	17.6	304.0	65.109	58.6	74.2	0.4861	3:55:50.157	c
45	Spectrogram 1	6	14210.789643180	14255.348757913	26.4	330.4	44.559	160.2	85.9	0.4416	3:56:50.790	c
46	Spectrogram 1	6	14260.638881123	14319.033702713	13.2	321.6	58.395	78.1	74.2	0.4872	3:57:40.639	c
47	Spectrogram 1	6	14369.493339488	14415.680184439	4.4	211.5	46.187	7.8	39.1	0.6538	3:59:29.493	c
48	Spectrogram 1	6	14434.399081952	14494.014701206	13.2	524.2	59.616	156.2	89.8	0.3462	4:00:34.399	sd
49	Spectrogram 1	6	14531.859428787	14611.211276940	0.0	480.2	79.352	3.9	0.0	0.2377	4:02:11.859	sd
50	Spectrogram 1	6	14665.455836473	14739.721027694	0.0	779.7	74.265	0.0	0.0	0.1859	4:04:25.456	sd
51	Spectrogram 1	6	14899.848987943	14960.685404861	0.0	299.6	60.836	0.0	0.0	0.2500	4:08:19.849	c
52	Spectrogram 1	6	14781.628822471	14856.911345079	0.0	304.0	75.283	0.0	0.0	0.3247	4:06:21.629	c
53	Spectrogram 1	6	15381.779662396	15456.655252449	0.0	788.5	74.876	168.0	0.0	0.1990	4:16:21.780	sd
54	Spectrogram 1	6	15487.785592879	15542.111088922	8.8	233.5	54.325	148.4	82.0	0.6964	4:18:07.786	c
55	Spectrogram 1	6	15237.835721300	15319.222232226	8.8	400.9	81.387	168.0	89.8	0.4444	4:13:57.836	c
56	Spectrogram 1	6	15316.373704344	15358.491223749	8.8	224.7	42.118	191.4	70.3	0.7222	4:15:16.374	c
57	Spectrogram 1	6	15628.096387717	15691.374399962	22.0	453.7	63.278	183.6	89.8	0.3727	4:20:28.096	c
58	Spectrogram 1	6	15909.286782969	15983.958906745	4.4	572.7	74.672	148.4	82.0	0.3194	4:25:09.287	sd
59	Spectrogram 1	6	16031.429157501	16077.616002452	22.0	215.9	46.187	171.9	74.2	0.7347	4:27:11.429	c
60	Spectrogram 1	6	16092.732428598	16211.353268274	0.0	612.3	118.621	0.0	0.0	0.2436	4:28:12.732	sd
61	Spectrogram 1	6	16358.052454220	16404.646231726	0.0	224.7	46.594	39.1	0.0	0.3860	4:32:38.052	c
62	Spectrogram 1	6	16420.516601356	16487.050074039	0.0	467.0	66.533	152.3	0.0	0.3193	4:33:40.517	sd
63	Spectrogram 1	6	16499.461516956	16545.444895629	0.0	229.1	45.983	0.0	0.0	0.3103	4:34:59.462	c
64	Spectrogram 1	6	16627.360868877	16713.223637905	0.0	572.7	85.863	168.0	0.0	0.2603	4:37:07.361	sd
65	Spectrogram 1	6	16878.438255087	16931.949886021	0.0	317.2	53.512	0.0	0.0	0.3333	4:41:18.438	c
66	Spectrogram 1	6	16778.358513375	16854.861833646	0.0	638.8	76.503	171.9	0.0	0.2331	4:39:38.359	sd
67	Spectrogram 1	6	17376.646231726	17461.288203090	22.0	572.7	84.642	35.2	93.8	0.4357	4:49:36.646	sd
68	Spectrogram 1	6	17105.425684062	17188.846857762	92.5	229.1	83.421	144.5	117.2	0.5294	4:45:05.426	c
69	Spectrogram 1	6	17496.000000000	17568.230528448	0.0	493.4	72.231	175.8	0.0	0.3095	4:51:36.000	sd
70	Spectrogram 1	6	17633.136270912	17685.223637905	0.0	348.0	52.087	0.0	0.0	0.3034	4:53:53.136	c
71	Spectrogram 1	6	18029.814575170	18119.339737189	0.0	599.1	89.525	168.0	0.0	0.2353	5:00:29.815	sd
72	Spectrogram 1	6	18170.409772796	18247.930424454	0.0	541.9	77.521	164.1	0.0	0.2464	5:02:50.410	sd
73	Spectrogram 1	6	18291.879140354	18376.521111718	13.2	396.5	84.642	15.6	82.0	0.4433	5:04:51.879	c
74	Spectrogram 1	6	18754.683984740	18828.745709683	0.0	585.9	74.062	164.1	0.0	0.2550	5:12:34.684	sd
75	Spectrogram 1	6	18885.105868500	18972.392901469	0.0	484.6	87.287	300.8	0.0	0.2581	5:14:45.106	sd
76	Spectrogram 1	6	19131.422593821	19182.492629427	118.9	211.5	51.070	164.1	136.7	0.5217	5:18:51.423	c
77	Spectrogram 1	6	19414.049777887	19534.611818953	0.0	563.9	120.562	156.2	0.0	0.2639	5:23:34.050	c
78	Spectrogram 1	6	19580.188265072	19665.033702713	0.0	467.0	84.845	0.0	0.0	0.2353	5:26:20.188	sd
79	Spectrogram 1	6	19790.368929540	19867.482648644	0.0	396.5	77.114	175.8	0.0	0.3663	5:29:50.369	c
80	Spectrogram 1	6	20047.469367558	20091.214617182	52.9	202.6	43.745	179.7	109.4	0.7838	5:34:07.469	c
81	Spectrogram 1	6	20341.658438078	20426.096943165	52.9	224.7	84.439	164.1	121.1	0.7209	5:39:01.658	sd
82	Spectrogram 1	6	20153.452131560	20204.318700889	22.0	506.6	50.867	156.2	113.3	0.4715	5:35:53.452	c
83	Spectrogram 1	6	20721.675674077	20793.092337415	48.5	361.2	71.417	70.3	101.6	0.4304	5:45:21.676	sd
84	Spectrogram 1	6	20844.976238131	20896.249740015	105.7	246.7	51.274	136.7	128.9	0.4857	5:47:24.976	c
85	Spectrogram 1	6	20934.827396194	20988.542493406	8.8	321.6	53.715	168.0	74.2	0.5063	5:48:54.827	c
86	Spectrogram 1	6	21014.993109457	21068.504740392	57.3	453.7	53.512	70.3	101.6	0.3267	5:50:14.993	c
87	Spectrogram 1	6	21179.190395252	21249.793193482	8.8	480.2	70.603	171.9	85.9	0.3697	5:52:59.190	sd
88	Spectrogram 1	6	21375.331886586	21434.744039563	0.0	370.0	59.412	160.2	0.0	0.3511	5:56:15.332	c
89	Spectrogram 1	6	21443.005220422	21494.075256029	88.1	233.5	51.070	93.8	113.3	0.5000	5:57:23.005	c
90	Spectrogram 1	6	21667.225058026	21730.096137717	0.0	519.8	62.871	15.6	0.0	0.2782	6:01:07.225	sd
91	Spectrogram 1	6	21789.508290693	21890.631030520	0.0	211.5	101.123	168.0	0.0	0.4444	6:03:09.508	sd
92	Spectrogram 1	6	22016.292253391	22064.106828561	136.6	224.7	47.815	152.3	152.3	0.5000	6:06:56.292	c
93	Spectrogram 1	6	22131.861098907	22184.762331010	0.0	409.7	52.901	168.0	0.0	0.3942	6:08:51.861	c
94	Spectrogram 1	6	22491.305074416	22586.120359646	13.2	524.2	94.815	160.2	97.7	0.3385	6:14:51.305	sd
95	Spectrogram 1	6	22692.126290128	22754.386970987	0.0	339.2	62.261	0.0	0.0	0.3256	6:18:12.126	c
96	Spectrogram 1	6	23219.836876978	23296.543663527	4.4	356.8	76.707	35.2	85.9	0.4944	6:26:59.837	sd
97	Spectrogram 1	6	23803.596473371	23886.637461002	0.0	453.7	83.041	171.9	0.0	0.3276	6:36:43.596	sd
98	Spectrogram 1	6	24065.891251319	24133.238589111	0.0	180.6	67.347	156.2	0.0	0.8043	6:41:05.891	sd
99	Spectrogram 1	6	24491.258300678	24566.540823286	26.4	462.6	75.283	156.2	109.4	0.4324	6:48:11.258	sd
100	Spectrogram 1	6	25289.519569589	25325.126168119	22.0	330.4	35.607	160.2	117.2	0.5000	7:01:29.520	c
101	Spectrogram 1	6	25123.898019853	25177.409650787	74.9	458.1	53.512	164.1	128.9	0.3814	6:58:43.898	c
102	Spectrogram 1	6	25764.822873528	25811.999500000	0.0	524.2	47.177	3.9	0.0	0.2910	7:09:24.823	c
103	Spectrogram 1	6	25860.343537491	25951.292963451	105.7	497.8	90.949	441.4	152.3	0.5758	7:11:00.344	sd
104	Spectrogram 1	6	26109.996659759	26155.166173323	8.8	255.5	45.170	15.6	78.1	0.6613	7:15:09.997	c
105	Spectrogram 1	6	26411.249279955	26462.929714393	26.4	220.3	51.680	156.2	101.6	0.7143	7:20:11.249	c
106	Spectrogram 1	6	26529.463187076	26616.750220045	44.1	436.1	87.287	168.0	121.1	0.3838	7:22:09.463	c
107	Spectrogram 1	6	26663.140531274	26716.041763376	17.6	202.6	52.901	46.9	62.5	0.7826	7:24:23.141	c
108	Spectrogram 1	6	27652.028232291	27699.435874906	8.8	237.9	47.408	11.7	85.9	0.6667	7:40:52.028	c
109	Spectrogram 1	6	27791.118229465	27840.560534853	0.0	202.6	49.442	15.6	0.0	0.5882	7:43:11.118	su
110	Spectrogram 1	6	28206.196951775	28241.999500000	0.0	242.3	35.803	0.0	0.0	0.5323	7:50:06.197	c
112	Spectrogram 1	6	28252.702276187	28296.854458365	127.8	211.5	44.152	164.1	148.4	0.5714	7:50:52.702	c
113	Spectrogram 1	6	28517.411902977	28568.888871138	26.4	444.9	51.477	27.3	109.4	0.4151	7:55:17.412	c
114	Spectrogram 1	6	28656.175904107	28706.228608327	0.0	506.6	50.053	168.0	3.9	0.3411	7:57:36.176	c
115	Spectrogram 1	6	28755.793443482	28807.880810475	0.0	462.6	52.087	164.1	0.0	0.3475	7:59:15.793	sd
116	Spectrogram 1	6	29064.044853617	29123.660472871	0.0	378.9	59.616	0.0	0.0	0.3958	8:04:24.045	sd
117	Spectrogram 1	6	28920.764527820	28969.596434376	118.9	229.1	48.832	160.2	152.3	0.5185	8:02:00.765	c
118	Spectrogram 1	6	29338.439925207	29403.752600226	0.0	528.6	65.313	152.3	0.0	0.3037	8:08:58.440	sd
119	Spectrogram 1	6	29245.659302751	29323.993819518	0.0	233.5	78.335	171.9	0.0	0.5763	8:07:25.659	sd
120	Spectrogram 1	6	29673.874879992	29733.287032969	0.0	621.1	59.412	168.0	0.0	0.2767	8:14:33.875	sd
121	Spectrogram 1	6	30039.910712886	30106.240719292	0.0	506.6	66.330	156.2	3.9	0.3178	8:20:39.911	sd
122	Spectrogram 1	6	30701.217707423	30757.577866240	0.0	436.1	56.360	7.8	0.0	0.3694	8:31:41.218	sd
123	Spectrogram 1	6	30996.854208365	31062.980748493	0.0	475.8	66.127	148.4	0.0	0.3306	8:36:36.854	sd
124	Spectrogram 1	6	30772.227438206	30820.042013376	4.4	418.5	47.815	156.2	109.4	0.4286	8:32:52.227	c
125	Spectrogram 1	6	31410.827146194	31502.590437265	66.1	220.3	91.763	179.7	109.4	0.6667	8:43:30.827	c
126	Spectrogram 1	6	31556.102068199	31599.643851545	22.0	264.3	43.542	175.8	105.5	0.6393	8:45:56.102	c
127	Spectrogram 1	6	31281.829526375	31350.804594386	30.8	533.0	68.975	171.9	117.2	0.3281	8:41:21.830	c
128	Spectrogram 1	6	31603.021841748	31655.312675019	0.0	533.0	52.291	3.9	0.0	0.3015	8:46:43.022	c
129	Spectrogram 1	6	31893.978618312	31961.325956104	0.0	594.7	67.347	3.9	3.9	0.2697	8:51:33.979	c
130	Spectrogram 1	6	32269.496429729	32330.332846647	0.0	427.3	60.836	152.3	0.0	0.3853	8:57:49.496	sd
131	Spectrogram 1	6	32610.628440279	32668.209396760	26.4	202.6	57.581	171.9	109.4	0.7955	9:03:30.628	c
132	Spectrogram 1	6	32993.958906745	33050.929464393	0.0	537.4	56.971	3.9	0.0	0.3139	9:09:53.959	su
133	Spectrogram 1	6	33370.087116993	33405.286782969	22.0	590.3	35.200	160.2	105.5	0.2966	9:16:10.087	c
134	Spectrogram 1	6	33077.299143934	33139.356358515	22.0	511.0	62.057	144.5	117.2	0.4274	9:11:17.299	c
135	Spectrogram 1	6	33211.790353240	33264.284652788	0.0	475.8	52.494	156.2	3.9	0.3388	9:13:31.790	su
136	Spectrogram 1	6	33534.839085031	33599.109208742	0.0	449.3	64.270	148.4	3.9	0.3652	9:18:54.839	sd
137	Spectrogram 1	6	33684.768511492	33741.942535418	0.0	246.7	57.174	179.7	3.9	0.6190	9:21:24.769	sd
138	Spectrogram 1	6	33751.505450452	33791.995239638	0.0	603.5	40.490	35.2	0.0	0.2857	9:22:31.505	c
139	Spectrogram 1	6	33841.030612472	33887.420923700	0.0	198.2	46.390	35.2	0.0	0.6400	9:24:01.031	c
140	Spectrogram 1	6	33931.776572155	33959.041053316	0.0	546.3	27.264	0.0	0.0	0.2878	9:25:31.777	c
141	Spectrogram 1	6	33959.651452148	34013.366549359	0.0	458.1	53.715	156.2	0.0	0.3504	9:25:59.651	c
142	Spectrogram 1	6	34060.489789186	34114.611818953	0.0	361.2	54.122	164.1	3.9	0.4457	9:27:40.490	c
143	Spectrogram 1	6	34240.760910889	34352.870829691	0.0	374.4	112.110	164.1	0.0	0.4211	9:30:40.761	su
144	Spectrogram 1	6	34363.858008666	34422.049363979	0.0	506.6	58.191	164.1	0.0	0.3178	9:32:43.858	sd
145	Spectrogram 1	6	34130.482188583	34191.318605501	0.0	436.1	60.836	0.0	0.0	0.3874	9:28:50.482	c
146	Spectrogram 1	6	34473.729798417	34517.678514318	0.0	330.4	43.949	11.7	0.0	0.4643	9:34:33.730	c
147	Spectrogram 1	6	34509.865859269	34558.901232102	0.0	493.4	49.035	0.0	0.0	0.3095	9:35:09.866	c
148	Spectrogram 1	6	34634.794153542	34694.002840241	13.2	718.1	59.209	15.6	121.1	0.4581	9:37:14.794	c
149	Spectrogram 1	6	34763.791773361	34832.156442540	0.0	405.3	68.365	156.2	3.9	0.4272	9:39:23.792	c
150	Spectrogram 1	6	34957.084736812	35014.665693293	0.0	700.4	57.581	35.2	0.0	0.2570	9:42:37.085	su
151	Spectrogram 1	6	35275.835456858	35330.567885456	0.0	788.5	54.732	0.0	0.0	0.2289	9:47:55.835	su
152	Spectrogram 1	6	35078.880100414	35135.240259231	0.0	352.4	56.360	0.0	0.0	0.4111	9:44:38.880	c
153	Spectrogram 1	6	35390.183504710	35455.292713451	0.0	431.7	65.109	0.0	0.0	0.3636	9:49:50.184	c
154	Spectrogram 1	6	35514.827396194	35563.048903919	0.0	652.0	48.222	7.8	3.9	0.2651	9:51:54.827	c
155	Spectrogram 1	6	35582.988599096	35660.712717031	0.0	365.6	77.724	0.0	0.0	0.4086	9:53:02.989	c
156	Spectrogram 1	6	35838.135310852	35897.140531274	13.2	374.4	59.005	175.8	105.5	0.4615	9:57:18.135	c
157	Spectrogram 1	6	35917.080226451	35960.215077242	52.9	400.9	43.135	164.1	136.7	0.3864	9:58:37.080	c
158	Spectrogram 1	6	35729.376635767	35773.325351668	0.0	793.0	43.949	0.0	0.0	0.2327	9:55:29.377	c
159	Spectrogram 1	6	35993.706076488	36043.148381876	0.0	709.3	49.442	0.0	0.0	0.2376	9:59:53.706	su
160	Spectrogram 1	6	36063.088077054	36109.885320836	26.4	383.3	46.797	168.0	117.2	0.4615	10:01:03.088	c
161	Spectrogram 1	6	36102.764001130	36167.466277317	13.2	497.8	64.702	39.1	113.3	0.4553	10:01:42.764	sd
162	Spectrogram 1	6	36384.361328937	36426.478848342	35.2	603.5	42.118	39.1	121.1	0.4028	10:06:24.361	su
163	Spectrogram 1	6	36253.329046345	36306.433744725	17.6	400.9	53.105	171.9	117.2	0.5155	10:04:13.329	c
164	Spectrogram 1	6	36212.526232794	36242.435775560	0.0	612.3	29.910	171.9	0.0	0.2885	10:03:32.526	c
165	Spectrogram 1	6	36968.351138093	37041.598997928	26.4	321.6	73.248	160.2	101.6	0.4933	10:16:08.351	c
166	Spectrogram 1	6	37045.871789751	37079.443725509	35.2	497.8	33.572	58.6	58.6	0.2479	10:17:25.872	c
167	Spectrogram 1	6	37101.214617182	37179.142201394	0.0	444.9	77.928	39.1	0.0	0.3274	10:18:21.215	su
168	Spectrogram 1	6	37193.091224694	37215.879447753	0.0	497.8	22.788	0.0	0.0	0.2992	10:19:53.091	c
169	Spectrogram 1	6	37445.185942290	37509.897431801	0.0	436.1	64.711	175.8	0.0	0.3514	10:24:05.186	su
170	Spectrogram 1	6	37716.212237001	37775.217457423	8.8	409.7	59.005	35.2	109.4	0.4950	10:28:36.212	sd
171	Spectrogram 1	6	37835.240009231	37872.474337980	0.0	563.9	37.234	0.0	0.0	0.2500	10:30:35.240	c
172	Spectrogram 1	6	37548.149091937	37614.479098342	0.0	431.7	66.330	23.4	0.0	0.3273	10:25:48.149	c
173	Spectrogram 1	6	37626.221917669	37666.304774301	0.0	405.3	40.083	3.9	0.0	0.3592	10:27:06.222	c
174	Spectrogram 1	6	37891.745409568	37930.607468536	35.2	308.4	38.862	179.7	117.2	0.4853	10:31:31.745	c
175	Spectrogram 1	6	37961.715097212	37984.706786549	0.0	431.7	22.992	168.0	50.8	0.4000	10:32:41.715	c
176	Spectrogram 1	6	38118.074239579	38229.370293272	0.0	524.2	111.296	152.3	0.0	0.2836	10:35:18.074	c
177	Spectrogram 1	6	38729.922823851	38795.642431424	0.0	537.4	65.720	183.6	0.0	0.3139	10:45:29.923	su
178	Spectrogram 1	6	38490.849948003	38562.266611341	0.0	489.0	71.417	0.0	0.0	0.2400	10:41:30.850	c
179	Spectrogram 1	6	38578.747379804	38641.008060663	0.0	422.9	62.261	164.1	0.0	0.3333	10:42:58.747	c
180	Spectrogram 1	6	38876.418543519	38912.839007159	0.0	590.3	36.420	0.0	0.0	0.1788	10:47:56.419	c
181	Spectrogram 1	6	38663.348034542	38691.019448257	0.0	431.7	27.671	175.8	3.9	0.4000	10:44:23.348	c
182	Spectrogram 1	6	38919.065525245	38958.537983044	0.0	220.3	39.472	0.0	0.0	0.0893	10:48:39.066	c
183	Spectrogram 1	6	39240.640534855	39319.788916731	0.0	471.4	79.148	168.0	0.0	0.2250	10:54:00.641	sd
184	Spectrogram 1	6	39116.729571969	39169.223871516	0.0	409.7	52.494	160.2	0.0	0.3846	10:51:56.730	c
185	Spectrogram 1	6	39343.797937455	39398.123433498	0.0	506.6	54.325	168.0	0.0	0.3333	10:55:43.798	c
186	Spectrogram 1	6	39394.688745102	39437.009730784	141.0	198.2	42.321	168.0	152.3	0.6923	10:56:34.689	c
187	Spectrogram 1	6	39681.576196119	39724.100648078	26.4	559.5	42.524	168.0	132.8	0.2794	11:01:21.576	c
188	Spectrogram 1	6	39610.511373776	39663.616072156	22.0	215.9	53.105	164.1	101.6	0.7551	11:00:10.511	c
189	Spectrogram 1	6	39937.455836473	40035.933514695	17.6	475.8	98.478	121.1	113.3	0.3621	11:05:37.456	sd
190	Spectrogram 1	6	40195.247609834	40255.677094197	30.8	220.3	60.429	168.0	125.0	0.7500	11:09:55.248	sd
191	Spectrogram 1	6	39852.000000000	39902.459636775	0.0	326.0	50.460	168.0	0.0	0.2651	11:04:12.000	c
192	Spectrogram 1	6	40083.132057713	40126.063442227	13.2	202.6	42.931	156.2	97.7	0.7660	11:08:03.132	c
193	Spectrogram 1	6	40590.501650151	40653.983128674	0.0	453.7	63.481	140.6	0.0	0.3362	11:16:30.502	c
194	Spectrogram 1	6	40868.966047287	40948.928294273	0.0	480.2	79.962	160.2	0.0	0.3115	11:21:08.966	sd
195	Spectrogram 1	6	41099.696805765	41153.004970422	0.0	414.1	53.308	160.2	0.0	0.3585	11:24:59.697	sd
196	Spectrogram 1	6	41012.490535106	41097.539439025	57.3	546.3	85.049	156.2	125.0	0.3145	11:23:32.491	c
197	Spectrogram 1	6	41413.157402600	41457.106118500	35.2	489.0	43.949	179.7	117.2	0.3217	11:30:13.157	c
198	Spectrogram 1	6	41707.369639601	41781.227898267	57.3	621.1	73.858	156.2	121.1	0.2708	11:35:07.370	sd
199	Spectrogram 1	6	41952.872499812	41998.652412208	17.6	326.0	45.780	168.0	89.8	0.5385	11:39:12.872	c
200	Spectrogram 1	6	42311.706076488	42382.715807272	79.3	506.6	71.010	168.0	148.4	0.2593	11:45:11.706	c
201	Spectrogram 1	6	42460.032992653	42544.878430294	13.2	753.3	84.845	168.0	89.8	0.2394	11:47:40.033	sd
202	Spectrogram 1	6	42697.885070836	42752.210566880	61.7	321.6	54.325	156.2	136.7	0.4545	11:51:37.885	c
203	Spectrogram 1	6	43241.669493595	43307.999500000	0.0	722.5	66.330	62.5	0.0	0.1141	12:00:41.669	sd
205	Spectrogram 1	6	43461.942535418	43518.506160512	0.0	304.0	56.564	3.9	0.0	0.1169	12:04:21.943	c
206	Spectrogram 1	6	44028.311714959	44105.832366616	8.8	823.8	77.521	168.0	78.1	0.2802	12:13:48.312	sd
207	Spectrogram 1	6	44282.563625094	44337.702986247	52.9	281.9	55.139	156.2	132.8	0.5517	12:18:02.564	c
208	Spectrogram 1	6	48281.859678787	48352.665943293	79.3	585.9	70.806	183.6	144.5	0.3359	13:24:41.860	sd
209	Spectrogram 1	6	49119.978868312	49189.564335154	127.8	400.9	69.585	168.0	156.2	0.2029	13:38:39.979	c
210	Spectrogram 1	6	49246.738359081	49328.531802562	127.8	599.1	81.793	156.2	156.2	0.1417	13:40:46.738	sd
211	Spectrogram 1	6	49961.230988508	50027.560994913	92.5	489.0	66.330	168.0	148.4	0.2475	13:52:41.231	c
212	Spectrogram 1	6	50102.152182178	50173.772311794	35.2	378.9	71.620	85.9	89.8	0.3953	13:55:02.152	sd
213	Spectrogram 1	6	50214.669033534	50270.622259797	114.5	524.2	55.953	128.9	140.6	0.2404	13:56:54.669	su
214	Spectrogram 1	6	50365.190262002	50423.788549869	101.3	220.3	58.598	156.2	144.5	0.6333	13:59:25.190	c
215	Spectrogram 1	6	52683.531092502	52733.380330445	57.3	387.7	49.849	168.0	128.9	0.3929	14:38:03.531	c
216	Spectrogram 1	6	53343.087827054	53385.408812735	127.8	211.5	42.321	164.1	152.3	0.6190	14:49:03.088	c
217	Spectrogram 1	6	54018.637461002	54084.967467408	96.9	422.9	66.330	164.1	156.2	0.2771	15:00:18.637	su
218	Spectrogram 1	6	54767.922823851	54834.863229088	61.7	444.9	66.940	156.2	121.1	0.3093	15:12:47.923	su
219	Spectrogram 1	6	55075.686364921	55151.579286360	114.5	220.3	75.893	160.2	140.6	0.6154	15:17:55.686	c
220	Spectrogram 1	6	54927.562915034	54989.416663338	110.1	207.0	61.854	171.9	148.4	0.7083	15:15:27.563	c
221	Spectrogram 1	6	55006.711296910	55058.595197626	52.9	480.2	51.884	168.0	97.7	0.3148	15:16:46.711	c
222	Spectrogram 1	6	55717.134600791	55782.040343255	96.9	361.2	64.906	160.2	140.6	0.4478	15:28:37.135	c
223	Spectrogram 1	6	55609.829622652	55681.449752267	57.3	453.7	71.620	168.0	128.9	0.3267	15:26:49.830	su
