Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Peak Freq (Hz)	Q1 Freq (Hz)	Q3 Freq Rel.	Begin Clock Time	calltype
56	Spectrogram 1	6	23991.626060098	24052.462477016	132.2	193.8	60.836	148.4	144.5	0.6667	6:39:51.626	c
58	Spectrogram 1	6	24680.075006029	24750.270871703	0.0	185.0	70.196	0.0	0.0	0.0213	6:51:20.075	sd
59	Spectrogram 1	6	24809.199709176	24874.100898078	0.0	202.6	64.901	0.0	0.0	0.0196	6:53:29.200	c
60	Spectrogram 1	6	25210.227188206	25285.306244537	0.0	185.0	75.079	0.0	0.0	0.0213	7:00:10.227	sd
61	Spectrogram 1	6	25732.086711254	25790.481532844	0.0	207.0	58.395	0.0	0.0	0.0189	7:08:52.087	c
62	Spectrogram 1	6	25818.429484363	25887.811484928	0.0	185.0	69.382	0.0	0.0	0.0213	7:10:18.429	c
63	Spectrogram 1	6	26093.922823851	26134.819545592	0.0	215.9	40.897	0.0	0.0	0.0545	7:14:53.923	c
64	Spectrogram 1	6	26282.862058968	26386.222927845	0.0	215.9	103.361	3.9	0.0	0.0182	7:18:02.862	sd
65	Spectrogram 1	6	26672.906912585	26742.695845705	0.0	176.2	69.789	0.0	0.0	0.0222	7:24:32.907	c
66	Spectrogram 1	6	26885.855168425	26927.565755275	0.0	185.0	41.711	0.0	0.0	0.0213	7:28:05.855	c
67	Spectrogram 1	6	26925.938025057	26976.397661831	118.9	220.3	50.460	140.6	132.8	0.6000	7:28:45.938	c
68	Spectrogram 1	6	27003.458676714	27056.359908817	110.1	189.4	52.901	121.1	121.1	0.5263	7:30:03.459	c
69	Spectrogram 1	6	27304.507830633	27352.729338357	101.3	242.3	48.222	105.5	109.4	0.5278	7:35:04.508	c
70	Spectrogram 1	6	27339.504030332	27384.063145064	74.9	180.6	44.559	82.0	97.7	0.5385	7:35:39.504	c
71	Spectrogram 1	6	27514.078096270	27572.472917860	127.8	207.0	58.395	175.8	140.6	0.7000	7:38:34.078	c
72	Spectrogram 1	6	27393.626060098	27453.852078184	0.0	220.3	60.226	3.9	0.0	0.0179	7:36:33.626	c
73	Spectrogram 1	6	27703.970982920	27755.999500000	0.0	193.8	52.029	3.9	0.0	0.0204	7:41:43.971	sd
74	Spectrogram 1	6	27759.377490203	27802.919273549	88.1	207.0	43.542	89.8	101.6	0.4000	7:42:39.377	c
75	Spectrogram 1	6	27915.436124906	27959.588307084	101.3	229.1	44.152	101.6	113.3	0.5625	7:45:15.436	c
76	Spectrogram 1	6	28266.334516767	28322.898141861	132.2	202.6	56.564	152.3	144.5	0.6471	7:51:06.335	c
77	Spectrogram 1	6	28541.013991145	28589.032032592	132.2	207.0	48.018	152.3	148.4	0.6316	7:55:41.014	c
78	Spectrogram 1	6	28784.482188583	28864.851368124	13.2	185.0	80.369	144.5	74.2	0.6744	7:59:44.482	c
79	Spectrogram 1	6	29024.165463263	29062.824055953	0.0	207.0	38.659	3.9	0.0	0.0189	8:03:44.165	c
80	Spectrogram 1	6	29258.070745667	29304.664523173	92.5	189.4	46.594	144.5	105.5	0.5833	8:07:38.071	c
81	Spectrogram 1	6	29485.342577430	29543.737399020	0.0	224.7	58.395	0.0	0.0	0.0175	8:11:25.343	c
82	Spectrogram 1	6	33619.252370196	33672.560534853	83.7	211.5	53.308	121.1	105.5	0.3750	9:20:19.252	su
83	Spectrogram 1	6	33845.506870573	33881.723867935	92.5	189.4	36.217	152.3	105.5	0.5417	9:24:05.507	c
84	Spectrogram 1	6	34032.352771353	34143.097097777	0.0	185.0	110.744	3.9	0.0	0.0213	9:27:12.353	sd
85	Spectrogram 1	6	34389.901692163	34416.148841937	132.2	198.2	26.247	175.8	140.6	0.7500	9:33:09.902	c
86	Spectrogram 1	6	34634.997619819	34736.934224755	0.0	352.4	101.937	0.0	0.0	0.0111	9:37:14.998	sd
87	Spectrogram 1	6	35406.053874341	35437.387681047	0.0	207.0	31.334	0.0	0.0	0.0189	9:50:06.054	c
89	Spectrogram 1	6	35989.433284665	36091.980288433	0.0	189.4	102.547	0.0	0.0	0.0208	9:59:49.433	su
90	Spectrogram 1	6	36133.894341560	36156.682564619	52.9	295.2	22.788	93.8	101.6	0.5738	10:02:13.894	c
91	Spectrogram 1	6	36818.070495667	36878.906912585	0.0	414.1	60.836	0.0	0.0	0.0094	10:13:38.070	c
92	Spectrogram 1	6	36885.010900904	36950.730508478	0.0	224.7	65.720	0.0	0.0	0.0175	10:14:45.011	su
93	Spectrogram 1	6	36666.815535473	36742.911923190	0.0	198.2	76.096	0.0	0.0	0.0200	10:11:06.816	sd
94	Spectrogram 1	6	37321.365129239	37403.972437830	0.0	215.9	82.607	164.1	0.0	0.0182	10:22:01.365	sd
95	Spectrogram 1	6	37175.276342125	37284.334266767	0.0	193.8	109.058	0.0	0.0	0.0204	10:19:35.276	su
96	Spectrogram 1	6	37407.024431989	37472.337107008	0.0	400.9	65.313	0.0	0.0	0.0098	10:23:27.024	c
97	Spectrogram 1	6	37503.386510927	37608.782042577	127.8	220.3	105.396	199.2	140.6	0.5217	10:25:03.387	c
98	Spectrogram 1	6	37806.358439587	37908.498510800	0.0	193.8	102.140	0.0	0.0	0.6531	10:30:06.358	c
99	Spectrogram 1	6	37643.992350288	37739.824966904	0.0	215.9	95.833	0.0	0.0	0.0182	10:27:23.992	su
100	Spectrogram 1	6	37947.675924077	38040.456546534	0.0	224.7	92.781	0.0	3.9	0.6667	10:32:27.676	sd
101	Spectrogram 1	6	38372.914810350	38424.391778512	0.0	215.9	51.477	160.2	85.9	0.7455	10:39:32.915	c
102	Spectrogram 1	6	38151.136568075	38217.670040757	114.5	198.2	66.533	164.1	128.9	0.6000	10:35:51.137	c
103	Spectrogram 1	6	38467.654792389	38528.491209307	0.0	233.5	60.836	0.0	3.9	0.6949	10:41:07.655	su
104	Spectrogram 1	6	38529.712006971	38582.613239073	0.0	193.8	52.901	82.0	0.0	0.7347	10:42:09.712	sd
105	Spectrogram 1	6	38794.828566315	38852.816455350	0.0	193.8	57.988	0.0	0.0	0.0204	10:46:34.829	sd
106	Spectrogram 1	6	38601.955060290	38723.627894126	0.0	233.5	121.673	0.0	0.0	0.5424	10:43:21.955	su
107	Spectrogram 1	6	38967.693965524	39087.942535418	136.6	193.8	120.249	136.7	144.5	0.6429	10:49:27.694	c
108	Spectrogram 1	6	39219.178284288	39277.166173323	0.0	304.0	57.988	0.0	0.0	0.0130	10:53:39.178	sd
109	Spectrogram 1	6	39379.225308026	39447.386510927	0.0	251.1	68.161	0.0	0.0	0.0156	10:56:19.225	sd
110	Spectrogram 1	6	39471.192065373	39537.929004333	0.0	198.2	66.737	0.0	0.0	0.0200	10:57:51.192	sd
111	Spectrogram 1	6	39546.474587980	39593.678764318	114.5	189.4	47.204	125.0	121.1	0.5556	10:59:06.475	c
112	Spectrogram 1	6	39606.187248622	39653.798357514	0.0	198.2	47.611	0.0	0.0	0.0200	11:00:06.187	c
113	Spectrogram 1	6	39684.424724002	39769.677094197	0.0	189.4	85.252	3.9	0.0	0.0208	11:01:24.425	c
114	Spectrogram 1	6	39847.515778635	39916.905742464	0.0	189.4	69.390	0.0	0.0	0.0208	11:04:07.516	sd
115	Spectrogram 1	6	40017.621549736	40093.717937453	0.0	198.2	76.096	0.0	0.0	0.0200	11:06:57.622	sd
116	Spectrogram 1	6	40124.848277882	40234.923533911	132.2	189.4	110.075	136.7	140.6	0.6429	11:08:44.848	c
117	Spectrogram 1	6	40274.915615677	40391.999500000	0.0	215.9	117.084	0.0	0.0	0.0182	11:11:14.916	sd
118	Spectrogram 1	6	40622.242389412	40677.992149397	0.0	242.3	55.750	0.0	0.0	0.0161	11:17:02.242	sd
119	Spectrogram 1	6	40492.227438206	40544.925204032	0.0	207.0	52.698	0.0	0.0	0.0189	11:14:52.227	c
120	Spectrogram 1	6	40720.516601356	40795.799123964	0.0	176.2	75.283	0.0	0.0	0.0222	11:18:40.517	c
121	Spectrogram 1	6	40797.223387905	40853.176614167	0.0	185.0	55.953	0.0	0.0	0.0213	11:19:57.223	sd
122	Spectrogram 1	6	40940.789643180	41000.405262434	0.0	251.1	59.616	0.0	0.0	0.0156	11:22:20.790	su
123	Spectrogram 1	6	40984.127960249	41036.215327242	0.0	136.6	52.087	0.0	0.0	0.0294	11:23:04.128	c
124	Spectrogram 1	6	41179.180749559	41243.679559469	0.0	242.3	64.499	0.0	0.0	0.0161	11:26:19.181	sd
125	Spectrogram 1	6	41069.715892363	41130.348843003	52.9	229.1	60.633	148.4	78.1	0.4773	11:24:29.716	c
126	Spectrogram 1	6	41249.580081511	41304.312510110	0.0	198.2	54.732	0.0	0.0	0.0200	11:27:29.580	c
127	Spectrogram 1	6	41333.204721489	41384.875590053	0.0	242.3	51.671	0.0	0.0	0.0161	11:28:53.205	c
128	Spectrogram 1	6	41408.274211944	41493.119649586	0.0	215.9	84.845	0.0	0.0	0.0182	11:30:08.274	c
129	Spectrogram 1	6	41625.983128674	41667.693715524	0.0	207.0	41.711	0.0	0.0	0.0189	11:33:45.983	c
130	Spectrogram 1	6	41685.509848153	41744.718534852	0.0	127.8	59.209	0.0	0.0	0.0312	11:34:45.510	c
131	Spectrogram 1	6	41741.259608138	41786.022189148	92.5	202.6	44.763	101.6	105.5	0.4074	11:35:41.260	c
132	Spectrogram 1	6	41797.416300678	41840.551151469	74.9	220.3	43.135	109.4	97.7	0.4167	11:36:37.416	sd
133	Spectrogram 1	6	41500.762468349	41597.815882629	30.8	339.2	97.053	296.9	74.2	0.5000	11:31:40.762	su
134	Spectrogram 1	6	41979.526582140	42035.886740957	0.0	467.0	56.360	0.0	0.0	0.0084	11:39:39.527	sd
135	Spectrogram 1	6	42095.502360211	42176.481938583	0.0	502.2	80.980	0.0	0.0	0.0078	11:41:35.502	sd
136	Spectrogram 1	6	42199.270161643	42266.210566880	0.0	409.7	66.940	0.0	0.0	0.0096	11:43:19.270	sd
137	Spectrogram 1	6	42632.165463263	42696.053874341	0.0	541.9	63.888	0.0	0.0	0.0072	11:50:32.165	sd
138	Spectrogram 1	6	42424.629860399	42473.665233233	70.5	352.4	49.035	160.2	105.5	0.5493	11:47:04.630	su
139	Spectrogram 1	6	42825.174023926	42880.313385079	0.0	295.2	55.139	0.0	0.0	0.0133	11:53:45.174	c
140	Spectrogram 1	6	43151.533932743	43214.811944989	0.0	484.6	63.278	0.0	0.0	0.0081	11:59:11.534	sd
141	Spectrogram 1	6	43224.985258855	43279.921153730	149.8	215.9	54.936	160.2	164.1	0.8125	12:00:24.985	c
142	Spectrogram 1	6	43296.117519405	43351.256880558	35.2	392.1	55.139	58.6	105.5	0.5778	12:01:36.118	sd
143	Spectrogram 1	6	43357.971267709	43410.872499812	0.0	207.0	52.901	0.0	0.0	0.0189	12:02:37.971	c
144	Spectrogram 1	6	43524.203216277	43586.870829691	0.0	193.8	62.668	0.0	0.0	0.0204	12:05:24.203	c
145	Spectrogram 1	6	43637.330466466	43689.824766014	0.0	348.0	52.494	0.0	0.0	0.0112	12:07:17.330	c
146	Spectrogram 1	6	43726.855628485	43787.895511680	0.0	546.3	61.040	0.0	0.0	0.0072	12:08:46.856	sd
147	Spectrogram 1	6	44055.372729842	44115.598747928	0.0	365.6	60.226	0.0	0.0	0.0108	12:14:15.373	sd
148	Spectrogram 1	6	43907.249279955	43958.726248116	0.0	568.3	51.477	0.0	0.0	0.0069	12:11:47.249	sd
149	Spectrogram 1	6	43967.369494158	44006.028086849	0.0	251.1	38.659	0.0	0.0	0.0156	12:12:47.369	c
150	Spectrogram 1	6	44242.455901091	44301.282522607	0.0	559.5	58.827	0.0	0.0	0.0070	12:17:22.456	sd
151	Spectrogram 1	6	44291.923073851	44325.901942163	0.0	268.7	33.979	0.0	0.0	0.0147	12:18:11.923	c
152	Spectrogram 1	6	44468.866110396	44502.031113599	8.8	343.6	33.165	11.7	39.1	0.6071	12:21:08.866	c
153	Spectrogram 1	6	44496.334057834	44524.819336659	17.6	268.7	28.485	113.3	43.0	0.5079	12:21:36.334	c
154	Spectrogram 1	6	44582.879850414	44636.188015072	0.0	440.5	53.308	0.0	0.0	0.0089	12:23:02.880	sd
155	Spectrogram 1	6	44647.175194047	44689.699646006	0.0	295.2	42.524	0.0	0.0	0.0133	12:24:07.175	c
156	Spectrogram 1	6	44864.803174265	44919.942535418	26.4	330.4	55.139	175.8	82.0	0.6623	12:27:44.803	c
157	Spectrogram 1	6	44918.314805200	44973.250700075	39.6	436.1	54.936	171.9	101.6	0.6500	12:28:38.315	sd
158	Spectrogram 1	6	45071.524912020	45116.694425584	35.2	189.4	45.170	101.6	70.3	0.5789	12:31:11.525	c
159	Spectrogram 1	6	45165.119399586	45202.964127167	39.6	281.9	37.845	97.7	93.8	0.7049	12:32:45.119	c
160	Spectrogram 1	6	45228.321661959	45267.585466843	0.0	242.3	39.264	0.0	0.0	0.0161	12:33:48.322	c
161	Spectrogram 1	6	45480.004260362	45537.788683120	0.0	682.8	57.784	0.0	0.0	0.0057	12:38:00.004	sd
162	Spectrogram 1	6	45668.007100603	45717.042473436	30.8	268.7	49.035	35.2	85.9	0.7667	12:41:08.007	c
163	Spectrogram 1	6	45734.256170497	45796.720317634	39.6	259.9	62.464	62.5	93.8	0.7273	12:42:14.256	sd
164	Spectrogram 1	6	45842.500230030	45910.864899209	0.0	414.1	68.365	0.0	0.0	0.0094	12:44:02.500	c
166	Spectrogram 1	6	46058.377950264	46128.980748493	141.0	198.2	70.603	183.6	156.2	0.7692	12:47:38.378	c
167	Spectrogram 1	6	45922.268402412	45976.593898456	132.2	215.9	54.325	203.1	156.2	0.8095	12:45:22.268	c
168	Spectrogram 1	6	46253.217707423	46306.525872080	0.0	572.7	53.308	0.0	0.0	0.0068	12:50:53.218	sd
169	Spectrogram 1	6	46469.909292766	46527.083316692	0.0	295.2	57.174	0.0	0.0	0.0133	12:54:29.909	c
170	Spectrogram 1	6	46767.499519970	46814.296763753	0.0	387.7	46.797	0.0	0.0	0.0101	12:59:27.500	c
171	Spectrogram 1	6	46959.775152035	47012.676384137	0.0	431.7	52.901	0.0	0.0	0.0091	13:02:39.775	c
172	Spectrogram 1	6	46806.768511492	46852.751890166	70.5	193.8	45.983	78.1	89.8	0.6000	13:00:06.769	c
173	Spectrogram 1	6	47252.482188583	47318.812194989	0.0	242.3	66.330	0.0	0.0	0.0161	13:07:32.482	sd
174	Spectrogram 1	6	47450.251410136	47504.576906179	0.0	202.6	54.325	0.0	0.0	0.0196	13:10:50.251	c
175	Spectrogram 1	6	47380.644659950	47438.225616431	0.0	215.9	57.581	0.0	0.0	0.0182	13:09:40.645	su
176	Spectrogram 1	6	47632.942843823	47681.999500000	0.0	202.6	49.057	0.0	0.0	0.0196	13:13:52.943	sd
177	Spectrogram 1	6	47692.905742464	47749.062435004	0.0	493.4	56.157	0.0	0.0	0.0079	13:14:52.906	sd
178	Spectrogram 1	6	47970.230278448	48015.196325735	0.0	625.6	44.966	0.0	0.0	0.0063	13:19:30.230	sd
179	Spectrogram 1	6	48107.972564932	48158.432201707	0.0	334.8	50.460	0.0	0.0	0.0118	13:21:47.973	sd
180	Spectrogram 1	6	48142.281812547	48202.914763188	0.0	237.9	60.633	0.0	0.0	0.0167	13:22:22.282	c
181	Spectrogram 1	6	48224.278722306	48275.552224190	114.5	207.0	51.274	160.2	132.8	0.6957	13:23:44.279	c
182	Spectrogram 1	6	48283.690875283	48334.353978335	127.8	211.5	50.663	144.5	148.4	0.5238	13:24:43.691	c
183	Spectrogram 1	6	49093.324785983	49131.779912396	105.7	515.4	38.455	125.0	183.6	0.6796	13:38:13.325	c
184	Spectrogram 1	6	50379.680184439	50432.784882818	0.0	519.8	53.105	0.0	0.0	0.0075	13:59:39.680	sd
185	Spectrogram 1	6	50919.395281650	50972.499980030	4.4	198.2	53.105	85.9	66.4	0.7708	14:08:39.395	sd
186	Spectrogram 1	6	51141.296053693	51183.820505652	110.1	229.1	42.524	168.0	136.7	0.6897	14:12:21.296	c
187	Spectrogram 1	6	51301.627480219	51358.801504145	57.3	207.0	57.174	74.2	85.9	0.6316	14:15:01.627	c
188	Spectrogram 1	6	51508.552684250	51545.380080445	0.0	189.4	36.827	0.0	0.0	0.2292	14:18:28.553	c
189	Spectrogram 1	6	51625.057924642	51660.054124341	74.9	202.6	34.996	156.2	93.8	0.6452	14:20:25.058	c
190	Spectrogram 1	6	51989.035928282	52055.999500000	0.0	202.6	66.964	0.0	0.0	0.2353	14:26:29.036	c
192	Spectrogram 1	6	52520.554604371	52577.932094574	0.0	453.7	57.377	0.0	0.0	0.2500	14:35:20.555	su
193	Spectrogram 1	6	53064.542493406	53106.660012811	0.0	317.2	42.118	58.6	46.9	0.3580	14:44:24.542	c
194	Spectrogram 1	6	53093.231238508	53151.219127543	0.0	581.5	57.988	0.0	46.9	0.2703	14:44:53.231	su
195	Spectrogram 1	6	54097.989309156	54144.379620384	101.3	207.0	46.390	179.7	128.9	0.7407	15:01:37.989	c
196	Spectrogram 1	6	55609.704406368	55661.791773361	96.9	207.0	52.087	160.2	144.5	0.7143	15:26:49.704	c
197	Spectrogram 1	6	55869.734308779	55924.263271100	0.0	409.7	54.529	7.8	3.9	0.1058	15:31:09.734	c
198	Spectrogram 1	6	56332.335686888	56372.215077242	88.1	211.5	39.879	156.2	132.8	0.6452	15:38:52.336	c
199	Spectrogram 1	6	56599.202291447	56654.138186323	92.5	224.7	54.936	160.2	117.2	0.6061	15:43:19.202	c
200	Spectrogram 1	6	59433.655514132	59502.630582143	44.1	233.5	68.975	168.0	140.6	0.6809	16:30:33.656	c
201	Spectrogram 1	6	59699.382472309	59745.445180859	0.0	753.3	46.063	156.2	7.8	0.2135	16:34:59.382	sd
202	Spectrogram 1	6	59941.179739638	59978.414068387	0.0	334.8	37.234	152.3	11.7	0.5059	16:39:01.180	c
203	Spectrogram 1	6	60452.206091748	60507.141986624	0.0	859.0	54.936	7.8	3.9	0.1689	16:47:32.206	sd
204	Spectrogram 1	6	60368.377985494	60409.274707234	83.7	202.6	40.897	152.3	136.7	0.7241	16:46:08.378	c
205	Spectrogram 1	6	60632.477213451	60684.971512999	0.0	356.8	52.494	3.9	3.9	0.3956	16:50:32.477	c
206	Spectrogram 1	6	60744.302729465	60814.498595139	0.0	453.7	70.196	3.9	7.8	0.3448	16:52:24.303	su
207	Spectrogram 1	6	61009.215822532	61047.060550113	26.4	251.1	37.845	152.3	82.0	0.6140	16:56:49.216	c
208	Spectrogram 1	6	61176.587632253	61236.610184062	0.0	700.4	60.023	144.5	66.4	0.2961	16:59:36.588	sd
209	Spectrogram 1	6	61474.665728523	61530.212022231	0.0	427.3	55.546	11.7	58.6	0.4495	17:04:34.666	c
210	Spectrogram 1	6	61242.917638659	61324.507615863	149.8	193.8	81.590	152.3	160.2	0.7000	17:00:42.918	c
211	Spectrogram 1	6	61578.026597400	61626.655037679	0.0	198.2	48.628	7.8	50.8	0.7200	17:06:18.027	sd
212	Spectrogram 1	6	61373.114772798	61439.648245481	0.0	299.6	66.533	7.8	58.6	0.5658	17:02:53.115	c
213	Spectrogram 1	6	61998.103523549	62028.623465147	0.0	339.2	30.520	7.8	85.9	0.5233	17:13:18.104	c
214	Spectrogram 1	6	61829.023047099	61888.842132630	0.0	665.2	59.819	7.8	82.0	0.2765	17:10:29.023	sd
215	Spectrogram 1	6	62158.964412396	62238.316260550	0.0	237.9	79.352	3.9	15.6	0.6833	17:15:58.964	sd
216	Spectrogram 1	6	62241.775187265	62288.775897325	0.0	295.2	47.001	7.8	7.8	0.4800	17:17:21.775	c
217	Spectrogram 1	6	62534.766626601	62594.382245855	0.0	304.0	59.616	7.8	3.9	0.3377	17:22:14.767	sd
218	Spectrogram 1	6	64097.877755463	64170.311750188	92.5	220.3	72.434	152.3	148.4	0.6562	17:48:17.878	sd
219	Spectrogram 1	6	64241.720897070	64358.714006527	30.8	207.0	116.993	62.5	74.2	0.6222	17:50:41.721	c
220	Spectrogram 1	6	65131.528037491	65190.736724190	101.3	198.2	59.209	152.3	148.4	0.7500	18:05:31.528	c
221	Spectrogram 1	6	65196.230313677	65244.655287679	110.1	198.2	48.425	156.2	148.4	0.7143	18:06:36.230	c
222	Spectrogram 1	6	65627.090952524	65675.312460249	26.4	198.2	48.222	168.0	144.5	0.8372	18:13:47.091	c
223	Spectrogram 1	6	80229.472243029	80275.048689148	83.7	185.0	45.576	125.0	105.5	0.6800	22:17:09.472	c
224	Spectrogram 1	6	80849.353053504	80889.232443858	127.8	202.6	39.879	168.0	144.5	0.6667	22:27:29.353	c
