Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Peak Freq (Hz)	Q1 Freq (Hz)	Q3 Freq Rel.	Begin Clock Time	calltype
39	Spectrogram 1	6	5505.517561417	5559.232658628	48.9	506.7	53.715	93.8	89.8	0.4052	1:31:45.518	su
40	Spectrogram 1	6	5576.161059414	5694.374966535	80.0	257.8	118.214	168.0	101.6	0.5227	1:32:56.161	c
41	Spectrogram 1	6	6106.069075546	6163.243099472	62.2	520.0	57.174	128.9	117.2	0.1880	1:41:46.069	su
42	Spectrogram 1	6	6002.911672946	6063.951556142	22.2	306.7	61.040	97.7	66.4	0.4167	1:40:02.912	su
43	Spectrogram 1	6	6342.415953278	6412.001420121	84.4	253.3	69.585	101.6	101.6	0.4048	1:45:42.416	c
44	Spectrogram 1	6	6462.461056895	6520.448945931	53.3	395.6	57.988	97.7	82.0	0.2874	1:47:42.461	c
45	Spectrogram 1	6	6636.017791447	6685.053164280	31.1	226.7	49.035	93.8	78.1	0.6200	1:50:36.018	c
46	Spectrogram 1	6	6695.633410701	6734.902402223	53.3	480.0	39.269	89.8	89.8	0.2870	1:51:35.633	c
47	Spectrogram 1	6	6579.390933306	6635.751092123	53.3	351.1	56.360	78.1	82.0	0.3467	1:49:39.391	su
48	Spectrogram 1	6	6861.784422758	6916.516851356	80.0	213.3	54.732	85.9	97.7	0.6061	1:54:21.784	sd
49	Spectrogram 1	6	7131.580706481	7193.841387340	8.9	560.0	62.261	70.3	31.2	0.2714	1:58:51.581	su
50	Spectrogram 1	6	7222.733598719	7269.327376225	93.3	493.3	46.594	191.4	117.2	0.4412	2:00:22.734	c
51	Spectrogram 1	6	6977.760200829	7033.713427091	62.2	235.6	55.953	156.2	89.8	0.5682	1:56:17.760	c
52	Spectrogram 1	6	7037.181745479	7098.628561229	13.3	462.2	61.447	19.5	23.4	0.2982	1:57:17.182	su
53	Spectrogram 1	6	7297.618580446	7334.242510363	111.1	226.7	36.624	128.9	121.1	0.4828	2:01:37.619	c
54	Spectrogram 1	6	7587.874629992	7652.373439902	48.9	440.0	64.499	171.9	89.8	0.3232	2:06:27.875	sd
55	Spectrogram 1	6	7722.976238131	7823.081646571	66.7	600.0	100.105	144.5	132.8	0.1926	2:08:42.976	su
56	Spectrogram 1	6	8173.573105878	8229.933264695	4.4	471.1	56.360	7.8	7.8	0.1695	2:16:13.573	su
57	Spectrogram 1	6	7894.620839676	7977.228148267	0.0	208.9	82.607	168.0	0.0	0.4528	2:11:34.621	c
58	Spectrogram 1	6	8238.893914463	8296.678337221	31.1	213.3	57.784	160.2	66.4	0.6957	2:17:18.894	c
59	Spectrogram 1	6	8302.489789186	8364.750470045	0.0	480.0	62.261	3.9	0.0	0.0246	2:18:22.490	su
60	Spectrogram 1	6	8761.021841748	8857.057924642	75.6	364.4	96.036	207.0	152.3	0.6438	2:26:01.022	su
61	Spectrogram 1	6	9069.680184439	9146.183504710	13.3	533.3	76.503	156.2	78.1	0.3030	2:31:09.680	sd
62	Spectrogram 1	6	8926.236458930	8993.787262999	0.0	662.2	67.551	3.9	0.0	0.0059	2:28:46.236	sd
63	Spectrogram 1	6	9262.485278824	9344.889121138	71.1	217.8	82.404	164.1	93.8	0.6111	2:34:22.485	c
64	Spectrogram 1	6	9344.482188583	9397.993819518	40.0	502.2	53.512	156.2	117.2	0.2906	2:35:44.482	su
65	Spectrogram 1	6	9664.850175462	9718.361806396	0.0	351.1	53.512	3.9	0.0	0.0112	2:41:04.850	c
66	Spectrogram 1	6	9485.392918868	9550.095195055	0.0	613.3	64.702	0.0	0.0	0.0064	2:38:05.393	su
67	Spectrogram 1	6	10054.702026187	10115.741909382	0.0	617.8	61.040	0.0	0.0	0.0063	2:47:34.702	sd
68	Spectrogram 1	6	9833.941115298	9886.638881123	22.2	222.2	52.698	156.2	93.8	0.7200	2:43:53.941	c
69	Spectrogram 1	6	9909.223637905	9978.402172193	17.8	497.8	69.179	148.4	82.0	0.3279	2:45:09.224	c
70	Spectrogram 1	6	10114.114179164	10161.521821778	26.7	124.4	47.408	93.8	58.6	0.7500	2:48:34.114	c
71	Spectrogram 1	6	10390.747379804	10432.254500377	0.0	391.1	41.507	3.9	0.0	0.0500	2:53:10.747	c
72	Spectrogram 1	6	10624.326666164	10692.487869066	0.0	631.1	68.161	3.9	0.0	0.0124	2:57:04.327	sd
73	Spectrogram 1	6	10229.195155614	10275.585466843	0.0	368.9	46.390	0.0	0.0	0.0106	2:50:29.195	c
74	Spectrogram 1	6	10543.754020347	10579.157152600	0.0	360.0	35.403	3.9	0.0	0.0109	2:55:43.754	c
75	Spectrogram 1	6	10795.564335154	10852.534892803	0.0	400.0	56.971	171.9	0.0	0.2451	2:59:55.564	c
76	Spectrogram 1	6	10702.580246420	10747.749759985	4.4	217.8	45.170	7.8	11.7	0.5660	2:58:22.580	c
77	Spectrogram 1	6	10872.271121703	10946.536312924	106.7	217.8	74.265	168.0	148.4	0.6667	3:01:12.271	c
78	Spectrogram 1	6	11090.590437265	11162.007100603	0.0	417.8	71.417	7.8	0.0	0.0189	3:04:50.590	c
79	Spectrogram 1	6	11203.026352110	11266.507830633	0.0	502.2	63.481	156.2	0.0	0.2188	3:06:43.026	sd
80	Spectrogram 1	6	11429.687785041	11504.970307649	4.4	200.0	75.283	7.8	7.8	0.7347	3:10:29.688	c
81	Spectrogram 1	6	11870.925204032	11931.965087227	0.0	564.4	61.040	3.9	0.0	0.2917	3:17:50.925	su
82	Spectrogram 1	6	11768.378200264	11807.647191786	44.4	475.6	39.269	175.8	152.3	0.4954	3:16:08.378	c
83	Spectrogram 1	6	11982.628190279	12048.144331575	93.3	248.9	65.516	152.3	113.3	0.5128	3:19:42.628	c
84	Spectrogram 1	6	12464.151932178	12524.988349096	0.0	537.8	60.836	3.9	3.9	0.2117	3:27:44.152	su
85	Spectrogram 1	6	12614.106578561	12667.211276940	62.2	382.2	53.105	191.4	97.7	0.4568	3:30:14.107	c
86	Spectrogram 1	6	13010.581416541	13066.534642803	71.1	546.7	55.953	105.5	109.4	0.2500	3:36:50.581	su
87	Spectrogram 1	6	13080.370349661	13144.055294461	75.6	493.3	63.685	105.5	105.5	0.2453	3:38:00.370	su
88	Spectrogram 1	6	13539.919733610	13621.713177091	62.2	457.8	81.793	85.9	89.8	0.4851	3:45:39.920	su
89	Spectrogram 1	6	13413.363709118	13473.386260927	84.4	231.1	60.023	85.9	97.7	0.5135	3:43:33.364	c
90	Spectrogram 1	6	13696.304364356	13756.733848719	40.0	302.2	60.429	70.3	74.2	0.4848	3:48:16.304	su
91	Spectrogram 1	6	14103.969847589	14160.126540128	75.6	284.4	56.157	93.8	93.8	0.5192	3:55:03.970	c
92	Spectrogram 1	6	14165.416663338	14241.106118500	48.9	244.4	75.689	164.1	85.9	0.5510	3:56:05.417	c
93	Spectrogram 1	6	14256.569555576	14351.791773361	84.4	413.3	95.222	109.4	109.4	0.3976	3:57:36.570	c
94	Spectrogram 1	6	14629.238839111	14687.430194424	80.0	231.1	58.191	117.2	105.5	0.4474	4:03:49.239	c
95	Spectrogram 1	6	15149.421173700	15216.971977769	26.7	195.6	67.551	164.1	101.6	0.7907	4:12:29.421	c
96	Spectrogram 1	6	16057.329296345	16108.399331952	26.7	208.9	51.070	168.0	109.4	0.7826	4:27:37.329	c
97	Spectrogram 1	6	17134.114429164	17184.777532216	75.6	231.1	50.663	89.8	101.6	0.5641	4:45:34.114	c
98	Spectrogram 1	6	17301.974107950	17357.927334213	53.3	284.4	55.953	109.4	97.7	0.3448	4:48:21.974	c
99	Spectrogram 1	6	17841.892671439	17888.486448945	53.3	271.1	46.594	62.5	70.3	0.5273	4:57:21.893	c
100	Spectrogram 1	6	18404.599457988	18477.236918990	80.0	200.0	72.637	160.2	105.5	0.5667	5:06:44.599	c
101	Spectrogram 1	6	22011.205596458	22068.176154107	124.4	240.0	56.971	132.8	140.6	0.5172	6:06:51.206	c
102	Spectrogram 1	6	22652.246899774	22688.870829691	102.2	231.1	36.624	160.2	117.2	0.4375	6:17:32.247	c
103	Spectrogram 1	6	22694.771351733	22743.806724567	53.3	200.0	49.035	164.1	74.2	0.5676	6:18:14.771	c
104	Spectrogram 1	6	22902.022551809	22964.283232668	75.6	622.2	62.261	152.3	109.4	0.4460	6:21:42.023	c
105	Spectrogram 1	6	23211.087827054	23277.214367182	115.6	266.7	66.127	164.1	128.9	0.4211	6:26:51.088	c
106	Spectrogram 1	6	23761.179704408	23820.388391108	88.9	408.9	59.209	164.1	113.3	0.4074	6:36:01.180	c
107	Spectrogram 1	6	23579.172544460	23631.463377730	88.9	471.1	52.291	121.1	109.4	0.4330	6:32:59.173	su
108	Spectrogram 1	6	24244.127710249	24301.912133007	111.1	217.8	57.784	144.5	125.0	0.5769	6:44:04.128	c
109	Spectrogram 1	6	25151.221967784	25194.153352298	4.4	231.1	42.931	66.4	74.2	0.5263	6:59:11.222	c
110	Spectrogram 1	6	25255.193235494	25309.315265260	120.0	182.2	54.122	144.5	136.7	0.4000	7:00:55.193	c
111	Spectrogram 1	6	25742.414033157	25794.094467596	53.3	217.8	51.680	152.3	89.8	0.5610	7:09:02.414	c
112	Spectrogram 1	6	26876.699185946	26916.171643745	71.1	208.9	39.472	85.9	97.7	0.6471	7:27:56.699	c
113	Spectrogram 1	6	27688.627120636	27755.999500000	102.2	226.7	67.372	168.0	132.8	0.7097	7:41:28.627	c
114	Spectrogram 1	6	27463.389951646	27503.269342000	17.8	231.1	39.879	89.8	89.8	0.7222	7:37:43.390	c
115	Spectrogram 1	6	27987.463187076	28022.866319329	0.0	226.7	35.403	0.0	0.0	0.0172	7:46:27.463	c
116	Spectrogram 1	6	28506.831656556	28546.914513188	0.0	226.7	40.083	156.2	0.0	0.1034	7:55:06.832	c
117	Spectrogram 1	6	29037.187305011	29076.252830256	26.7	533.3	39.066	121.1	128.9	0.7287	8:03:57.187	c
118	Spectrogram 1	6	29224.702276187	29298.560534853	0.0	222.2	73.858	0.0	0.0	0.0179	8:07:04.702	c
119	Spectrogram 1	6	29337.015661266	29388.085696873	40.0	226.7	51.070	43.0	89.8	0.7021	8:08:57.016	c
120	Spectrogram 1	6	29638.959616805	29673.955816503	0.0	213.3	34.996	0.0	0.0	0.0185	8:13:58.960	c
121	Spectrogram 1	6	29828.712717031	29884.055544461	26.7	208.9	55.343	125.0	89.8	0.6739	8:17:08.713	c
122	Spectrogram 1	6	29940.822635833	29997.386260927	31.1	182.2	56.564	31.2	74.2	0.7632	8:19:00.823	c
123	Spectrogram 1	6	30004.711046910	30063.919733610	31.1	440.0	59.209	62.5	109.4	0.6538	8:20:04.711	su
124	Spectrogram 1	6	30224.577156179	30287.041303316	0.0	213.3	62.464	0.0	0.0	0.0185	8:23:44.577	c
125	Spectrogram 1	6	30514.109668802	30557.447985870	71.1	257.8	43.338	82.0	113.3	0.7609	8:28:34.110	c
126	Spectrogram 1	6	30400.670019279	30467.610424516	40.0	422.2	66.940	156.2	125.0	0.6598	8:26:40.670	c
127	Spectrogram 1	6	30869.423585839	30932.091199253	26.7	431.1	62.668	171.9	93.8	0.5631	8:34:29.424	c
128	Spectrogram 1	6	31385.597327807	31445.619879616	31.1	426.7	60.023	85.9	109.4	0.6733	8:43:05.597	su
129	Spectrogram 1	6	31441.143621515	31480.616079314	66.7	226.7	39.472	171.9	101.6	0.6750	8:44:01.144	c
130	Spectrogram 1	6	31875.870119631	31944.031322532	35.6	355.6	68.161	156.2	89.8	0.5679	8:51:15.870	c
131	Spectrogram 1	6	32055.327376225	32096.427564243	0.0	207.0	41.100	0.0	0.0	0.3019	8:54:15.327	c
132	Spectrogram 1	6	32445.698225885	32510.603968350	8.8	462.6	64.906	187.5	85.9	0.5826	9:00:45.698	su
133	Spectrogram 1	6	32126.052704220	32182.616329314	79.3	229.1	56.564	82.0	105.5	0.6486	8:55:26.053	c
134	Spectrogram 1	6	32250.632915852	32299.668288685	0.0	171.8	49.035	152.3	0.0	0.5116	8:57:30.633	c
135	Spectrogram 1	6	32300.278687517	32357.452711443	88.1	246.7	57.174	89.8	117.2	0.5750	8:58:20.279	c
136	Spectrogram 1	6	32570.481903794	32608.123165098	17.6	237.9	37.641	46.9	62.5	0.6364	9:02:50.482	c
137	Spectrogram 1	6	32634.637461002	32687.335226827	0.0	202.6	52.698	35.2	0.0	0.4118	9:03:54.637	c
138	Spectrogram 1	6	32959.776572155	33025.496179729	0.0	612.3	65.720	175.8	0.0	0.2244	9:09:19.777	c
139	Spectrogram 1	6	33127.758780708	33190.222927845	39.6	233.5	62.464	156.2	85.9	0.6667	9:12:07.759	sd
140	Spectrogram 1	6	33446.386970987	33517.396701771	66.1	427.3	71.010	164.1	113.3	0.5870	9:17:26.387	c
141	Spectrogram 1	6	33891.083316692	33959.244519593	0.0	550.7	68.161	3.9	0.0	0.3071	9:24:51.083	su
142	Spectrogram 1	6	33740.925204032	33774.293673512	74.9	224.7	33.368	156.2	148.4	0.7027	9:22:20.925	c
143	Spectrogram 1	6	34339.442055388	34407.603258289	44.1	550.7	68.161	50.8	66.4	0.3047	9:32:19.442	su
144	Spectrogram 1	6	34839.481228523	34909.880560475	57.3	418.5	70.399	156.2	113.3	0.6413	9:40:39.481	su
145	Spectrogram 1	6	34917.815745290	34955.457006594	22.0	224.7	37.641	23.4	78.1	0.8039	9:41:57.816	c
146	Spectrogram 1	6	35017.840217219	35081.321695742	48.5	400.9	63.481	50.8	101.6	0.6067	9:43:37.840	c
147	Spectrogram 1	6	35444.509000754	35496.596367747	0.0	237.9	52.087	156.2	3.9	0.6667	9:50:44.509	c
148	Spectrogram 1	6	35789.913803127	35852.581416541	48.5	422.9	62.668	156.2	101.6	0.3579	9:56:29.914	c
149	Spectrogram 1	6	35612.694675584	35676.990019216	17.6	634.4	64.295	156.2	113.3	0.2994	9:53:32.695	c
150	Spectrogram 1	6	36390.865991462	36450.888543270	0.0	374.4	60.023	3.9	0.0	0.1368	10:06:30.866	c
151	Spectrogram 1	6	36218.936987129	36279.366471492	61.7	537.4	60.429	179.7	121.1	0.5785	10:03:38.937	c
152	Spectrogram 1	6	36739.125580068	36804.031322532	13.2	630.0	64.906	148.4	93.8	0.2739	10:12:19.126	su
153	Spectrogram 1	6	36563.127250188	36600.158112660	61.7	202.6	37.031	152.3	89.8	0.7143	10:09:23.127	c
155	Spectrogram 1	6	36924.890291258	36972.501400151	8.8	286.3	47.611	152.3	50.8	0.5714	10:15:24.890	c
156	Spectrogram 1	6	37281.078806330	37354.530132442	74.9	290.7	73.451	132.8	113.3	0.6481	10:21:21.079	c
157	Spectrogram 1	6	37116.474587980	37162.864899209	48.5	229.1	46.390	175.8	93.8	0.7111	10:18:36.475	c
158	Spectrogram 1	6	37772.165463263	37843.378660324	39.6	449.3	71.213	148.4	101.6	0.4808	10:29:32.165	su
159	Spectrogram 1	6	38361.526332140	38416.869159570	39.6	418.5	55.343	156.2	109.4	0.3854	10:39:21.526	su
160	Spectrogram 1	6	39459.594487566	39498.863479088	83.7	229.1	39.269	152.3	148.4	0.6389	10:57:39.594	c
161	Spectrogram 1	6	39774.356818576	39829.496179729	4.4	207.0	55.139	7.8	7.8	0.4902	11:02:54.357	c
162	Spectrogram 1	6	40056.483608704	40092.293673512	136.6	229.1	35.810	175.8	156.2	0.6087	11:07:36.484	c
163	Spectrogram 1	6	40699.763041070	40773.417833459	0.0	202.6	73.655	148.4	0.0	0.7647	11:18:19.763	c
164	Spectrogram 1	6	40659.069785607	40694.676384137	26.4	198.2	35.607	156.2	78.1	0.6977	11:17:39.070	c
165	Spectrogram 1	6	41769.878861718	41849.999500000	0.0	233.5	80.121	175.8	0.0	0.5932	11:36:09.879	c
166	Spectrogram 1	6	41945.751180106	41984.409772796	26.4	215.9	38.659	164.1	117.2	0.8125	11:39:05.751	c
167	Spectrogram 1	6	42090.822635833	42145.351598154	44.1	211.5	54.529	168.0	113.3	0.7619	11:41:30.823	c
168	Spectrogram 1	6	42312.316475320	42385.564335154	30.8	383.3	73.248	156.2	144.5	0.4222	11:45:12.316	c
169	Spectrogram 1	6	42600.628190279	42652.308624717	44.1	268.7	51.680	156.2	132.8	0.6071	11:50:00.628	c
170	Spectrogram 1	6	42673.876050113	42741.019921628	8.8	339.2	67.144	168.0	93.8	0.5060	11:51:13.876	sd
171	Spectrogram 1	6	42516.505842881	42559.233761118	30.8	215.9	42.728	152.3	140.6	0.7660	11:48:36.506	c
172	Spectrogram 1	6	42954.578576300	43028.233368689	17.6	352.4	73.655	148.4	121.1	0.4706	11:55:54.579	sd
173	Spectrogram 1	6	43222.747129804	43296.198455916	26.4	312.8	73.451	148.4	113.3	0.5342	12:00:22.747	sd
174	Spectrogram 1	6	43505.891251319	43581.784172758	0.0	484.6	75.893	7.8	0.0	0.1371	12:05:05.891	c
175	Spectrogram 1	6	43599.485738885	43642.824055953	35.2	224.7	43.338	117.2	89.8	0.6383	12:06:39.486	c
176	Spectrogram 1	6	43747.935184815	43811.823595893	0.0	251.1	63.888	3.9	0.0	0.0625	12:09:07.935	sd
177	Spectrogram 1	6	44015.289873210	44084.671873775	0.0	356.8	69.382	3.9	0.0	0.0330	12:13:35.290	sd
178	Spectrogram 1	6	44550.121779766	44626.014701206	0.0	308.4	75.893	160.2	0.0	0.1410	12:22:30.122	sd
179	Spectrogram 1	6	44287.243349472	44358.049613979	22.0	326.0	70.806	156.2	89.8	0.5714	12:18:07.243	sd
180	Spectrogram 1	6	44630.287493029	44662.638631123	4.4	237.9	32.351	7.8	23.4	0.5517	12:23:50.287	sd
181	Spectrogram 1	6	45167.357528636	45221.479558402	52.9	259.9	54.122	156.2	97.7	0.5769	12:32:47.358	c
182	Spectrogram 1	6	45391.699896006	45457.419503580	57.3	246.7	65.720	85.9	89.8	0.5833	12:36:31.700	sd
183	Spectrogram 1	6	46052.884360776	46088.287493029	52.9	286.3	35.403	160.2	105.5	0.5085	12:47:32.884	c
184	Spectrogram 1	6	46321.378910324	46407.648611907	35.2	422.9	86.270	93.8	93.8	0.4388	12:52:01.379	sd
185	Spectrogram 1	6	46765.057924642	46833.219127543	44.1	489.0	68.161	160.2	144.5	0.3009	12:59:25.058	c
186	Spectrogram 1	6	47059.270161643	47124.582836662	48.5	444.9	65.313	93.8	101.6	0.3700	13:04:19.270	c
187	Spectrogram 1	6	47209.754270347	47270.997619819	52.9	533.0	61.243	160.2	105.5	0.3033	13:06:49.754	c
188	Spectrogram 1	6	47679.273501884	47737.464857197	26.4	418.5	58.191	160.2	85.9	0.3700	13:14:39.274	c
189	Spectrogram 1	6	48065.940191097	48178.702276187	0.0	541.9	112.762	0.0	0.0	0.0435	13:21:05.940	su
190	Spectrogram 1	6	48559.591147325	48635.891001319	0.0	304.0	76.300	3.9	0.0	0.4545	13:29:19.591	sd
191	Spectrogram 1	6	48654.914849096	48718.803260173	0.0	533.0	63.888	7.8	0.0	0.1691	13:30:54.915	su
192	Spectrogram 1	6	48384.101233986	48447.989645064	0.0	229.1	63.888	156.2	11.7	0.7069	13:26:24.101	sd
193	Spectrogram 1	6	48461.418419367	48511.471123587	0.0	171.8	50.053	152.3	0.0	0.8837	13:27:41.418	c
194	Spectrogram 1	6	49017.817751319	49107.953312170	0.0	215.9	90.136	3.9	0.0	0.4182	13:36:57.818	sd
195	Spectrogram 1	6	49272.680060286	49341.451662020	0.0	550.7	68.772	160.2	3.9	0.2857	13:41:12.680	c
196	Spectrogram 1	6	49558.143247362	49649.296139601	0.0	577.1	91.153	3.9	0.0	0.1361	13:45:58.143	sd
197	Spectrogram 1	6	49651.941201206	49710.946421628	0.0	229.1	59.005	152.3	3.9	0.6897	13:47:31.941	sd
198	Spectrogram 1	6	49767.836042766	49833.759116616	0.0	550.7	65.923	156.2	3.9	0.4929	13:49:27.836	c
199	Spectrogram 1	6	50109.048989827	50189.214703090	0.0	511.0	80.166	164.1	101.6	0.3692	13:55:09.049	c
200	Spectrogram 1	6	49946.682900528	50004.467323286	0.0	185.0	57.784	183.6	3.9	0.8085	13:52:26.683	c
201	Spectrogram 1	6	50238.779538244	50304.092213263	0.0	484.6	65.313	160.2	15.6	0.3790	13:57:18.780	c
202	Spectrogram 1	6	50320.979914280	50386.089123022	0.0	220.3	65.109	3.9	0.0	0.2857	13:58:40.980	c
203	Spectrogram 1	6	50387.309920686	50438.786888847	123.3	189.4	51.477	160.2	136.7	0.6250	13:59:47.310	c
204	Spectrogram 1	6	50591.386596835	50706.955442351	0.0	246.7	115.569	164.1	7.8	0.6667	14:03:11.387	c
205	Spectrogram 1	6	50729.255796345	50793.754606255	0.0	506.6	64.499	3.9	7.8	0.6047	14:05:29.256	c
206	Spectrogram 1	6	50904.643727393	50968.532138470	0.0	326.0	63.888	3.9	3.9	0.8554	14:08:24.644	c
207	Spectrogram 1	6	50974.539710558	51026.016678719	114.5	229.1	51.477	152.3	148.4	0.6429	14:09:34.540	c
208	Spectrogram 1	6	51196.536898832	51278.533808591	0.0	568.3	81.997	144.5	7.8	0.5448	14:13:16.537	sd
209	Spectrogram 1	6	51377.621885644	51452.904408252	0.0	330.4	75.283	3.9	3.9	0.8333	14:16:17.622	c
210	Spectrogram 1	6	51703.493925396	51765.551139977	0.0	541.9	62.057	0.0	3.9	0.5145	14:21:43.494	c
211	Spectrogram 1	6	51808.685990769	51859.959492653	0.0	237.9	51.274	3.9	0.0	0.4333	14:23:28.686	c
212	Spectrogram 1	6	51875.422929729	51945.822261680	158.6	502.2	70.399	351.6	250.0	0.5632	14:24:35.423	c
213	Spectrogram 1	6	52210.450951959	52273.932430482	0.0	462.6	63.481	0.0	3.9	0.6017	14:30:10.451	c
214	Spectrogram 1	6	52479.636836850	52553.698561794	0.0	559.5	74.062	3.9	7.8	0.5245	14:34:39.637	c
215	Spectrogram 1	6	52401.785627666	52451.024466776	0.0	281.9	49.239	93.8	3.9	0.4722	14:33:21.786	c
216	Spectrogram 1	6	52655.147297664	52740.806600414	0.0	422.9	85.659	3.9	3.9	0.6944	14:37:35.147	su
217	Spectrogram 1	6	52941.831282404	52983.745335531	0.0	202.6	41.914	0.0	0.0	0.2941	14:42:21.831	c
218	Spectrogram 1	6	52973.572021665	53041.936690844	0.0	356.8	68.365	7.8	3.9	0.7802	14:42:53.572	c
219	Spectrogram 1	6	52814.257926526	52875.501275998	0.0	515.4	61.243	3.9	3.9	0.6031	14:40:14.258	c
220	Spectrogram 1	6	53139.926500000	53215.615955162	0.0	546.3	75.689	3.9	0.0	0.5108	14:45:39.927	c
221	Spectrogram 1	6	53324.673879804	53392.224683873	0.0	541.9	67.551	3.9	0.0	0.1087	14:48:44.674	c
222	Spectrogram 1	6	53491.516227204	53565.984884702	0.0	356.8	74.469	3.9	0.0	0.3077	14:51:31.516	c
223	Spectrogram 1	6	53760.010776752	53825.323451771	0.0	537.4	65.313	3.9	0.0	0.0438	14:56:00.011	c
