Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Peak Freq (Hz)	Q1 Freq (Hz)	Q3 Freq Rel.	Begin Clock Time	calltype
79	Spectrogram 1	6	12881.866302562	12896.108941974	30.8	414.1	14.243	199.2	85.9	0.5612	3:34:41.866	c
80	Spectrogram 1	6	12947.178977581	12958.573089111	52.9	550.7	11.394	164.1	97.7	0.5238	3:35:47.179	c
81	Spectrogram 1	6	12960.200819329	12974.239992464	48.5	550.7	14.039	85.9	85.9	0.4173	3:36:00.201	c
82	Spectrogram 1	6	12977.291986624	12984.413306330	39.6	533.0	7.121	85.9	85.9	0.4480	3:36:17.292	
83	Spectrogram 1	6	12989.906895818	12996.824749246	70.5	515.4	6.918	97.7	105.5	0.5446	3:36:29.907	c
84	Spectrogram 1	6	13001.911406179	13008.422327054	57.3	550.7	6.511	195.3	97.7	0.5120	3:36:41.911	c
85	Spectrogram 1	6	13014.526315373	13022.868432743	70.5	550.7	8.342	85.9	97.7	0.3967	3:36:54.526	
86	Spectrogram 1	6	13028.972421063	13045.453189525	52.9	502.2	16.481	97.7	85.9	0.3333	3:37:08.972	c
87	Spectrogram 1	6	13050.336380181	13060.306227769	17.6	308.4	9.970	54.7	54.7	0.5068	3:37:30.336	c
88	Spectrogram 1	6	13063.154755652	13074.345400904	30.8	502.2	11.191	97.7	85.9	0.4833	3:37:43.155	c
89	Spectrogram 1	6	13084.722181047	13092.250433308	30.8	374.4	7.528	54.7	82.0	0.5057	3:38:04.722	c
90	Spectrogram 1	6	13097.540556518	13106.696538998	26.4	418.5	9.156	97.7	93.8	0.5800	3:38:17.541	c
91	Spectrogram 1	6	13111.986662208	13127.043166729	61.7	418.5	15.057	97.7	97.7	0.4835	3:38:31.987	c
92	Spectrogram 1	6	13131.112492276	13139.047677091	17.6	444.9	7.935	168.0	82.0	0.3889	3:38:51.112	c
93	Spectrogram 1	6	13143.727401469	13154.714580445	61.7	577.1	10.987	152.3	97.7	0.4733	3:39:03.727	c
94	Spectrogram 1	6	13540.609172005	13568.890984552	13.2	405.3	28.282	54.7	58.6	0.5758	3:45:40.609	su
95	Spectrogram 1	6	13445.590420497	13466.750913338	30.8	572.7	21.160	62.5	70.3	0.3623	3:44:05.590	su
96	Spectrogram 1	6	13653.248553127	13687.837820271	105.7	193.8	34.589	148.4	136.7	0.6667	3:47:33.249	c
97	Spectrogram 1	6	14510.167576677	14558.796016956	57.3	207.0	48.628	62.5	62.5	0.6316	4:01:50.168	sd
98	Spectrogram 1	6	14431.629593632	14457.673277129	39.6	471.4	26.044	62.5	62.5	0.2844	4:00:31.630	su
99	Spectrogram 1	6	14466.422327054	14489.617482668	39.6	480.2	23.195	62.5	62.5	0.2883	4:01:06.422	su
100	Spectrogram 1	6	14640.284214205	14660.834308214	39.6	365.6	20.550	62.5	66.4	0.4268	4:04:00.284	sd
101	Spectrogram 1	6	14837.565566692	14855.063666541	30.8	370.0	17.498	62.5	70.3	0.5116	4:07:17.566	c
102	Spectrogram 1	6	15011.081609648	15036.311428035	118.9	480.2	25.230	183.6	187.5	0.6264	4:10:11.082	c
103	Spectrogram 1	6	14983.206729655	14998.670166731	0.0	489.0	15.463	0.0	3.9	0.5360	4:09:43.207	c
104	Spectrogram 1	6	15627.137252449	15647.687346458	44.1	427.3	20.550	195.3	148.4	0.5464	4:20:27.137	sd
105	Spectrogram 1	6	15317.868510927	15364.055355878	105.7	202.6	46.187	175.8	144.5	0.8261	4:15:17.869	c
106	Spectrogram 1	6	15924.320547099	15971.321257159	39.6	229.1	47.001	171.9	101.6	0.7021	4:25:24.321	su
107	Spectrogram 1	6	16619.280413904	16667.094989073	8.8	207.0	47.815	168.0	93.8	0.8200	4:36:59.280	su
108	Spectrogram 1	6	16548.881081952	16579.604489827	0.0	312.8	30.723	0.0	0.0	0.0125	4:35:48.881	c
109	Spectrogram 1	6	16464.877684316	16508.216001384	22.0	198.2	43.338	43.0	78.1	0.8636	4:34:24.878	c
110	Spectrogram 1	6	16690.318319583	16758.370411078	0.0	224.7	68.052	0.0	0.0	0.0175	4:38:10.318	sd
111	Spectrogram 1	6	17426.262379619	17492.388919747	0.0	224.7	66.127	0.0	0.0	0.0175	4:50:26.262	sd
112	Spectrogram 1	6	17712.668844951	17771.470599096	0.0	370.0	58.802	0.0	0.0	0.0106	4:55:12.669	su
113	Spectrogram 1	6	17790.596429164	17849.398183308	123.3	207.0	58.802	168.0	148.4	0.6190	4:56:30.596	c
114	Spectrogram 1	6	18276.759828875	18336.171981852	0.0	467.0	59.412	0.0	0.0	0.0084	5:04:36.760	su
115	Spectrogram 1	6	18407.385178913	18459.472545906	0.0	215.9	52.087	0.0	0.0	0.0182	5:06:47.385	c
116	Spectrogram 1	6	18465.780000503	18514.204974505	74.9	215.9	48.425	168.0	132.8	0.6857	5:07:45.780	c
117	Spectrogram 1	6	19080.410754333	19134.329317822	101.3	215.9	53.919	171.9	148.4	0.6552	5:18:00.411	c
118	Spectrogram 1	6	20059.328607762	20117.316496797	105.7	233.5	57.988	113.3	113.3	0.4516	5:34:19.329	c
119	Spectrogram 1	6	20507.076947626	20526.406243971	74.9	361.2	19.329	105.5	117.2	0.6806	5:41:47.077	c
120	Spectrogram 1	6	20658.985320271	20704.968698945	154.2	207.0	45.983	156.2	164.1	0.5385	5:44:18.985	c
121	Spectrogram 1	6	20712.090018651	20758.887262434	105.7	189.4	46.797	117.2	121.1	0.7000	5:45:12.090	c
122	Spectrogram 1	6	21409.898413338	21453.440196684	118.9	193.8	43.542	156.2	136.7	0.6667	5:56:49.898	c
123	Spectrogram 1	6	21278.255731914	21335.836688395	132.2	224.7	57.581	175.8	152.3	0.6087	5:54:38.256	c
124	Spectrogram 1	6	28162.828377732	28207.387492464	110.1	436.1	44.559	156.2	132.8	0.4390	7:49:22.828	c
125	Spectrogram 1	6	28899.417894876	28971.648423323	101.3	207.0	72.231	101.6	109.4	0.4444	8:01:39.418	c
126	Spectrogram 1	6	29067.948697499	29133.057906240	22.0	515.4	65.109	160.2	89.8	0.2960	8:04:27.949	sd
127	Spectrogram 1	6	29590.352886084	29653.834364607	66.1	453.7	63.481	121.1	101.6	0.5051	8:13:10.353	c
128	Spectrogram 1	6	29833.369701017	29908.855689902	88.1	480.2	75.486	168.0	113.3	0.3838	8:17:13.370	sd
129	Spectrogram 1	6	29992.683796157	30058.606870008	101.3	198.2	65.923	164.1	117.2	0.7500	8:19:52.684	c
130	Spectrogram 1	6	30540.851193982	30607.791599220	35.2	484.6	66.940	93.8	93.8	0.2895	8:29:00.851	sd
131	Spectrogram 1	6	30453.157228459	30506.261926838	88.1	202.6	53.105	164.1	105.5	0.6786	8:27:33.157	sd
132	Spectrogram 1	6	31087.984360211	31142.513322532	105.7	220.3	54.529	168.0	128.9	0.6071	8:38:07.984	c
133	Spectrogram 1	6	31173.847129239	31228.986490392	114.5	251.1	55.139	156.2	132.8	0.5588	8:39:33.847	c
134	Spectrogram 1	6	30958.172875283	30994.796805200	92.5	207.0	36.624	117.2	105.5	0.5172	8:35:58.173	c
135	Spectrogram 1	6	31467.164564619	31530.646043142	13.2	484.6	63.481	109.4	46.9	0.4667	8:44:27.165	sd
136	Spectrogram 1	6	32230.993074545	32320.340258666	0.0	475.8	89.347	0.0	0.0	0.0083	8:57:10.993	sd
137	Spectrogram 1	6	32336.617560852	32391.553455727	0.0	396.5	54.936	0.0	0.0	0.0099	8:58:56.618	su
138	Spectrogram 1	6	32591.153873775	32652.600689525	0.0	370.0	61.447	0.0	0.0	0.0106	9:03:11.154	su
139	Spectrogram 1	6	32882.233180106	32944.086928410	0.0	471.4	61.854	0.0	0.0	0.0083	9:08:02.233	su
140	Spectrogram 1	6	33137.379891861	33193.129651846	0.0	524.2	55.750	0.0	0.0	0.0075	9:12:17.380	c
141	Spectrogram 1	6	32986.301489202	33029.843272548	44.1	242.3	43.542	97.7	85.9	0.4600	9:09:46.301	sd
142	Spectrogram 1	6	33415.437356443	33463.658864167	4.4	268.7	48.222	19.5	19.5	0.4091	9:16:55.437	c
143	Spectrogram 1	6	33956.373251319	34011.919545026	0.0	185.0	55.546	0.0	0.0	0.0213	9:25:56.373	c
144	Spectrogram 1	6	34558.552495667	34650.112320460	0.0	185.0	91.560	3.9	0.0	0.0213	9:35:58.552	sd
145	Spectrogram 1	6	34769.262622457	34807.717748870	0.0	211.5	38.455	0.0	0.0	0.0185	9:39:29.263	sd
146	Spectrogram 1	6	35525.465838734	35569.414554635	0.0	273.1	43.949	0.0	0.0	0.0145	9:52:05.466	c
147	Spectrogram 1	6	36086.951827619	36173.831928033	0.0	207.0	86.880	3.9	0.0	0.0189	10:01:26.952	sd
148	Spectrogram 1	6	36292.982230030	36350.156253956	0.0	356.8	57.174	0.0	0.0	0.0110	10:04:52.982	c
149	Spectrogram 1	6	36861.851221735	36914.345521283	0.0	202.6	52.494	3.9	0.0	0.0196	10:14:21.851	c
150	Spectrogram 1	6	37064.503633943	37103.772625465	0.0	207.0	39.269	3.9	0.0	0.0189	10:17:44.504	c
151	Spectrogram 1	6	37453.798935381	37504.462038433	0.0	198.2	50.663	3.9	0.0	0.0200	10:24:13.799	c
152	Spectrogram 1	6	37146.276247299	37205.484933999	79.3	202.6	59.209	85.9	97.7	0.6667	10:19:06.276	c
153	Spectrogram 1	6	37366.141903350	37424.943657494	83.7	207.0	58.802	85.9	101.6	0.6774	10:22:46.142	c
154	Spectrogram 1	6	37565.885062671	37637.912124841	61.7	189.4	72.027	156.2	101.6	0.8438	10:26:05.885	c
155	Spectrogram 1	6	37758.307016014	37806.731990015	52.9	211.5	48.425	168.0	89.8	0.6000	10:29:18.307	c
156	Spectrogram 1	6	37868.585738320	37916.807246044	74.9	176.2	48.222	160.2	105.5	0.8400	10:31:08.586	c
157	Spectrogram 1	6	38037.462748493	38086.091188772	0.0	202.6	48.628	0.0	0.0	0.0196	10:33:57.463	c
158	Spectrogram 1	6	38298.429045780	38338.308436134	0.0	198.2	39.879	3.9	0.0	0.0200	10:38:18.429	c
159	Spectrogram 1	6	38699.583608139	38751.264042577	0.0	246.7	51.680	3.9	0.0	0.6984	10:44:59.584	c
160	Spectrogram 1	6	39102.772833271	39165.236980407	0.0	207.0	62.464	168.0	0.0	0.5472	10:51:42.773	sd
161	Spectrogram 1	6	39251.099749435	39302.169785041	0.0	418.5	51.070	3.9	0.0	0.0187	10:54:11.100	c
162	Spectrogram 1	6	39747.273063301	39795.901503580	0.0	458.1	48.628	58.6	3.9	0.1368	11:02:27.273	c
163	Spectrogram 1	6	39871.184026187	39918.795135079	0.0	167.4	47.611	3.9	0.0	0.3571	11:04:31.184	sd
164	Spectrogram 1	6	40271.180399024	40323.064299740	0.0	180.6	51.884	0.0	0.0	0.6304	11:11:11.180	su
165	Spectrogram 1	6	40218.889565753	40259.175888662	114.5	207.0	40.286	175.8	156.2	0.5652	11:10:18.890	c
166	Spectrogram 1	6	40945.120631123	40997.818396948	0.0	524.2	52.698	164.1	0.0	0.0149	11:22:25.121	c
167	Spectrogram 1	6	40810.425955539	40857.223199322	0.0	189.4	46.797	3.9	0.0	0.0208	11:20:10.426	c
168	Spectrogram 1	6	40623.643912962	40680.817936888	0.0	374.4	57.174	164.1	0.0	0.0211	11:17:03.644	su
169	Spectrogram 1	6	41043.517372833	41099.470599096	0.0	211.5	55.953	7.8	0.0	0.0370	11:24:03.517	c
170	Spectrogram 1	6	41225.242183434	41287.706330571	0.0	237.9	62.464	3.9	0.0	0.0167	11:27:05.242	su
171	Spectrogram 1	6	41851.161244912	41910.369931611	0.0	475.8	59.209	0.0	0.0	0.0083	11:37:31.161	su
172	Spectrogram 1	6	41749.711709811	41807.292666291	57.3	242.3	57.581	171.9	97.7	0.6170	11:35:49.712	c
173	Spectrogram 1	6	42383.180935946	42434.047505275	0.0	449.3	50.867	0.0	0.0	0.0087	11:46:23.181	c
174	Spectrogram 1	6	42161.606159947	42201.282084024	101.3	211.5	39.676	125.0	113.3	0.5357	11:42:41.606	c
175	Spectrogram 1	6	43315.301545592	43355.384402223	74.9	220.3	40.083	164.1	101.6	0.6389	12:01:55.302	c
176	Spectrogram 1	6	43179.225805956	43261.833114547	0.0	215.9	82.607	0.0	0.0	0.0182	11:59:39.226	c
177	Spectrogram 1	6	44562.103549736	44622.939966654	26.4	277.5	60.836	168.0	78.1	0.5625	12:22:42.104	su
178	Spectrogram 1	6	45287.990290693	45345.367780897	0.0	541.9	57.377	0.0	0.0	0.0072	12:34:47.990	su
179	Spectrogram 1	6	45103.649843444	45143.936166353	39.6	378.9	40.286	152.3	93.8	0.4118	12:31:43.650	c
180	Spectrogram 1	6	48438.709438206	48489.372541258	123.3	198.2	50.663	125.0	136.7	0.6667	13:27:18.709	c
181	Spectrogram 1	6	49473.049002262	49544.465665600	114.5	343.6	71.417	168.0	156.2	0.3158	13:44:33.049	c
182	Spectrogram 1	6	49855.609250188	49930.891772796	127.8	211.5	75.283	128.9	144.5	0.6190	13:50:55.609	c
183	Spectrogram 1	6	49938.420025057	49979.927145629	57.3	409.7	41.507	140.6	125.0	0.4270	13:52:18.420	c
184	Spectrogram 1	6	50244.375081384	50304.171455162	123.3	189.4	59.796	171.9	136.7	0.6875	13:57:24.375	c
185	Spectrogram 1	6	50626.665504710	50687.094989073	79.3	400.9	60.429	93.8	121.1	0.3333	14:03:46.666	su
186	Spectrogram 1	6	50464.445915038	50530.368988889	66.1	471.4	65.923	168.0	136.7	0.6214	14:01:04.446	c
189	Spectrogram 1	6	50734.421695177	50781.422405237	105.7	202.6	47.001	175.8	144.5	0.7826	14:05:34.422	c
190	Spectrogram 1	6	50959.549306080	50995.562837165	79.3	189.4	36.014	85.9	101.6	0.8148	14:09:19.549	c
191	Spectrogram 1	6	51320.730569895	51391.333368124	48.5	497.8	70.603	168.0	136.7	0.6491	14:15:20.731	su
192	Spectrogram 1	6	51973.572917295	52035.426665599	70.5	537.4	61.854	160.2	140.6	0.4576	14:26:13.573	su
193	Spectrogram 1	6	52381.589616493	52463.993458806	66.1	484.6	82.404	156.2	132.8	0.3271	14:33:01.590	c
194	Spectrogram 1	6	52695.309396194	52754.721549171	74.9	427.3	59.412	168.0	125.0	0.5955	14:38:15.309	su
195	Spectrogram 1	6	53059.717498870	53098.172625283	83.7	211.5	38.455	89.8	105.5	0.5938	14:44:19.717	c
196	Spectrogram 1	6	53235.227959683	53285.280663904	96.9	220.3	50.053	152.3	117.2	0.5806	14:47:15.228	c
197	Spectrogram 1	6	53287.925725509	53354.662664469	17.6	515.4	66.737	43.0	43.0	0.3254	14:48:07.926	c
198	Spectrogram 1	6	53414.863015952	53466.136517836	66.1	392.1	51.274	168.0	117.2	0.5181	14:50:14.863	su
199	Spectrogram 1	6	53681.755501884	53727.128481726	17.6	193.8	45.373	31.2	43.0	0.7955	14:54:41.756	c
200	Spectrogram 1	6	53729.366610776	53771.280663904	13.2	176.2	41.914	136.7	78.1	0.8780	14:55:29.367	c
201	Spectrogram 1	6	54057.761182366	54129.991710814	35.2	519.8	72.231	144.5	113.3	0.2520	15:00:57.761	su
202	Spectrogram 1	6	54693.838358515	54761.185696307	35.2	414.1	67.347	43.0	58.6	0.3750	15:11:33.838	su
203	Spectrogram 1	6	55157.050135456	55226.839068576	22.0	268.7	69.789	160.2	82.0	0.5968	15:19:17.050	c
204	Spectrogram 1	6	55336.635108455	55397.471525373	13.2	480.2	60.836	35.2	31.2	0.3983	15:22:16.635	su
205	Spectrogram 1	6	55513.243837166	55591.781820211	88.1	202.6	78.538	160.2	121.1	0.7143	15:25:13.244	c
206	Spectrogram 1	6	56005.830507913	56067.073857385	48.5	237.9	61.243	62.5	82.0	0.5957	15:33:25.831	su
207	Spectrogram 1	6	56579.647003203	56681.787074416	35.2	383.3	102.140	43.0	66.4	0.5455	15:42:59.647	su
208	Spectrogram 1	6	57290.977455352	57357.103995480	39.6	378.9	66.127	43.0	58.6	0.3765	15:54:50.977	su
209	Spectrogram 1	6	57957.155293896	58016.974379427	39.6	480.2	59.819	43.0	43.0	0.1532	16:05:57.155	su
210	Spectrogram 1	6	57889.197557272	57930.501211567	4.4	189.4	41.304	7.8	15.6	0.4783	16:04:49.198	c
211	Spectrogram 1	6	58277.330277882	58360.547985305	22.0	180.6	83.218	171.9	58.6	0.8750	16:11:17.330	c
212	Spectrogram 1	6	58453.125141485	58492.801065561	39.6	189.4	39.676	43.0	66.4	0.5676	16:14:13.125	c
213	Spectrogram 1	6	58076.712528448	58126.968698945	35.2	224.7	50.256	43.0	54.7	0.5957	16:07:56.713	c
214	Spectrogram 1	6	58584.076487566	58649.999561417	44.1	475.8	65.923	70.3	70.3	0.3670	16:16:24.076	su
215	Spectrogram 1	6	58899.245751130	58940.956337980	0.0	215.9	41.711	0.0	0.0	0.3273	16:21:39.246	c
216	Spectrogram 1	6	58972.556844137	59046.881331952	0.0	242.3	74.324	0.0	0.0	0.2581	16:22:52.557	c
217	Spectrogram 1	6	59351.673815373	59445.268302939	0.0	180.6	93.594	0.0	0.0	0.2609	16:29:11.674	c
218	Spectrogram 1	6	59443.767656049	59508.876864790	0.0	568.3	65.109	3.9	0.0	0.2552	16:30:43.768	su
219	Spectrogram 1	6	59189.638275679	59252.102422816	0.0	599.1	62.464	0.0	0.0	0.1699	16:26:29.638	su
220	Spectrogram 1	6	59775.413134514	59840.318876978	0.0	696.0	64.906	58.6	54.7	0.3090	16:36:15.413	su
221	Spectrogram 1	6	59733.499081387	59774.802735682	0.0	176.2	41.304	0.0	3.9	0.5778	16:35:33.499	c
222	Spectrogram 1	6	60095.384652223	60161.307726074	0.0	533.0	65.923	168.0	3.9	0.3529	16:41:35.385	c
223	Spectrogram 1	6	60296.409334213	60368.232930106	0.0	220.3	71.824	121.1	66.4	0.5536	16:44:56.409	sd
224	Spectrogram 1	6	60432.150766140	60494.911484363	0.0	797.4	62.761	0.0	93.8	0.4118	16:47:12.151	su
225	Spectrogram 1	6	60758.196847212	60833.275903542	0.0	515.4	75.079	121.1	89.8	0.2748	16:52:38.197	sd
