Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Peak Freq (Hz)	Q1 Freq (Hz)	Q3 Freq Rel.	Begin Clock Time	calltype
33	Spectrogram 1	6	7918.833326677	7959.730048417	35.2	233.5	40.897	62.5	62.5	0.5102	2:11:58.833	c
34	Spectrogram 1	6	8241.734308779	8291.380080445	114.5	255.5	49.646	183.6	148.4	0.4857	2:17:21.734	c
35	Spectrogram 1	6	8362.308874717	8437.387931047	30.8	480.2	75.079	74.2	70.3	0.2982	2:19:22.309	sd
36	Spectrogram 1	6	11315.136270912	11376.990019216	26.4	621.1	61.854	27.3	35.2	0.0658	3:08:35.136	su
37	Spectrogram 1	6	11513.312425019	11562.958196684	101.3	290.7	49.646	101.6	128.9	0.4375	3:11:53.312	c
38	Spectrogram 1	6	11813.547713828	11871.128670309	0.0	559.5	57.581	74.2	7.8	0.1399	3:16:53.548	su
39	Spectrogram 1	6	11977.948465901	12055.876050113	70.5	312.8	77.928	74.2	101.6	0.3934	3:19:37.948	c
40	Spectrogram 1	6	12174.822885833	12236.676634137	26.4	484.6	61.854	27.3	39.1	0.2137	3:22:54.823	su
41	Spectrogram 1	6	12220.806264506	12290.798663904	4.4	246.7	69.992	11.7	11.7	0.2131	3:23:40.806	c
42	Spectrogram 1	6	12301.785842879	12357.739069141	0.0	537.4	55.953	3.9	3.9	0.1825	3:25:01.786	su
43	Spectrogram 1	6	12644.952516202	12721.048903919	0.0	502.2	76.096	3.9	3.9	0.1406	3:30:44.953	c
44	Spectrogram 1	6	12764.183754710	12813.829526375	88.1	224.7	49.646	171.9	121.1	0.6471	3:32:44.184	c
45	Spectrogram 1	6	12814.236458930	12869.375820083	13.2	365.6	55.139	23.4	31.2	0.3371	3:33:34.236	su
46	Spectrogram 1	6	13389.965087227	13452.836166918	0.0	458.1	62.871	0.0	0.0	0.1966	3:43:09.965	su
47	Spectrogram 1	6	13194.637461002	13252.218417483	0.0	480.2	57.581	0.0	0.0	0.1967	3:39:54.637	su
48	Spectrogram 1	6	13330.756400528	13384.268031462	110.1	211.5	53.512	183.6	148.4	0.6800	3:42:10.756	c
49	Spectrogram 1	6	13629.160492841	13691.421173700	0.0	502.2	62.261	0.0	0.0	0.2344	3:47:09.160	su
50	Spectrogram 1	6	14027.140531274	14088.180414469	4.4	555.1	61.040	19.5	31.2	0.2286	3:53:47.141	su
51	Spectrogram 1	6	14149.953226262	14210.586176903	4.4	497.8	60.633	23.4	39.1	0.2640	3:55:49.953	su
52	Spectrogram 1	6	14554.444185569	14620.163793142	13.2	537.4	65.720	27.3	27.3	0.1504	4:02:34.444	su
53	Spectrogram 1	6	14322.281646693	14369.282356753	0.0	387.7	47.001	3.9	0.0	0.0909	3:58:42.282	c
54	Spectrogram 1	6	14855.900272042	14941.559574793	35.2	352.4	85.659	62.5	66.4	0.3875	4:07:35.900	sd
55	Spectrogram 1	6	15009.720777694	15074.219587604	0.0	396.5	64.499	3.9	3.9	0.0990	4:10:09.721	c
56	Spectrogram 1	6	15111.779912396	15170.988599096	39.6	453.7	59.209	43.0	50.8	0.2381	4:11:51.780	su
57	Spectrogram 1	6	15414.334266767	15484.733598719	26.4	515.4	70.399	35.2	35.2	0.2742	4:16:54.334	su
58	Spectrogram 1	6	15589.437795026	15670.417373399	48.5	422.9	80.980	54.7	54.7	0.1158	4:19:49.438	c
59	Spectrogram 1	6	15934.109668802	15999.829276375	48.5	497.8	65.720	160.2	128.9	0.2544	4:25:34.110	su
60	Spectrogram 1	6	16081.745249623	16164.352558214	0.0	255.5	82.607	50.8	3.9	0.2154	4:28:01.745	sd
61	Spectrogram 1	6	16172.287743029	16223.561244913	105.7	215.9	51.274	171.9	136.7	0.5926	4:29:32.288	c
62	Spectrogram 1	6	16284.047696052	16346.104910634	52.9	436.1	62.057	58.6	89.8	0.2680	4:31:24.048	su
63	Spectrogram 1	6	16530.307454597	16590.940405237	0.0	528.6	60.633	0.0	27.3	0.2296	4:35:30.307	su
64	Spectrogram 1	6	16658.694675584	16759.613949133	52.9	233.5	100.919	54.7	58.6	0.3333	4:37:38.695	sd
65	Spectrogram 1	6	17069.412152977	17132.893631500	22.0	546.3	63.481	35.2	31.2	0.1654	4:44:29.412	su
66	Spectrogram 1	6	17382.343287491	17453.556484552	61.7	563.9	71.213	74.2	78.1	0.1484	4:49:42.343	su
67	Spectrogram 1	6	17244.369359958	17295.235929287	35.2	418.5	50.867	43.0	43.0	0.0928	4:47:24.369	c
68	Spectrogram 1	6	17581.252370196	17624.183754710	141.0	255.5	42.931	179.7	164.1	0.2857	4:53:01.252	c
69	Spectrogram 1	6	17640.867989450	17709.232658628	79.3	630.0	68.365	117.2	113.3	0.0929	4:54:00.868	su
70	Spectrogram 1	6	17816.866319329	17875.668073474	48.5	374.4	58.802	54.7	54.7	0.0732	4:56:56.866	c
71	Spectrogram 1	6	17726.334467658	17773.945576550	118.9	224.7	47.611	171.9	132.8	0.5000	4:55:26.334	c
72	Spectrogram 1	6	18950.380352045	19007.999500000	0.0	630.0	57.619	35.2	31.2	0.0994	5:15:50.380	su
73	Spectrogram 1	6	19112.907162585	19171.708916729	66.1	312.8	58.802	70.3	74.2	0.2381	5:18:32.907	c
74	Spectrogram 1	6	19629.223637905	19693.518981537	44.1	674.0	64.295	46.9	74.2	0.2125	5:27:09.224	c
75	Spectrogram 1	6	19799.931844574	19858.733598719	44.1	431.7	58.802	50.8	50.8	0.0918	5:29:59.932	c
76	Spectrogram 1	6	20261.515891296	20329.473627920	57.3	647.6	67.958	109.4	101.6	0.1867	5:37:41.516	su
77	Spectrogram 1	6	20434.991689337	20490.334516767	83.7	370.0	55.343	93.8	101.6	0.2639	5:40:34.992	c
78	Spectrogram 1	6	20868.985258855	20931.652872268	8.8	559.5	62.668	125.0	70.3	0.2286	5:47:48.985	su
79	Spectrogram 1	6	21174.103738320	21225.987639035	105.7	202.6	51.884	179.7	121.1	0.7391	5:52:54.104	c
80	Spectrogram 1	6	21044.088787114	21100.855878485	39.6	352.4	56.767	43.0	50.8	0.1772	5:50:44.089	c
81	Spectrogram 1	6	21379.401212133	21437.796033723	79.3	449.3	58.395	97.7	105.5	0.3617	5:56:19.401	sd
82	Spectrogram 1	6	21473.321695742	21544.534892803	30.8	603.5	71.213	171.9	93.8	0.2466	5:57:53.322	su
83	Spectrogram 1	6	21652.281869946	21701.520709057	39.6	387.7	49.239	46.9	46.9	0.1136	6:00:52.282	c
84	Spectrogram 1	6	21882.818375471	21935.516141296	66.1	409.7	52.698	148.4	105.5	0.3793	6:04:42.818	sd
85	Spectrogram 1	6	22035.621549736	22100.323825923	48.5	493.4	64.702	121.1	113.3	0.2920	6:07:15.622	su
86	Spectrogram 1	6	22204.498559910	22270.828566315	70.5	343.6	66.330	74.2	109.4	0.4265	6:10:04.499	c
87	Spectrogram 1	6	22317.015411266	22395.553394310	17.6	246.7	78.538	89.8	82.0	0.5690	6:11:57.015	sd
88	Spectrogram 1	6	22560.890541258	22619.895761680	22.0	475.8	59.005	117.2	109.4	0.3478	6:16:00.891	su
89	Spectrogram 1	6	22728.750220045	22784.499980030	35.2	343.6	55.750	54.7	54.7	0.4026	6:18:48.750	c
90	Spectrogram 1	6	23137.229568387	23196.031322532	35.2	502.2	58.802	121.1	113.3	0.2881	6:25:37.230	sd
91	Spectrogram 1	6	23050.349467973	23110.982418613	0.0	237.9	60.633	0.0	0.0	0.0167	6:24:10.349	c
92	Spectrogram 1	6	23648.052454220	23709.906202524	39.6	612.3	61.854	125.0	113.3	0.2621	6:34:08.052	sd
93	Spectrogram 1	6	23803.297223813	23860.267781462	198.2	352.4	56.971	269.5	250.0	0.6154	6:36:43.297	c
94	Spectrogram 1	6	23914.715807272	23969.448235870	22.0	436.1	54.732	62.5	54.7	0.3238	6:38:34.716	sd
95	Spectrogram 1	6	24063.326952024	24102.392477269	74.9	189.4	39.066	168.0	132.8	0.8214	6:41:03.327	c
96	Spectrogram 1	6	24307.121319706	24369.178534288	0.0	484.6	62.057	0.0	0.0	0.3387	6:45:07.121	su
97	Spectrogram 1	6	24464.400752072	24510.180664469	52.9	207.0	45.780	54.7	58.6	0.3846	6:47:44.401	c
98	Spectrogram 1	6	25031.000314679	25099.568450135	44.1	440.5	68.568	168.0	125.0	0.3200	6:57:11.000	c
99	Spectrogram 1	6	25278.103988320	25328.767091372	0.0	189.4	50.663	0.0	0.0	0.2292	7:01:18.104	c
100	Spectrogram 1	6	26117.524912020	26162.084026752	48.5	211.5	44.559	74.2	97.7	0.7073	7:15:17.525	c
101	Spectrogram 1	6	27295.758780708	27323.430194424	0.0	215.9	27.671	0.0	0.0	0.4000	7:34:55.759	c
102	Spectrogram 1	6	28135.383170686	28212.700356066	39.6	392.1	77.317	136.7	78.1	0.3034	7:48:55.383	su
103	Spectrogram 1	6	28774.512340995	28831.279432366	0.0	259.9	56.767	54.7	43.0	0.5152	7:59:34.512	su
104	Spectrogram 1	6	30522.451786172	30582.270871703	35.2	484.6	59.819	39.1	50.8	0.2807	8:28:42.452	su
105	Spectrogram 1	6	30585.933264695	30643.107288621	8.8	427.3	57.174	164.1	46.9	0.3585	8:29:45.933	sd
106	Spectrogram 1	6	31084.141241334	31143.553394310	83.7	515.4	59.412	168.0	140.6	0.2477	8:38:04.141	su
107	Spectrogram 1	6	31026.763751130	31073.154062359	74.9	224.7	46.390	168.0	101.6	0.6216	8:37:06.764	c
108	Spectrogram 1	6	31644.325496044	31702.109918802	70.5	537.4	57.784	168.0	140.6	0.3644	8:47:24.325	su
109	Spectrogram 1	6	31746.872499812	31798.959866805	118.9	224.7	52.087	171.9	148.4	0.5000	8:49:06.872	c
110	Spectrogram 1	6	32126.459636775	32175.088077054	44.1	207.0	48.628	46.9	54.7	0.4390	8:55:26.460	c
111	Spectrogram 1	6	32346.406682555	32423.723867935	79.3	211.5	77.317	171.9	97.7	0.6364	8:59:06.407	su
112	Spectrogram 1	6	32233.075966089	32292.284652788	70.5	475.8	59.209	74.2	97.7	0.2647	8:57:13.076	su
113	Spectrogram 1	6	32577.056504521	32637.079056330	26.4	541.9	60.023	171.9	78.1	0.2748	9:02:57.057	sd
114	Spectrogram 1	6	32867.606348531	32945.940865298	101.3	533.0	78.335	175.8	128.9	0.1727	9:07:47.606	sd
115	Spectrogram 1	6	32669.837126978	32715.006640543	57.3	321.6	45.170	58.6	62.5	0.1940	9:04:29.837	sd
116	Spectrogram 1	6	32767.309365608	32845.033483544	30.8	484.6	77.724	43.0	43.0	0.0776	9:06:07.309	su
117	Spectrogram 1	6	33093.779912396	33142.204886398	44.1	449.3	48.425	54.7	50.8	0.1553	9:11:33.780	c
118	Spectrogram 1	6	33366.017791447	33427.261140919	61.7	568.3	61.243	62.5	74.2	0.2093	9:16:06.018	su
119	Spectrogram 1	6	33464.088537114	33514.344707611	0.0	348.0	50.256	46.9	7.8	0.1348	9:17:44.089	c
120	Spectrogram 1	6	33278.196734674	33334.149960936	4.4	563.9	55.953	171.9	85.9	0.3028	9:14:38.197	sd
121	Spectrogram 1	6	33572.251660136	33615.589977204	35.2	237.9	43.338	46.9	46.9	0.3000	9:19:32.252	c
122	Spectrogram 1	6	33873.585216843	33935.235498870	52.9	502.2	61.650	54.7	66.4	0.1754	9:24:33.585	su
123	Spectrogram 1	6	33983.050074039	34041.851828184	61.7	568.3	58.802	175.8	164.1	0.2248	9:26:23.050	sd
124	Spectrogram 1	6	33737.262811040	33795.047233798	44.1	444.9	57.784	54.7	50.8	0.1287	9:22:17.263	su
125	Spectrogram 1	6	33693.314095139	33736.448945931	118.9	193.8	43.135	121.1	136.7	0.7222	9:21:33.314	c
126	Spectrogram 1	6	34297.731468538	34354.091627355	61.7	524.2	56.360	175.8	132.8	0.2373	9:31:37.731	sd
127	Spectrogram 1	6	34352.870829691	34398.854208365	74.9	577.1	45.983	168.0	125.0	0.3858	9:32:32.871	c
128	Spectrogram 1	6	34168.733848719	34242.795573662	0.0	480.2	74.062	46.9	3.9	0.1066	9:29:28.734	su
129	Spectrogram 1	6	34445.041053316	34502.215077242	61.7	559.5	57.174	74.2	74.2	0.1890	9:34:05.041	su
130	Spectrogram 1	6	34503.308158626	34536.880094384	0.0	237.9	33.572	11.7	3.9	0.2167	9:35:03.308	c
131	Spectrogram 1	6	34748.474202835	34805.241294207	30.8	607.9	56.767	171.9	152.3	0.2449	9:39:08.474	sd
132	Spectrogram 1	6	34943.801829060	35006.469442473	0.0	519.8	62.668	46.9	0.0	0.0902	9:42:23.802	su
133	Spectrogram 1	6	35122.625350038	35198.721737754	0.0	515.4	76.096	171.9	3.9	0.3282	9:45:22.625	sd
134	Spectrogram 1	6	35353.152642238	35404.019211567	13.2	330.4	50.867	50.8	46.9	0.1875	9:49:13.153	c
135	Spectrogram 1	6	35237.067931110	35308.688060726	22.0	348.0	71.620	70.3	46.9	0.2530	9:47:17.068	c
136	Spectrogram 1	6	35496.108498681	35550.637461002	0.0	572.7	54.529	0.0	3.9	0.1918	9:51:36.108	sd
137	Spectrogram 1	6	35833.048653919	35916.876760173	0.0	687.2	83.828	171.9	78.1	0.2514	9:57:13.049	sd
138	Spectrogram 1	6	35678.414283158	35731.315515260	0.0	370.0	52.901	0.0	0.0	0.1383	9:54:38.414	c
139	Spectrogram 1	6	35628.971977769	35677.396951771	0.0	343.6	48.425	0.0	0.0	0.0230	9:53:48.972	c
140	Spectrogram 1	6	36049.455836473	36105.815995290	0.0	616.7	56.360	0.0	0.0	0.0892	10:00:49.456	c
141	Spectrogram 1	6	35984.550094009	36049.048903919	8.8	273.1	64.499	11.7	46.9	0.4091	9:59:44.550	c
142	Spectrogram 1	6	36340.209146760	36396.772771854	0.0	528.6	56.564	0.0	0.0	0.1037	10:05:40.209	su
143	Spectrogram 1	6	36172.598634261	36234.045450011	0.0	541.9	61.447	164.1	39.1	0.3043	10:02:52.599	sd
144	Spectrogram 1	6	36471.363959118	36525.892921439	0.0	480.2	54.529	3.9	0.0	0.0820	10:07:51.364	su
145	Spectrogram 1	6	36584.491209307	36658.959866805	0.0	572.7	74.469	175.8	97.7	0.3014	10:09:44.491	sd
146	Spectrogram 1	6	36794.061474943	36852.659762811	0.0	321.6	58.598	50.8	0.0	0.1951	10:13:14.061	c
147	Spectrogram 1	6	36912.682314619	36986.744039563	0.0	506.6	74.062	0.0	0.0	0.3333	10:15:12.682	sd
148	Spectrogram 1	6	37030.815285230	37089.413573097	57.3	471.4	58.598	109.4	105.5	0.2667	10:17:10.815	su
149	Spectrogram 1	6	37242.623679917	37290.641721364	35.2	233.5	48.018	168.0	101.6	0.6735	10:20:42.624	c
150	Spectrogram 1	6	37290.031322532	37345.170683685	0.0	480.2	55.139	0.0	0.0	0.0082	10:21:30.031	su
151	Spectrogram 1	6	37390.136730972	37464.605388470	39.6	577.1	74.469	171.9	85.9	0.2279	10:23:10.137	sd
152	Spectrogram 1	6	37501.962246986	37565.036792954	0.0	502.2	63.075	0.0	0.0	0.0859	10:25:01.962	su
153	Spectrogram 1	6	37753.446565750	37805.533932743	30.8	524.2	52.087	85.9	82.0	0.2698	10:29:13.447	sd
154	Spectrogram 1	6	37807.365129239	37841.954396383	0.0	361.2	34.589	0.0	0.0	0.1196	10:30:07.365	c
155	Spectrogram 1	6	37600.032992653	37661.683274680	0.0	506.6	61.650	50.8	46.9	0.1163	10:26:40.033	c
156	Spectrogram 1	6	37918.661182931	37961.999500000	0.0	233.5	43.338	0.0	0.0	0.0169	10:31:58.661	c
159	Spectrogram 1	6	38035.166423323	38092.340447249	17.6	594.7	57.174	19.5	66.4	0.2177	10:33:55.166	su
160	Spectrogram 1	6	38198.142911454	38286.243809533	0.0	489.0	88.101	0.0	0.0	0.0080	10:36:38.143	su
161	Spectrogram 1	6	38287.668073474	38331.413323097	0.0	193.8	43.745	0.0	0.0	0.0204	10:38:07.668	c
162	Spectrogram 1	6	38439.372979842	38492.681144499	0.0	555.1	53.308	175.8	0.0	0.1901	10:40:39.373	sd
163	Spectrogram 1	6	38550.669033534	38604.994529578	0.0	638.8	54.325	0.0	0.0	0.1718	10:42:30.669	su
164	Spectrogram 1	6	38789.705597022	38853.390541822	0.0	497.8	63.685	3.9	0.0	0.0157	10:46:29.706	c
165	Spectrogram 1	6	38706.894822154	38774.445626223	0.0	193.8	67.551	0.0	0.0	0.0204	10:45:06.895	c
166	Spectrogram 1	6	38629.374170496	38679.426874716	0.0	185.0	50.053	11.7	0.0	0.0638	10:43:49.374	sd
167	Spectrogram 1	6	38925.576446119	38972.170223625	0.0	211.5	46.594	7.8	3.9	0.0370	10:48:45.576	c
168	Spectrogram 1	6	39152.644811605	39214.498559910	0.0	365.6	61.854	3.9	0.0	0.0323	10:52:32.645	c
169	Spectrogram 1	6	39038.703696307	39096.081186511	0.0	515.4	57.377	3.9	0.0	0.0382	10:50:38.704	su
170	Spectrogram 1	6	39264.958196684	39302.395991711	0.0	555.1	37.438	0.0	0.0	0.0141	10:54:24.958	c
171	Spectrogram 1	6	39409.338317069	39465.495009608	22.0	427.3	56.157	113.3	109.4	0.3689	10:56:49.338	c
172	Spectrogram 1	6	39541.794863602	39599.986218915	13.2	630.0	58.191	125.0	93.8	0.2229	10:59:01.795	su
173	Spectrogram 1	6	39631.930424454	39711.282272607	0.0	511.0	79.352	171.9	85.9	0.3385	11:00:31.930	sd
174	Spectrogram 1	6	39710.468407498	39764.386970987	0.0	198.2	53.919	0.0	0.0	0.0200	11:01:50.468	c
175	Spectrogram 1	6	39838.855628485	39895.622719857	0.0	409.7	56.767	0.0	0.0	0.1250	11:03:58.856	c
176	Spectrogram 1	6	39898.186844951	39969.603508289	0.0	427.3	71.417	0.0	0.0	0.1284	11:04:58.187	c
177	Spectrogram 1	6	39984.253080256	40070.522781839	0.0	405.3	86.270	0.0	0.0	0.0097	11:06:24.253	c
178	Spectrogram 1	6	40196.264941221	40286.197035795	0.0	383.3	89.932	0.0	0.0	0.0102	11:09:56.265	sd
179	Spectrogram 1	6	40108.394426208	40157.429799042	0.0	506.6	49.035	3.9	0.0	0.0155	11:08:28.394	sd
180	Spectrogram 1	6	40750.019211567	40806.582836662	0.0	352.4	56.564	50.8	0.0	0.1556	11:19:10.019	c
181	Spectrogram 1	6	40811.059094763	40863.756860588	0.0	471.4	52.698	7.8	0.0	0.0833	11:20:11.059	c
182	Spectrogram 1	6	40580.848585282	40657.351905553	0.0	563.9	76.503	179.7	3.9	0.2986	11:16:20.849	sd
183	Spectrogram 1	6	41208.551264130	41271.422343821	0.0	497.8	62.871	0.0	0.0	0.0079	11:26:48.551	su
184	Spectrogram 1	6	41288.793352421	41363.999500000	0.0	524.2	75.206	175.8	3.9	0.3209	11:28:08.793	sd
185	Spectrogram 1	6	41494.747379804	41561.891251319	0.0	356.8	67.144	54.7	0.0	0.1538	11:31:34.747	c
186	Spectrogram 1	6	41596.887451017	41656.503070271	74.9	511.0	59.616	121.1	121.1	0.2364	11:33:16.887	c
187	Spectrogram 1	6	42144.130800490	42185.637921063	30.8	237.9	41.507	175.8	105.5	0.6923	11:42:24.131	c
188	Spectrogram 1	6	42233.452496232	42300.799834024	30.8	502.2	67.347	117.2	97.7	0.2667	11:43:53.452	su
189	Spectrogram 1	6	42683.438965147	42778.864649209	0.0	599.1	95.426	171.9	3.9	0.2810	11:51:23.439	sd
190	Spectrogram 1	6	42437.041303316	42500.115849284	0.0	559.5	63.075	0.0	0.0	0.0070	11:47:17.041	c
191	Spectrogram 1	6	42347.312675019	42419.136270912	0.0	427.3	71.824	0.0	0.0	0.0092	11:45:47.313	c
192	Spectrogram 1	6	42898.625350038	42964.344957611	0.0	436.1	65.720	54.7	0.0	0.1261	11:54:58.625	c
193	Spectrogram 1	6	43145.023011869	43222.340197249	0.0	599.1	77.317	171.9	93.8	0.2876	11:59:05.023	sd
194	Spectrogram 1	6	43357.564335154	43435.898851922	0.0	691.6	78.335	168.0	156.2	0.2486	12:02:37.564	sd
195	Spectrogram 1	6	43552.485028824	43590.126290128	0.0	951.5	37.641	0.0	0.0	0.1193	12:05:52.485	c
196	Spectrogram 1	6	43666.019211567	43742.319065561	0.0	616.7	76.300	171.9	74.2	0.2357	12:07:46.019	sd
197	Spectrogram 1	6	43437.119649586	43457.466277317	0.0	854.6	20.347	0.0	0.0	0.1330	12:03:57.120	c
198	Spectrogram 1	6	43748.829986436	43770.804344386	13.2	656.4	21.974	117.2	93.8	0.1890	12:09:08.830	c
199	Spectrogram 1	6	43787.814575170	43839.901942163	0.0	453.7	52.087	0.0	0.0	0.0172	12:09:47.815	su
200	Spectrogram 1	6	43851.499519970	43905.621549736	0.0	387.7	54.122	50.8	43.0	0.1414	12:10:51.500	c
201	Spectrogram 1	6	44023.225058026	44067.377240203	0.0	541.9	44.152	0.0	0.0	0.2029	12:13:43.225	c
202	Spectrogram 1	6	44226.000000000	44307.996909759	0.0	713.7	81.997	171.9	78.1	0.2363	12:17:06.000	sd
203	Spectrogram 1	6	44455.724068826	44519.815946181	0.0	312.8	64.092	54.7	3.9	0.1750	12:20:55.724	c
204	Spectrogram 1	6	44781.992399397	44871.721027694	0.0	555.1	89.729	171.9	50.8	0.2887	12:26:21.992	sd
205	Spectrogram 1	6	44972.233368689	45046.295093632	0.0	312.8	74.062	54.7	3.9	0.1875	12:29:32.233	c
206	Spectrogram 1	6	45135.209856820	45176.716977393	4.4	427.3	41.507	117.2	97.7	0.3178	12:32:15.210	c
207	Spectrogram 1	6	45199.301734175	45227.176614167	0.0	718.1	27.875	0.0	0.0	0.0383	12:33:19.302	c
208	Spectrogram 1	6	45250.290833271	45332.898141861	0.0	555.1	82.607	74.2	89.8	0.3028	12:34:10.291	sd
209	Spectrogram 1	6	45548.368929540	45587.841387340	0.0	400.9	39.472	0.0	0.0	0.2843	12:39:08.369	c
210	Spectrogram 1	6	45362.243610836	45460.314356503	96.9	528.6	98.071	140.6	121.1	0.1182	12:36:02.244	c
211	Spectrogram 1	6	45454.006901906	45515.453717656	13.2	242.3	61.447	54.7	50.8	0.1897	12:37:34.007	c
212	Spectrogram 1	6	45990.420213640	46074.655252449	0.0	585.9	84.235	168.0	3.9	0.2483	12:46:30.420	sd
213	Spectrogram 1	6	45854.504740392	45917.375820083	0.0	431.7	62.871	74.2	0.0	0.0909	12:44:14.505	sd
215	Spectrogram 1	6	45930.372620259	45986.122380244	0.0	229.1	55.750	0.0	0.0	0.0172	12:45:30.373	c
216	Spectrogram 1	6	46210.286322909	46261.559824793	0.0	277.5	51.274	7.8	0.0	0.1408	12:50:10.286	c
217	Spectrogram 1	6	46788.456546534	46879.202506217	0.0	533.0	90.746	171.9	3.9	0.3162	12:59:48.457	sd
218	Spectrogram 1	6	47628.000000000	47714.269701583	0.0	215.9	86.270	7.8	3.9	0.0727	13:13:48.000	sd
219	Spectrogram 1	6	47965.754020347	48027.200836096	0.0	458.1	61.447	3.9	0.0	0.0171	13:19:25.754	su
220	Spectrogram 1	6	47858.199242842	47911.507407499	0.0	242.3	53.308	3.9	0.0	0.0323	13:17:38.199	c
221	Spectrogram 1	6	48403.735978900	48459.078806330	61.7	198.2	55.343	171.9	144.5	0.8235	13:26:43.736	c
222	Spectrogram 1	6	48601.098267898	48653.999500000	0.0	246.7	52.901	0.0	0.0	0.0159	13:30:01.098	c
223	Spectrogram 1	6	48962.780372457	49027.482648644	0.0	392.1	64.702	0.0	0.0	0.0100	13:36:02.780	c
224	Spectrogram 1	6	49408.697515825	49481.334976827	0.0	180.6	72.637	0.0	0.0	0.0217	13:43:28.698	c
