Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Peak Freq (Hz)	Q1 Freq (Hz)	Q3 Freq Rel.	Begin Clock Time	calltype
52	Spectrogram 1	6	15228.060850603	15284.421009420	17.6	370.0	56.360	54.7	46.9	0.3596	4:13:48.061	c
53	Spectrogram 1	6	15028.053500000	15048.400127732	88.1	185.0	20.347	125.0	121.1	0.6667	4:10:28.053	c
54	Spectrogram 1	6	15476.588958488	15561.637862406	0.0	215.9	85.049	0.0	0.0	0.0182	4:17:56.589	c
55	Spectrogram 1	6	15574.279518086	15610.293049171	0.0	365.6	36.014	0.0	0.0	0.0108	4:19:34.280	c
56	Spectrogram 1	6	15766.148217596	15866.253626036	0.0	242.3	100.105	0.0	0.0	0.0161	4:22:46.148	sd
57	Spectrogram 1	6	15645.085782592	15714.060850603	0.0	339.2	68.975	0.0	0.0	0.0581	4:20:45.086	su
58	Spectrogram 1	6	15937.670289375	15971.445691409	0.0	277.5	33.775	0.0	0.0	0.0141	4:25:37.670	c
59	Spectrogram 1	6	15986.298729653	16002.779498116	22.0	259.9	16.481	125.0	62.5	0.4833	4:26:26.299	c
60	Spectrogram 1	6	16253.165548983	16322.954482102	0.0	215.9	69.789	0.0	0.0	0.0182	4:30:53.166	su
61	Spectrogram 1	6	16325.192611153	16367.717063112	0.0	273.1	42.524	0.0	0.0	0.0145	4:32:05.193	su
62	Spectrogram 1	6	16409.020717408	16476.978454032	0.0	405.3	67.958	0.0	0.0	0.1456	4:33:29.021	sd
63	Spectrogram 1	6	16050.920069329	16110.332222306	0.0	202.6	59.412	0.0	0.0	0.0196	4:27:30.920	c
64	Spectrogram 1	6	16111.959952524	16218.983214393	0.0	220.3	107.023	0.0	0.0	0.0179	4:28:31.960	c
65	Spectrogram 1	6	16494.599083647	16554.418169179	0.0	220.3	59.819	0.0	0.0	0.0179	4:34:54.599	c
66	Spectrogram 1	6	16593.687160701	16655.947841560	0.0	207.0	62.261	0.0	0.0	0.0943	4:36:33.687	su
67	Spectrogram 1	6	16810.378746044	16920.860934627	0.0	242.3	110.482	0.0	0.0	0.0161	4:40:10.379	c
68	Spectrogram 1	6	16675.277137905	16713.325331763	0.0	264.3	38.048	0.0	0.0	0.1045	4:37:55.277	c
69	Spectrogram 1	6	16932.051579879	16989.632536360	0.0	233.5	57.581	0.0	0.0	0.0169	4:42:12.052	c
70	Spectrogram 1	6	16999.724913715	17052.015746986	0.0	255.5	52.291	0.0	0.0	0.0154	4:43:19.725	c
71	Spectrogram 1	6	17291.292089111	17392.414828937	0.0	220.3	101.123	0.0	0.0	0.0179	4:48:11.292	c
72	Spectrogram 1	6	17115.293759231	17205.632786360	0.0	202.6	90.339	0.0	0.0	0.0196	4:45:15.294	c
73	Spectrogram 1	6	17477.993195177	17526.621635456	0.0	96.9	48.628	0.0	0.0	0.0417	4:51:17.993	c
74	Spectrogram 1	6	17728.256716277	17781.768347212	0.0	176.2	53.512	0.0	0.0	0.0222	4:55:28.257	sd
75	Spectrogram 1	6	17787.872335531	17868.851913904	0.0	198.2	80.980	0.0	0.0	0.0200	4:56:27.872	su
76	Spectrogram 1	6	17529.063230784	17585.423389601	74.9	198.2	56.360	128.9	113.3	0.5667	4:52:09.063	c
77	Spectrogram 1	6	17649.108334401	17700.992235117	0.0	215.9	51.884	0.0	0.0	0.0182	4:54:09.108	c
78	Spectrogram 1	6	17966.051827811	18019.946421439	0.0	132.2	53.895	0.0	0.0	0.2121	4:59:26.052	c
79	Spectrogram 1	6	18335.319151281	18438.883486436	0.0	211.5	103.564	0.0	0.0	0.0185	5:05:35.319	su
80	Spectrogram 1	6	18037.241055011	18113.947841560	0.0	189.4	76.707	0.0	0.0	0.0208	5:00:37.241	c
81	Spectrogram 1	6	18171.269615174	18219.084190344	123.3	202.6	47.815	179.7	152.3	0.7368	5:02:51.270	c
82	Spectrogram 1	6	18477.257676338	18558.237254710	0.0	189.4	80.980	0.0	0.0	0.0625	5:07:57.258	c
83	Spectrogram 1	6	18604.627565938	18677.468493218	0.0	202.6	72.841	0.0	0.0	0.0196	5:10:04.628	c
84	Spectrogram 1	6	18719.586012622	18768.824851733	4.4	220.3	49.239	54.7	39.1	0.4815	5:11:59.586	c
85	Spectrogram 1	6	18796.089332894	18814.401297852	35.2	387.7	18.312	148.4	109.4	0.3258	5:13:16.089	c
86	Spectrogram 1	6	18819.691421063	18890.904618124	0.0	387.7	71.213	0.0	0.0	0.0101	5:13:39.691	c
87	Spectrogram 1	6	18910.030448191	18931.190941032	35.2	396.5	21.160	125.0	109.4	0.3187	5:15:10.030	c
88	Spectrogram 1	6	18932.762954662	18989.708292389	0.0	312.8	56.945	0.0	0.0	0.1000	5:15:32.763	c
89	Spectrogram 1	6	18991.946421439	19014.124245667	13.2	251.1	22.178	50.8	46.9	0.3667	5:16:31.946	c
90	Spectrogram 1	6	19030.401547852	19104.259806518	0.0	264.3	73.858	171.9	0.0	0.2537	5:17:10.402	c
91	Spectrogram 1	6	19090.424099661	19169.572481537	4.4	114.5	79.148	54.7	46.9	0.5556	5:18:10.424	c
92	Spectrogram 1	6	19288.193321213	19308.743415222	30.8	264.3	20.550	58.6	54.7	0.2881	5:21:28.193	c
93	Spectrogram 1	6	19323.392987189	19343.332682366	22.0	259.9	19.940	54.7	54.7	0.4500	5:22:03.393	c
94	Spectrogram 1	6	19364.900107762	19380.363544838	39.6	436.1	15.463	117.2	117.2	0.5800	5:22:44.900	c
95	Spectrogram 1	6	19431.963042766	19443.764086850	8.8	387.7	11.801	117.2	62.5	0.4375	5:23:51.963	c
96	Spectrogram 1	6	19486.288538809	19506.431700264	0.0	405.3	20.143	0.0	0.0	0.2718	5:24:46.289	c
97	Spectrogram 1	6	19530.237254710	19554.042809156	13.2	378.9	23.806	15.6	74.2	0.4239	5:25:30.237	c
98	Spectrogram 1	6	19686.295889412	19758.119485305	0.0	246.7	71.824	0.0	0.0	0.1111	5:28:06.296	c
99	Spectrogram 1	6	19759.543749246	19785.180500188	4.4	462.6	25.637	128.9	78.1	0.6121	5:29:19.544	c
100	Spectrogram 1	6	19793.929550113	19839.099063677	35.2	480.2	45.170	58.6	62.5	0.3125	5:29:53.930	c
101	Spectrogram 1	6	19611.431566124	19636.864850789	0.0	400.9	25.433	0.0	0.0	0.0588	5:26:51.432	c
102	Spectrogram 1	6	19648.665894873	19671.861050488	30.8	167.4	23.195	58.6	54.7	0.3824	5:27:28.666	c
103	Spectrogram 1	6	19896.487820646	19917.444847210	0.0	361.2	20.957	0.0	0.0	0.0109	5:31:36.488	c
104	Spectrogram 1	6	19983.072251507	19999.349553693	0.0	537.4	16.277	0.0	0.0	0.1971	5:33:03.072	c
105	Spectrogram 1	6	20014.609524491	20087.653918048	0.0	220.3	73.044	0.0	0.0	0.0714	5:33:34.610	c
106	Spectrogram 1	6	20183.893467219	20226.417919179	30.8	405.3	42.524	58.6	62.5	0.4316	5:36:23.893	c
107	Spectrogram 1	6	20236.998165599	20258.972523549	4.4	493.4	21.974	128.9	70.3	0.4355	5:37:16.998	c
108	Spectrogram 1	6	20269.756236247	20289.492465147	0.0	506.6	19.736	0.0	0.0	0.0078	5:37:49.756	c
109	Spectrogram 1	6	20283.998875659	20363.554190090	0.0	273.1	79.555	0.0	0.0	0.2899	5:38:03.999	sd
110	Spectrogram 1	6	20430.006726262	20467.647987566	0.0	550.7	37.641	0.0	0.0	0.0071	5:40:30.007	c
111	Spectrogram 1	6	20655.650827807	20706.924329691	13.2	207.0	51.274	171.9	78.1	0.7755	5:44:15.651	c
112	Spectrogram 1	6	20772.440470987	20796.246025433	30.8	370.0	23.806	54.7	58.6	0.3953	5:46:12.440	c
113	Spectrogram 1	6	20851.181920309	20880.277597965	26.4	237.9	29.096	54.7	54.7	0.3585	5:47:31.182	c
114	Spectrogram 1	6	20479.449031650	20510.172439525	0.0	392.1	30.723	0.0	0.0	0.0300	5:41:19.449	c
115	Spectrogram 1	6	20514.241765072	20543.337442728	61.7	365.6	29.096	62.5	78.1	0.4545	5:41:54.242	c
116	Spectrogram 1	6	20543.337442728	20561.039008855	17.6	383.3	17.702	109.4	85.9	0.4301	5:42:23.337	c
117	Spectrogram 1	6	20572.840052939	20627.979414092	17.6	185.0	55.139	58.6	39.1	0.5238	5:42:52.840	c
118	Spectrogram 1	6	20905.223013564	20941.236544650	44.1	273.1	36.014	58.6	58.6	0.3509	5:48:25.223	c
119	Spectrogram 1	6	20935.539488885	20988.644187265	13.2	189.4	53.105	168.0	97.7	0.9091	5:48:55.539	c
120	Spectrogram 1	6	20986.202591937	21016.925999812	17.6	123.3	30.723	58.6	54.7	0.5769	5:49:46.203	c
121	Spectrogram 1	6	21161.387056707	21204.928840053	0.0	453.7	43.542	0.0	0.0	0.1207	5:52:41.387	c
122	Spectrogram 1	6	21215.305620196	21270.241515072	0.0	220.3	54.936	58.6	0.0	0.2500	5:53:35.306	sd
123	Spectrogram 1	6	21283.059890543	21329.857134326	0.0	268.7	46.797	58.6	0.0	0.0882	5:54:43.060	c
124	Spectrogram 1	6	21617.274047664	21656.339572909	0.0	211.5	39.066	168.0	0.0	0.5370	6:00:17.274	c
125	Spectrogram 1	6	21421.946421439	21478.103113979	0.0	242.3	56.157	0.0	0.0	0.0806	5:57:01.946	c
126	Spectrogram 1	6	21470.167929164	21510.861184627	0.0	207.0	40.693	54.7	0.0	0.1321	5:57:50.168	c
127	Spectrogram 1	6	21706.392277129	21750.747925584	0.0	185.0	44.356	0.0	0.0	0.0213	6:01:46.392	c
128	Spectrogram 1	6	21744.847403542	21790.016917106	13.2	268.7	45.170	109.4	58.6	0.5312	6:02:24.847	c
129	Spectrogram 1	6	21533.242475132	21581.463982856	0.0	326.0	48.222	58.6	0.0	0.1807	5:58:53.242	c
130	Spectrogram 1	6	21844.138946873	21871.606894310	0.0	431.7	27.468	0.0	0.0	0.0818	6:04:04.139	c
131	Spectrogram 1	6	21897.366175019	21997.471583459	0.0	207.0	100.105	0.0	0.0	0.0189	6:04:57.366	c
132	Spectrogram 1	6	22019.445941409	22092.490334966	0.0	220.3	73.044	0.0	0.0	0.0179	6:06:59.446	su
133	Spectrogram 1	6	22168.179790128	22247.328172005	0.0	246.7	79.148	0.0	0.0	0.0159	6:09:28.180	c
134	Spectrogram 1	6	22271.995795715	22318.996505776	0.0	211.5	47.001	0.0	0.0	0.0185	6:11:11.996	c
135	Spectrogram 1	6	22319.884696496	22375.634456481	0.0	202.6	55.750	171.9	0.0	0.4314	6:11:59.885	c
136	Spectrogram 1	6	22508.294469292	22576.659138470	0.0	171.8	68.365	0.0	0.0	0.0233	6:15:08.294	su
137	Spectrogram 1	6	23127.564880934	23168.258136398	0.0	202.6	40.693	0.0	0.0	0.0196	6:25:27.565	su
138	Spectrogram 1	6	23253.713972871	23326.554900151	0.0	207.0	72.841	0.0	0.0	0.3396	6:27:33.714	sd
139	Spectrogram 1	6	22986.846979341	23090.207848218	0.0	180.6	103.361	0.0	0.0	0.1087	6:23:06.847	c
140	Spectrogram 1	6	23343.972063489	23389.345043331	0.0	242.3	45.373	0.0	0.0	0.1290	6:29:03.972	su
141	Spectrogram 1	6	23606.647027506	23678.877555953	0.0	220.3	72.231	0.0	0.0	0.1250	6:33:26.647	su
142	Spectrogram 1	6	23522.353763939	23600.281348152	0.0	189.4	77.928	0.0	0.0	0.1250	6:32:02.354	c
144	Spectrogram 1	6	24328.586972683	24394.713512811	0.0	207.0	66.127	27.3	0.0	0.1321	6:45:28.587	su
145	Spectrogram 1	6	24760.871875471	24814.180040128	0.0	220.3	53.308	0.0	0.0	0.1250	6:52:40.872	sd
146	Spectrogram 1	6	24913.064650904	24975.528798041	0.0	224.7	62.464	0.0	0.0	0.1228	6:55:13.065	su
147	Spectrogram 1	6	25235.070831387	25303.842433120	0.0	211.5	68.772	27.3	0.0	0.1667	7:00:35.071	sd
148	Spectrogram 1	6	25590.933350414	25659.908418425	0.0	207.0	68.975	31.2	3.9	0.1509	7:06:30.933	su
149	Spectrogram 1	6	25411.272627543	25455.831742276	0.0	215.9	44.559	31.2	0.0	0.1455	7:03:31.273	c
150	Spectrogram 1	6	25809.578662020	25851.085782592	0.0	198.2	41.507	27.3	3.9	0.1800	7:10:09.579	c
151	Spectrogram 1	6	26035.833162396	26109.894887340	0.0	215.9	74.062	0.0	0.0	0.1455	7:13:55.833	c
152	Spectrogram 1	6	26297.613324793	26363.943331198	8.8	229.1	66.330	27.3	27.3	0.1091	7:18:17.613	sd
153	Spectrogram 1	6	26694.698561605	26739.461142615	0.0	198.2	44.763	31.2	0.0	0.1600	7:24:54.699	c
154	Spectrogram 1	6	26996.642517144	27056.461602675	0.0	202.6	59.819	27.3	0.0	0.1765	7:29:56.643	c
155	Spectrogram 1	6	26840.176949887	26905.286158628	0.0	233.5	65.109	31.2	0.0	0.1356	7:27:20.177	su
156	Spectrogram 1	6	27277.548509608	27329.025477769	118.9	233.5	51.477	175.8	148.4	0.5000	7:34:37.549	c
157	Spectrogram 1	6	27742.794949322	27811.973483610	105.7	215.9	69.179	171.9	140.6	0.5926	7:42:22.795	sd
158	Spectrogram 1	6	27943.412698757	27989.396077430	118.9	233.5	45.983	175.8	144.5	0.5000	7:45:43.413	c
159	Spectrogram 1	6	28754.674339676	28830.567261115	0.0	202.6	75.893	31.2	23.4	0.1765	7:59:14.674	sd
160	Spectrogram 1	6	29393.477513941	29430.304910136	0.0	193.8	36.827	27.3	3.9	0.1837	8:09:53.478	c
161	Spectrogram 1	6	29593.484864544	29627.260266579	0.0	233.5	33.775	31.2	19.5	0.1356	8:13:13.485	c
162	Spectrogram 1	6	29909.997455539	29976.734394499	0.0	202.6	66.737	31.2	3.9	0.1961	8:18:29.997	sd
163	Spectrogram 1	6	30508.921239450	30536.999585720	0.0	189.4	28.078	27.3	3.9	0.1667	8:28:28.921	c
164	Spectrogram 1	6	30618.508626413	30640.686450641	39.6	577.1	22.178	121.1	78.1	0.2426	8:30:18.509	c
165	Spectrogram 1	6	30741.198791635	30811.394657310	0.0	224.7	70.196	31.2	3.9	0.1404	8:32:21.199	sd
166	Spectrogram 1	6	30904.378746044	30919.028318011	13.2	524.2	14.650	31.2	23.4	0.1923	8:35:04.379	c
167	Spectrogram 1	6	30938.968013188	30957.279978146	0.0	563.9	18.312	27.3	0.0	0.0625	8:35:38.968	c
168	Spectrogram 1	6	31009.163878862	31047.619005275	0.0	453.7	38.455	31.2	0.0	0.0776	8:36:49.164	c
169	Spectrogram 1	6	31158.427189902	31210.921489450	0.0	185.0	52.494	31.2	0.0	0.1915	8:39:18.427	sd
170	Spectrogram 1	6	31217.432410324	31233.302779955	4.4	418.5	15.870	31.2	27.3	0.2857	8:40:17.432	c
172	Spectrogram 1	6	31464.237004710	31500.860934627	48.5	268.7	36.624	121.1	89.8	0.5091	8:44:24.237	c
173	Spectrogram 1	6	31527.921949510	31598.321281462	8.8	427.3	70.399	31.2	27.3	0.2736	8:45:27.922	c
174	Spectrogram 1	6	31703.025477769	31761.623765637	0.0	286.3	58.598	31.2	0.0	0.1096	8:48:23.025	sd
175	Spectrogram 1	6	31775.268531089	31851.364918806	0.0	229.1	76.096	0.0	0.0	0.2069	8:49:35.269	sd
176	Spectrogram 1	6	32161.760996609	32219.341953090	0.0	233.5	57.581	0.0	0.0	0.1356	8:56:01.761	sd
177	Spectrogram 1	6	32343.252915976	32402.665068953	0.0	202.6	59.412	0.0	0.0	0.1176	8:59:03.253	c
178	Spectrogram 1	6	32403.478934062	32435.830072155	52.9	224.7	32.351	113.3	97.7	0.5116	9:00:03.479	c
179	Spectrogram 1	6	32465.739614921	32544.074131688	0.0	237.9	78.335	0.0	0.0	0.1000	9:01:05.740	sd
180	Spectrogram 1	6	32233.788058779	32275.498645629	74.9	233.5	41.711	132.8	121.1	0.5128	8:57:13.788	c
181	Spectrogram 1	6	32628.838632818	32695.168639224	0.0	268.7	66.330	27.3	0.0	0.1029	9:03:48.839	sd
182	Spectrogram 1	6	32987.549679729	33043.299439714	0.0	237.9	55.750	0.0	0.0	0.0833	9:09:47.550	su
183	Spectrogram 1	6	33128.063940844	33227.965883007	0.0	268.7	99.902	171.9	0.0	0.2794	9:12:08.064	sd
185	Spectrogram 1	6	33632.782838357	33733.702111907	0.0	440.5	100.919	0.0	0.0	0.1696	9:20:32.783	sd
186	Spectrogram 1	6	33881.215162962	33957.718483233	0.0	255.5	76.503	0.0	0.0	0.0154	9:24:41.215	c
187	Spectrogram 1	6	34033.530468161	34091.111424642	0.0	396.5	57.581	0.0	0.0	0.0297	9:27:13.530	su
188	Spectrogram 1	6	34124.886826677	34185.723243595	0.0	321.6	60.836	0.0	0.0	0.0122	9:28:44.887	c
189	Spectrogram 1	6	34364.163168802	34454.095263376	0.0	207.0	89.932	168.0	0.0	0.0755	9:32:44.163	sd
190	Spectrogram 1	6	34200.263882504	34313.391132692	0.0	229.1	113.127	0.0	0.0	0.0172	9:30:00.264	c
191	Spectrogram 1	6	34489.213992841	34542.318691221	0.0	365.6	53.105	0.0	0.0	0.0108	9:34:49.214	su
192	Spectrogram 1	6	34782.001965901	34858.505286172	0.0	233.5	76.503	0.0	0.0	0.0169	9:39:42.002	sd
193	Spectrogram 1	6	34716.256691725	34772.006451710	0.0	392.1	55.750	0.0	0.0	0.0100	9:38:36.257	c
194	Spectrogram 1	6	35001.257676338	35055.176239827	0.0	577.1	53.919	0.0	0.0	0.2109	9:43:21.258	su
195	Spectrogram 1	6	35262.711842690	35322.123995667	0.0	255.5	59.412	0.0	0.0	0.0154	9:47:42.712	c
196	Spectrogram 1	6	35363.427649962	35471.671709495	0.0	198.2	108.244	0.0	0.0	0.0200	9:49:23.428	c
197	Spectrogram 1	6	35162.618959122	35227.728167864	0.0	246.7	65.109	58.6	0.0	0.2063	9:46:02.619	c
198	Spectrogram 1	6	35761.937150716	35818.704242087	0.0	528.6	56.767	0.0	0.0	0.2593	9:56:01.937	su
199	Spectrogram 1	6	35828.267157121	35875.064400904	0.0	224.7	46.797	0.0	0.0	0.0175	9:57:08.267	c
200	Spectrogram 1	6	35910.478799922	35994.011236624	0.0	220.3	83.532	0.0	0.0	0.0179	9:58:30.479	c
201	Spectrogram 1	6	35995.028568011	36023.920779390	30.8	207.0	28.892	175.8	113.3	0.8222	9:59:55.029	c
202	Spectrogram 1	6	36275.812030708	36331.968723248	0.0	603.5	56.157	0.0	0.0	0.2273	10:04:35.812	su
203	Spectrogram 1	6	36335.427649962	36408.878976074	0.0	211.5	73.451	171.9	0.0	0.4444	10:05:35.428	sd
204	Spectrogram 1	6	36449.084362472	36500.968263188	8.8	392.1	51.884	62.5	54.7	0.2062	10:07:29.084	c
205	Spectrogram 1	6	36526.605014130	36604.125665787	0.0	189.4	77.521	0.0	0.0	0.0208	10:08:46.605	sd
206	Spectrogram 1	6	36795.180500188	36854.592653165	0.0	453.7	59.412	0.0	0.0	0.2672	10:13:15.181	su
207	Spectrogram 1	6	36618.978704032	36672.490334966	0.0	246.7	53.512	0.0	0.0	0.0159	10:10:18.979	su
208	Spectrogram 1	6	36886.129926149	36946.762876790	0.0	211.5	60.633	0.0	0.0	0.0185	10:14:46.130	c
209	Spectrogram 1	6	36950.140866993	37000.803970045	26.4	286.3	50.663	54.7	54.7	0.4091	10:15:50.141	c
210	Spectrogram 1	6	37307.834582517	37373.757656368	0.0	392.1	65.923	0.0	0.0	0.3000	10:21:47.835	su
211	Spectrogram 1	6	37069.982504333	37138.347173512	0.0	211.5	68.365	0.0	0.0	0.2593	10:17:49.983	c
212	Spectrogram 1	6	37128.524450581	37175.118228086	0.0	321.6	46.594	0.0	0.0	0.1707	10:18:48.524	c
213	Spectrogram 1	6	37247.478348030	37288.578536048	0.0	224.7	41.100	0.0	0.0	0.0175	10:20:47.478	c
214	Spectrogram 1	6	37439.396327430	37491.483694424	22.0	255.5	52.087	54.7	50.8	0.3220	10:23:59.396	c
215	Spectrogram 1	6	37481.920779390	37533.601213828	0.0	383.3	51.680	58.6	0.0	0.1429	10:24:41.921	c
216	Spectrogram 1	6	37695.153438018	37778.371145441	0.0	198.2	83.218	0.0	0.0	0.0200	10:28:15.153	c
217	Spectrogram 1	6	37806.042559156	37849.177409947	66.1	224.7	43.135	74.2	82.0	0.7000	10:30:06.043	c
218	Spectrogram 1	6	37846.986234992	37905.991455414	0.0	365.6	59.005	0.0	0.0	0.0108	10:30:46.986	su
219	Spectrogram 1	6	37895.690250942	37945.539488885	0.0	215.9	49.849	0.0	0.0	0.0182	10:31:35.690	c
220	Spectrogram 1	6	38010.648697626	38056.632076300	0.0	378.9	45.983	0.0	0.0	0.1146	10:33:30.649	c
221	Spectrogram 1	6	38293.670289375	38351.047779578	0.0	180.6	57.377	0.0	0.0	0.0217	10:38:13.670	c
222	Spectrogram 1	6	38332.939280897	38387.264776940	0.0	511.0	54.325	0.0	0.0	0.0385	10:38:52.939	su
223	Spectrogram 1	6	38189.902487943	38226.526417860	0.0	334.8	36.624	0.0	0.0	0.0118	10:36:29.902	su
224	Spectrogram 1	6	38426.859764506	38501.938820836	0.0	211.5	75.079	0.0	0.0	0.0185	10:40:26.860	c
225	Spectrogram 1	6	38496.852163904	38543.242475132	0.0	396.5	46.390	0.0	0.0	0.0891	10:41:36.852	c
226	Spectrogram 1	6	38795.540659005	38862.074131688	0.0	559.5	66.533	0.0	0.0	0.0070	10:46:35.541	su
