Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Class	Sound type	Software	Confidence
35	Spectrogram 1	1	7.5265	31.53649999999476	24.00999999999476	3.9	285.2	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-SBNMS-NOPP5-20090215\NOPP8_Clips_minke_pt_20091003_013000_2112s487ms_ch01.aif	7.5265	NOPP8_Clips_minke_pt_20091003_013000_2112s487ms_ch01.aif	MW	nan	raven	0.0
36	Spectrogram 1	1	11.454	22.909000000001747	11.455000000001746	3.9	289.1	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-SBNMS-NOPP5-20090215\NOPP8_Clips_minke_pt_20091003_013000_2148s103ms_ch01.aif	11.454	NOPP8_Clips_minke_pt_20091003_013000_2148s103ms_ch01.aif	MW	nan	raven	0.0
37	Spectrogram 1	1	33.7365	67.47250000000443	33.73600000000443	3.9	289.1	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-SBNMS-NOPP5-20090215\NOPP8_Clips_minke_pt_20091003_013000_2164s121ms_ch01.aif	33.7365	NOPP8_Clips_minke_pt_20091003_013000_2164s121ms_ch01.aif	MW	nan	raven	0.0
38	Spectrogram 1	1	23.3725	49.7365000000014	26.3640000000014	3.9	285.2	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-SBNMS-NOPP5-20090215\NOPP8_Clips_minke_pt_20091003_013000_2254s771ms_ch01.aif	23.3725	NOPP8_Clips_minke_pt_20091003_013000_2254s771ms_ch01.aif	MW	nan	raven	0.0
39	Spectrogram 1	1	32.7525	65.50449999999313	32.75199999999313	3.9	289.1	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-SBNMS-NOPP5-20090215\NOPP8_Clips_minke_pt_20091003_013000_2300s409ms_ch01.aif	32.7525	NOPP8_Clips_minke_pt_20091003_013000_2300s409ms_ch01.aif	MW	nan	raven	0.0
40	Spectrogram 1	1	37.9175	65.62150000001245	27.70400000001245	3.9	285.2	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-SBNMS-NOPP5-20090215\NOPP8_Clips_minke_pt_20091003_013000_2356s070ms_ch01.aif	37.9175	NOPP8_Clips_minke_pt_20091003_013000_2356s070ms_ch01.aif	MW	nan	raven	0.0
41	Spectrogram 1	1	84.429	110.25000000001083	25.821000000010827	0.0	300.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-SBNMS-NOPP5-20090215\NOPP8_Clips_minke_pt_20091003_014500_2402s237ms_ch01.aif	84.429	NOPP8_Clips_minke_pt_20091003_014500_2402s237ms_ch01.aif	MW	nan	raven	0.0
42	Spectrogram 1	1	24.6985	49.396500000003954	24.698000000003955	0.0	289.1	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-SBNMS-NOPP5-20090215\NOPP8_Clips_minke_pt_20091003_014500_2493s155ms_ch01.aif	24.6985	NOPP8_Clips_minke_pt_20091003_014500_2493s155ms_ch01.aif	MW	nan	raven	0.0
43	Spectrogram 1	1	60.046	107.7659999999866	47.719999999986605	0.0	289.1	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-SBNMS-NOPP5-20090215\NOPP8_Clips_minke_pt_20091003_014500_2537s809ms_ch01.aif	60.046	NOPP8_Clips_minke_pt_20091003_014500_2537s809ms_ch01.aif	MW	nan	raven	0.0
44	Spectrogram 1	1	33.7655	62.10349999998883	28.337999999988824	0.0	285.2	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-SBNMS-NOPP5-20090215\NOPP8_Clips_minke_pt_20091003_014500_2610s114ms_ch01.aif	33.7655	NOPP8_Clips_minke_pt_20091003_014500_2610s114ms_ch01.aif	MW	nan	raven	0.0
45	Spectrogram 1	1	17.321	43.45000000000081	26.12900000000081	0.0	257.8	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-SBNMS-NOPP5-20090215\NOPP8_Clips_minke_pt_20091003_014500_2662s285ms_ch01.aif	17.321	NOPP8_Clips_minke_pt_20091003_014500_2662s285ms_ch01.aif	MW	nan	raven	0.0
46	Spectrogram 1	1	55.279	62.75300000000198	7.474000000001979	11.7	199.2	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-SBNMS-NOPP5-20090215\NOPP8_Clips_minke_pt_20091003_014500_2662s285ms_ch01.aif	55.279	NOPP8_Clips_minke_pt_20091003_014500_2662s285ms_ch01.aif	MW	nan	raven	0.0
47	Spectrogram 1	1	121.2315	181.89150000000348	60.66000000000348	0.0	289.1	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-SBNMS-NOPP5-20090215\NOPP8_Clips_minke_pt_20091003_014500_2692s263ms_ch01.aif	121.2315	NOPP8_Clips_minke_pt_20091003_014500_2692s263ms_ch01.aif	MW	nan	raven	0.0
48	Spectrogram 1	1	39.0665	59.60549999998975	20.538999999989755	0.0	289.1	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-SBNMS-NOPP5-20090215\NOPP8_Clips_minke_pt_20091003_020000_2854s592ms_ch01.aif	39.0665	NOPP8_Clips_minke_pt_20091003_020000_2854s592ms_ch01.aif	MW	nan	raven	0.0
49	Spectrogram 1	1	7.527	21.121000000011875	13.594000000011874	0.0	277.3	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-SBNMS-NOPP5-20090215\NOPP8_Clips_minke_pt_20091003_020000_2907s389ms_ch01.aif	7.527	NOPP8_Clips_minke_pt_20091003_020000_2907s389ms_ch01.aif	NN	nan	raven	0.0
50	Spectrogram 1	1	23.893	36.171999999994995	12.278999999994994	3.9	300.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-SBNMS-NOPP5-20090215\NOPP8_Clips_minke_pt_20091003_020000_2907s389ms_ch01.aif	23.893	NOPP8_Clips_minke_pt_20091003_020000_2907s389ms_ch01.aif	MW	nan	raven	0.0
51	Spectrogram 1	1	18.661	57.20799999999139	38.546999999991385	3.9	298.2	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-SBNMS-NOPP5-20090215\NOPP8_Clips_minke_pt_20091003_020000_3084s385ms_ch01.aif	18.661	NOPP8_Clips_minke_pt_20091003_020000_3084s385ms_ch01.aif	MW	nan	raven	0.0
52	Spectrogram 1	1	18.6075	64.78849999999686	46.18099999999686	0.0	311.3	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-SBNMS-NOPP5-20090215\NOPP8_Clips_minke_pt_20091003_133000_3600s178ms_ch01.aif	18.6075	NOPP8_Clips_minke_pt_20091003_133000_3600s178ms_ch01.aif	MW	nan	raven	0.0
53	Spectrogram 1	1	7.7255	45.13949999998975	37.413999999989755	59.6	326.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-SBNMS-NOPP5-20090215\NOPP8_Clips_minke_pt_20091003_133000_3659s329ms_ch01.aif	7.7255	NOPP8_Clips_minke_pt_20091003_133000_3659s329ms_ch01.aif	MW	nan	raven	0.0
54	Spectrogram 1	1	19.009	33.05899999998836	14.049999999988358	3.9	300.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-SBNMS-NOPP5-20090215\NOPP8_Clips_minke_pt_20091003_171500_3757s317ms_ch01.aif	19.009	NOPP8_Clips_minke_pt_20091003_171500_3757s317ms_ch01.aif	MW	nan	raven	0.0
55	Spectrogram 1	1	34.06	75.66700000000361	41.60700000000361	3.9	195.3	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-SBNMS-NOPP5-20090215\NOPP8_Clips_minke_pt_20091003_171500_3757s317ms_ch01.aif	34.06	NOPP8_Clips_minke_pt_20091003_171500_3757s317ms_ch01.aif	MW	nan	raven	0.0
56	Spectrogram 1	1	18.9705	44.496500000012574	25.526000000012573	3.9	187.5	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-SBNMS-NOPP5-20090215\NOPP8_Clips_minke_pt_20091003_171500_3785s058ms_ch01.aif	18.9705	NOPP8_Clips_minke_pt_20091003_171500_3785s058ms_ch01.aif	MW	nan	raven	0.0
57	Spectrogram 1	1	19.0675	27.5165000000078	8.4490000000078	3.9	239.4	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-SBNMS-NOPP5-20090215\NOPP8_Clips_minke_pt_20091003_171500_3797s854ms_ch01.aif	19.0675	NOPP8_Clips_minke_pt_20091003_171500_3797s854ms_ch01.aif	MW	nan	raven	0.0
58	Spectrogram 1	1	14.405	31.857000000004774	17.452000000004773	3.9	207.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-SBNMS-NOPP5-20090215\NOPP8_Clips_minke_pt_20091003_171500_3861s390ms_ch01.aif	14.405	NOPP8_Clips_minke_pt_20091003_171500_3861s390ms_ch01.aif	MW	nan	raven	0.0
59	Spectrogram 1	1	9.3295	20.58149999999313	11.251999999993131	0.0	207.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-SBNMS-NOPP5-20090215\NOPP8_Clips_minke_pt_20091003_171500_3897s722ms_ch01.aif	9.3295	NOPP8_Clips_minke_pt_20091003_171500_3897s722ms_ch01.aif	MW	nan	raven	0.0
60	Spectrogram 1	1	5.984	21.696999999988826	15.712999999988826	19.5	187.5	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-SBNMS-NOPP5-20090215\NOPP8_Clips_minke_pt_20091003_173000_3929s310ms_ch01.aif	5.984	NOPP8_Clips_minke_pt_20091003_173000_3929s310ms_ch01.aif	MW	nan	raven	0.0
61	Spectrogram 1	1	25.122	47.13199999999476	22.00999999999476	0.0	188.7	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-SBNMS-NOPP5-20090215\NOPP8_Clips_minke_pt_20091003_173000_3954s277ms_ch01.aif	25.122	NOPP8_Clips_minke_pt_20091003_173000_3954s277ms_ch01.aif	MW	nan	raven	0.0
62	Spectrogram 1	1	54.2015	85.09750000000793	30.896000000007923	0.0	289.1	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-SBNMS-NOPP5-20090215\NOPP8_Clips_minke_pt_20091003_173000_4005s732ms_ch01.aif	54.2015	NOPP8_Clips_minke_pt_20091003_173000_4005s732ms_ch01.aif	MW	nan	raven	0.0
63	Spectrogram 1	1	50.239	72.23399999999535	21.99499999999535	0.0	187.5	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-SBNMS-NOPP5-20090215\NOPP8_Clips_minke_pt_20091003_180000_4060s229ms_ch01.aif	50.239	NOPP8_Clips_minke_pt_20091003_180000_4060s229ms_ch01.aif	MW	nan	raven	0.0
64	Spectrogram 1	1	7.0245	16.10749999999872	9.08299999999872	11.7	210.9	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-SBNMS-NOPP5-20090215\NOPP8_Clips_minke_pt_20091003_180000_4201s789ms_ch01.aif	7.0245	NOPP8_Clips_minke_pt_20091003_180000_4201s789ms_ch01.aif	MW	nan	raven	0.0
65	Spectrogram 1	1	6.5655	19.32950000001013	12.764000000010128	11.7	207.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-SBNMS-NOPP5-20090215\NOPP8_Clips_minke_pt_20091003_180000_4232s931ms_ch01.aif	6.5655	NOPP8_Clips_minke_pt_20091003_180000_4232s931ms_ch01.aif	MW	nan	raven	0.0
66	Spectrogram 1	1	5.702	26.358000000002676	20.656000000002678	7.8	210.9	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-SBNMS-NOPP5-20090215\NOPP8_Clips_minke_pt_20091003_180000_4274s631ms_ch01.aif	5.702	NOPP8_Clips_minke_pt_20091003_180000_4274s631ms_ch01.aif	MW	nan	raven	0.0
67	Spectrogram 1	1	24.8775	49.75449999999313	24.876999999993128	11.7	191.4	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-SBNMS-NOPP5-20090215\NOPP8_Clips_minke_pt_20091003_180000_4318s390ms_ch01.aif	24.8775	NOPP8_Clips_minke_pt_20091003_180000_4318s390ms_ch01.aif	MW	nan	raven	0.0
68	Spectrogram 1	1	24.232	33.51499999999581	9.282999999995809	0.0	300.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-SBNMS-NOPP5-20090215\NOPP8_Clips_minke_pt_20091003_180000_4361s612ms_ch01.aif	24.232	NOPP8_Clips_minke_pt_20091003_180000_4361s612ms_ch01.aif	MW	nan	raven	0.0
69	Spectrogram 1	1	1.8525	11.209499999989056	9.356999999989057	11.7	289.1	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-SBNMS-NOPP5-20090215\NOPP8_Clips_minke_pt_20091003_180000_4393s112ms_ch01.aif	1.8525	NOPP8_Clips_minke_pt_20091003_180000_4393s112ms_ch01.aif	MW	nan	raven	0.0
70	Spectrogram 1	1	4.408	22.47499999999546	18.06699999999546	11.7	285.2	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-SBNMS-NOPP5-20090215\NOPP8_Clips_minke_pt_20091003_180000_4426s490ms_ch01.aif	4.408	NOPP8_Clips_minke_pt_20091003_180000_4426s490ms_ch01.aif	MW	nan	raven	0.0
71	Spectrogram 1	1	3.485	18.255000000004074	14.770000000004075	0.0	285.2	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-SBNMS-NOPP5-20090215\NOPP8_Clips_minke_pt_20091003_181500_4457s095ms_ch01.aif	3.485	NOPP8_Clips_minke_pt_20091003_181500_4457s095ms_ch01.aif	MW	nan	raven	0.0
72	Spectrogram 1	1	8.6805	17.360499999993017	8.679999999993017	3.9	210.9	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-SBNMS-NOPP5-20090215\NOPP8_Clips_minke_pt_20091003_181500_4500s675ms_ch01.aif	8.6805	NOPP8_Clips_minke_pt_20091003_181500_4500s675ms_ch01.aif	MW	nan	raven	0.0
73	Spectrogram 1	1	6.014	16.783000000000232	10.769000000000233	11.7	210.9	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-SBNMS-NOPP5-20090215\NOPP8_Clips_minke_pt_20091003_181500_4529s937ms_ch01.aif	6.014	NOPP8_Clips_minke_pt_20091003_181500_4529s937ms_ch01.aif	MW	nan	raven	0.0
