Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	score	rating	tags	notes
106	Spectrogram 1	7	15342.57034	15343.43699	0	313.6054422				
107	Spectrogram 1	7	15400.58984	15401.54771	11.56462585	306.8027211				
108	Spectrogram 1	7	15764.03274	15764.85377	12.92517007	407.4829932				
109	Spectrogram 1	7	15951.04527	15951.86631	0	457.8231293				
110	Spectrogram 1	7	16122.50384	16123.23365	0.680272109	264.6258503				
111	Spectrogram 1	7	16136.37014	16137.37362	14.28571429	246.9387755				
112	Spectrogram 1	7	16139.83671	16140.65774	0.680272109	192.5170068				
113	Spectrogram 1	7	16373.92167	16374.65147	0	452.3809524				
114	Spectrogram 1	7	16602.03135	16603.08044	6.12244898	340.8163265				
115	Spectrogram 1	7	16699.73399	16701.23922	211.5646259	490.4761905				
116	Spectrogram 1	7	16926.85	16927.67103	7.482993197	212.9251701				
117	Spectrogram 1	7	17028.56657	17029.88934	3.401360544	282.3129252				
118	Spectrogram 1	7	17113.68008	17114.91163	0	305.4421769				
119	Spectrogram 1	7	17117.42033	17118.60627	0	339.4557823				
120	Spectrogram 1	7	17353.05613	17354.05961	12.92517007	306.8027211				
121	Spectrogram 1	7	17403.96003	17404.82667	8.843537415	355.7823129				
122	Spectrogram 1	7	17581.02897	17582.07806	0	208.8435374				
123	Spectrogram 1	7	17604.83886	17605.84234	10.20408163	358.5034014				
124	Spectrogram 1	7	17626.3681	17627.28036	25.17006803	289.1156463				
125	Spectrogram 1	7	18283.92242	18285.06274	12.92517007	203.4013605				
126	Spectrogram 1	7	18724.67904	18726.00181	15.6462585	512.244898				
127	Spectrogram 1	7	18903.07075	18904.3023	110.8843537	542.1768707				
128	Spectrogram 1	7	18986.95271	18988.41232	18.36734694	320.4081633				
129	Spectrogram 1	7	18988.686	18989.64387	2.040816327	316.3265306				
130	Spectrogram 1	7	19184.13691	19185.09478	0	287.755102				
131	Spectrogram 1	7	19302.13725	19303.23196	11.56462585	480.952381				
132	Spectrogram 1	7	19336.43809	19337.48718	0	354.4217687				
133	Spectrogram 1	7	19444.26678	19445.54394	10.20408163	246.9387755				
134	Spectrogram 1	7	19516.28941	19517.97709	15.6462585	404.7619048				
135	Spectrogram 1	7	19557.47778	19558.57249	0	285.0340136				
136	Spectrogram 1	7	19787.1383	19788.00494	0	369.3877551				
137	Spectrogram 1	7	19790.87855	19792.15571	0	366.6666667				
138	Spectrogram 1	7	19792.20132	19793.29603	0	453.7414966				
139	Spectrogram 1	7	19869.10452	19870.65536	0	332.6530612				
140	Spectrogram 1	7	19968.49484	19969.54394	0	350.3401361				
141	Spectrogram 1	7	20424.03001	20425.07911	162.585034	377.5510204				
142	Spectrogram 1	7	20457.00808	20457.82911	0	242.8571429				
143	Spectrogram 1	7	20741.90571	20743.13725	0	363.9455782				
144	Spectrogram 1	7	20848.82214	20849.87124	11.56462585	257.8231293				
145	Spectrogram 1	7	20989.76574	20991.04289	14.28571429	331.292517				
146	Spectrogram 1	7	21008.83189	21009.97221	7.482993197	199.3197279				
147	Spectrogram 1	7	21012.98266	21014.53349	0	208.8435374				
148	Spectrogram 1	7	21017.4071	21018.63865	0	237.414966				
149	Spectrogram 1	7	21033.87333	21034.78558	0	343.537415				
150	Spectrogram 1	7	21410.13342	21411.00007	0	240.1360544				
151	Spectrogram 1	7	21774.89909	21775.81135	0.680272109	172.1088435				
152	Spectrogram 1	7	21843.91128	21844.86915	2.040816327	172.1088435				
153	Spectrogram 1	7	22010.53489	22011.62959	0	304.0816327				
154	Spectrogram 1	7	22266.37716	22267.79115	0	282.3129252				
155	Spectrogram 1	7	22572.25668	22573.48823	8.843537415	306.8027211				
156	Spectrogram 1	7	22871.24867	22872.06971	0.680272109	425.170068				
157	Spectrogram 1	7	23303.33886	23304.52479	0	267.3469388				
158	Spectrogram 1	7	23451.12437	23452.17347	0	218.3673469				
159	Spectrogram 1	7	23780.81379	23781.90849	0	210.2040816				
160	Spectrogram 1	7	23785.05578	23786.24171	0	229.2517007				
161	Spectrogram 1	7	23792.39944	23793.08363	0	222.4489796				
162	Spectrogram 1	7	23798.73962	23799.69749	0	306.8027211				
163	Spectrogram 1	7	23883.67068	23884.94784	0	246.9387755				
164	Spectrogram 1	7	23899.36149	23900.22813	0.680272109	302.7210884				
165	Spectrogram 1	7	23963.72117	23964.63342	0.680272109	208.8435374				
166	Spectrogram 1	7	24285.33711	24286.38621	3.401360544	308.1632653				
167	Spectrogram 1	7	24286.52305	24287.4353	15.6462585	251.0204082				
168	Spectrogram 1	7	24397.04289	24398.32005	11.56462585	197.9591837				
169	Spectrogram 1	7	24709.80996	24710.90466	6.12244898	214.2857143				
170	Spectrogram 1	7	24755.37716	24756.28941	2.040816327	245.5782313				
171	Spectrogram 1	7	24911.05369	24911.82911	14.28571429	324.4897959				
172	Spectrogram 1	7	24911.92033	24912.92381	14.28571429	294.5578231				
173	Spectrogram 1	7	26137.53663	26138.58572	0	265.9863946				
174	Spectrogram 1	7	26209.28558	26210.51713	11.56462585	229.2517007				
175	Spectrogram 1	7	26215.3977	26216.99415	0	217.0068027				
176	Spectrogram 1	7	26430.96386	26432.01295	2.040816327	346.2585034				
177	Spectrogram 1	7	26584.9071	26586.18426	0	314.9659864				
178	Spectrogram 1	7	26651.27374	26652.23161	21.08843537	340.8163265				
179	Spectrogram 1	7	27123.1383	27124.36984	0	291.8367347				
180	Spectrogram 1	7	27127.33468	27128.42939	0.680272109	252.3809524				
181	Spectrogram 1	7	27131.39422	27132.89944	37.41496599	267.3469388				
182	Spectrogram 1	7	27311.01748	27312.24902	7.482993197	340.8163265				
183	Spectrogram 1	7	27603.07632	27604.17103	8.843537415	289.1156463				
184	Spectrogram 1	7	27631.17381	27632.5422	0	310.8843537				
185	Spectrogram 1	7	28423.74206	28424.79115	0	312.244898				
186	Spectrogram 1	7	28831.20132	28832.25042	0	218.3673469				
187	Spectrogram 1	7	29382.77427	29384.00581	0	313.6054422				
188	Spectrogram 1	7	29557.69941	29558.61166	3.401360544	276.8707483				
189	Spectrogram 1	7	29702.33764	29703.56918	2.040816327	246.9387755				
190	Spectrogram 1	7	29831.46751	29832.56222	0	192.5170068				
191	Spectrogram 1	7	30098.34808	30099.39718	0	358.5034014				
192	Spectrogram 1	7	30319.15971	30320.20881	0	202.0408163				
193	Spectrogram 1	7	30381.92294	30382.78959	0	302.7210884				
194	Spectrogram 1	7	30595.20846	30596.53123	0	291.8367347				
195	Spectrogram 1	7	30602.41528	30604.14857	0	297.2789116				
196	Spectrogram 1	7	30859.62594	30860.67503	0	204.7619048				
197	Spectrogram 1	7	30910.43861	30911.48771	0	199.3197279				
198	Spectrogram 1	7	30915.04551	30915.95776	0	200.6802721				
199	Spectrogram 1	7	31228.54237	31229.77392	0	218.3673469				
200	Spectrogram 1	7	31227.26521	31228.22308	10.20408163	168.0272109				
201	Spectrogram 1	7	31863.60957	31864.70428	3.401360544	231.9727891				
202	Spectrogram 1	7	31982.47656	31983.16076	17.00680272	372.1088435				
203	Spectrogram 1	7	32078.26347	32079.67747	0	350.3401361				
204	Spectrogram 1	7	32247.39578	32248.62733	4.761904762	275.5102041				
205	Spectrogram 1	7	32513.45533	32514.27636	0	252.3809524				
206	Spectrogram 1	7	32787.17782	32788.5462	0	236.0544218				
207	Spectrogram 1	7	33426.39578	33427.53611	0	319.047619				
208	Spectrogram 1	7	33658.06326	33659.47726	0	278.2312925				
209	Spectrogram 1	7	33666.63847	33667.41389	0	323.1292517				
210	Spectrogram 1	7	33686.34321	33687.93966	0	218.3673469				
211	Spectrogram 1	7	33692.04481	33692.95707	12.92517007	422.4489796				
212	Spectrogram 1	7	33693.23074	33694.09739	7.482993197	400.6802721				
213	Spectrogram 1	7	33701.44105	33702.58137	0	357.1428571				
214	Spectrogram 1	7	34080.71159	34082.1712	8.843537415	280.952381				
215	Spectrogram 1	7	34245.60191	34246.87907	8.843537415	348.9795918				
216	Spectrogram 1	7	34598.18896	34599.32928	8.843537415	274.1496599				
217	Spectrogram 1	7	35312.98736	35314.35574	36.05442177	319.047619				
218	Spectrogram 1	7	35817.14578	35818.46856	11.56462585	332.6530612				
219	Spectrogram 1	7	35822.66494	35824.03332	10.20408163	305.4421769				
220	Spectrogram 1	7	36263.87768	36265.24606	0	323.1292517				
221	Spectrogram 1	7	36266.66006	36267.75477	0	323.1292517				
222	Spectrogram 1	7	36428.58555	36429.54342	0	264.6258503				
223	Spectrogram 1	7	36446.28332	36447.46925	8.843537415	274.1496599				
224	Spectrogram 1	7	36447.92538	36449.15693	6.12244898	241.4965986				
225	Spectrogram 1	7	36653.91285	36655.73736	0	327.2108844				
226	Spectrogram 1	7	36875.68234	36876.82267	4.761904762	225.170068				
227	Spectrogram 1	7	36995.05108	36995.96333	2.040816327	272.7891156				
228	Spectrogram 1	7	37002.16668	37003.53506	3.401360544	255.1020408				
229	Spectrogram 1	7	37012.97691	37014.02601	0	244.2176871				
230	Spectrogram 1	7	37167.23945	37168.51661	0	252.3809524				
231	Spectrogram 1	7	37376.60226	37377.78819	0	259.1836735				
232	Spectrogram 1	7	37382.94244	37384.12838	0	252.3809524				
233	Spectrogram 1	7	37392.065	37393.06849	3.401360544	223.8095238				
234	Spectrogram 1	7	37550.66076	37551.48179	0	306.8027211				
235	Spectrogram 1	7	37554.12733	37555.31326	0	255.1020408				
236	Spectrogram 1	7	37611.6907	37613.15031	8.843537415	249.6598639				
237	Spectrogram 1	7	37687.31675	37688.09216	3.401360544	308.1632653				
238	Spectrogram 1	7	37785.33868	37786.20533	0	230.6122449				
239	Spectrogram 1	7	37789.26138	37790.26487	2.040816327	302.7210884				
240	Spectrogram 1	7	37812.47831	37813.34495	0	335.3741497				
241	Spectrogram 1	7	37907.44418	37908.72134	0	290.4761905				
242	Spectrogram 1	7	37998.25929	37999.58207	7.482993197	286.3945578				
243	Spectrogram 1	7	38341.54133	38342.95533	0	204.7619048				
244	Spectrogram 1	7	38366.62838	38367.44941	0	188.4353741				
245	Spectrogram 1	7	38601.6712	38602.67468	0	154.4217687				
246	Spectrogram 1	7	38607.73771	38608.7868	11.56462585	178.9115646				
247	Spectrogram 1	7	38613.48492	38614.71647	0	176.1904762				
248	Spectrogram 1	7	39639.72761	39640.86793	0	242.8571429				
249	Spectrogram 1	7	39725.75338	39726.48318	6.12244898	334.0136054				
250	Spectrogram 1	7	39914.8641	39916.05003	7.482993197	246.9387755				
251	Spectrogram 1	7	39920.29202	39921.20428	0	252.3809524				
252	Spectrogram 1	7	39969.23457	39970.32928	0	237.414966				
253	Spectrogram 1	7	40110.13255	40110.86236	0	221.0884354				
254	Spectrogram 1	7	40172.9414	40174.17294	2.040816327	320.4081633				
255	Spectrogram 1	7	40243.04829	40244.05177	0	323.1292517				
256	Spectrogram 1	7	40246.51487	40247.47273	0	293.1972789				
257	Spectrogram 1	7	40563.70637	40564.66424	19.72789116	338.0952381				
258	Spectrogram 1	7	40767.82371	40768.82719	0	332.6530612				
259	Spectrogram 1	7	40885.68722	40886.3258	6.12244898	309.5238095				
260	Spectrogram 1	7	40946.80839	40947.62942	0.680272109	323.1292517				
261	Spectrogram 1	7	40961.67817	40962.90971	6.12244898	329.9319728				
262	Spectrogram 1	7	40970.75512	40971.94105	8.843537415	295.9183673				
263	Spectrogram 1	7	40978.50929	40979.69523	0.680272109	274.1496599				
264	Spectrogram 1	7	41072.33485	41073.2015	8.843537415	327.2108844				
265	Spectrogram 1	7	41137.6524	41138.29098	0	253.7414966				
266	Spectrogram 1	7	41210.08555	41211.18026	3.401360544	332.6530612				
267	Spectrogram 1	7	41272.07336	41272.71194	17.00680272	329.9319728				
268	Spectrogram 1	7	41275.31187	41276.08729	0	270.0680272				
269	Spectrogram 1	7	41279.18896	41280.19244	0	252.3809524				
270	Spectrogram 1	7	41309.43026	41310.47935	2.040816327	231.9727891				
271	Spectrogram 1	7	41334.33485	41335.5664	0	233.3333333				
272	Spectrogram 1	7	41558.02009	41558.79551	0	280.952381				
273	Spectrogram 1	7	41799.72239	41800.72587	15.6462585	300				
274	Spectrogram 1	7	41823.53228	41824.71821	0	204.7619048				
275	Spectrogram 1	7	42038.36863	42039.28088	0	202.0408163				
276	Spectrogram 1	7	42143.77984	42145.10261	3.401360544	204.7619048				
277	Spectrogram 1	7	42284.17608	42285.3164	4.761904762	285.0340136				
278	Spectrogram 1	7	42246.68234	42247.73144	6.12244898	227.8911565				
279	Spectrogram 1	7	42262.1907	42263.10296	10.20408163	236.0544218				
280	Spectrogram 1	7	42765.57371	42766.80526	0	240.1360544				
281	Spectrogram 1	7	42868.15693	42869.34286	0	298.6394558				
282	Spectrogram 1	7	43140.19175	43141.28645	0	279.5918367				
