Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	score	rating	tags	notes
31	Spectrogram 1	7	148.3372185	150.7110749	10.02004008	501.002004				
32	Spectrogram 1	7	152.0247625	155.020892	5.711422846	514.9298597				
33	Spectrogram 1	7	155.5704682	158.2900318	7.715430862	465.0300601				
34	Spectrogram 1	7	160.2253169	162.1151831	9.118236473	500.1002004				
35	Spectrogram 1	7	166.0777621	169.5881831	9.118236473	500.1002004				
36	Spectrogram 1	7	170.7145723	174.3099277	4.909819639	514.1282565				
37	Spectrogram 1	7	174.973962	179.3990148	7.715430862	465.0300601				
38	Spectrogram 1	7	180.4400723	184.0354277	4.909819639	514.1282565				
39	Spectrogram 1	7	184.924569	188.773443	9.118236473	500.1002004				
40	Spectrogram 1	7	189.5343169	191.4241831	9.118236473	500.1002004				
41	Spectrogram 1	7	193.0058169	194.8956831	9.118236473	500.1002004				
42	Spectrogram 1	7	195.7336823	197.6235486	9.118236473	500.1002004				
43	Spectrogram 1	7	199.4718169	200.9884324	9.118236473	500.1002004				
44	Spectrogram 1	7	205.6819682	207.2745426	7.715430862	465.0300601				
45	Spectrogram 1	7	208.4023169	210.7085679	9.118236473	500.1002004				
46	Spectrogram 1	7	211.5914682	214.3039233	7.715430862	465.9318637				
47	Spectrogram 1	7	215.6344024	218.9070976	11.9238477	493.0861723				
48	Spectrogram 1	7	219.8064682	222.6239444	7.715430862	465.0300601				
49	Spectrogram 1	7	223.8223962	227.1991831	9.118236473	500.1002004				
50	Spectrogram 1	7	231.8600897	234.9015318	7.715430862	465.0300601				
51	Spectrogram 1	7	235.9069024	239.3965077	11.9238477	493.0861723				
52	Spectrogram 1	7	240.2262051	244.5821165	7.715430862	465.0300601				
53	Spectrogram 1	7	245.9649455	249.1194277	4.909819639	514.1282565				
54	Spectrogram 1	7	250.5974226	253.4552692	9.118236473	500.1002004				
55	Spectrogram 1	7	254.5327234	257.3079277	4.909819639	514.1282565				
56	Spectrogram 1	7	258.3639682	260.8245954	7.715430862	465.0300601				
57	Spectrogram 1	7	261.7003871	264.0742435	8.817635271	466.1322645				
58	Spectrogram 1	7	268.6836735	271.4296777	4.909819639	514.1282565				
59	Spectrogram 1	7	272.3797182	275.1829697	7.715430862	465.0300601				
60	Spectrogram 1	7	279.487025	282.0683058	9.118236473	500.1002004				
61	Spectrogram 1	7	284.1630669	286.6546886	9.118236473	500.1002004				
62	Spectrogram 1	7	295.0668983	297.0259061	7.715430862	465.0300601				
63	Spectrogram 1	7	298.2243578	301.2896288	7.715430862	465.0300601				
64	Spectrogram 1	7	301.9663223	305.5616777	4.909819639	514.1282565				
65	Spectrogram 1	7	306.5382182	310.1109254	7.715430862	465.0300601				
66	Spectrogram 1	7	309.8113125	313.2443476	11.9238477	493.0861723				
67	Spectrogram 1	7	314.1967182	318.2696165	7.715430862	465.0300601				
68	Spectrogram 1	7	317.6934377	321.4593476	11.9238477	493.0861723				
69	Spectrogram 1	7	322.2527182	326.5435433	7.715430862	465.0300601				
70	Spectrogram 1	7	326.8834887	329.9681777	4.909819639	514.1282565				
71	Spectrogram 1	7	331.5807182	334.9730384	7.715430862	465.0300601				
72	Spectrogram 1	7	335.3187456	336.4250088	7.715430862	465.0300601				
73	Spectrogram 1	7	348.0521524	351.3248476	11.9238477	493.0861723				
74	Spectrogram 1	7	351.7225545	355.8479944	7.715430862	465.0300601				
75	Spectrogram 1	7	355.8408223	359.4361777	4.909819639	514.1282565				
76	Spectrogram 1	7	360.1212182	364.2602041	7.715430862	465.0300601				
77	Spectrogram 1	7	367.2762182	369.0540113	7.715430862	465.0300601				
78	Spectrogram 1	7	379.6960327	380.963626	7.715430862	465.0300601				
79	Spectrogram 1	7	384.8816414	386.5144331	9.118236473	500.1002004				
80	Spectrogram 1	7	388.4309025	391.0582776	4.909819639	514.1282565				
81	Spectrogram 1	7	391.9571165	395.9442734	8.817635271	466.1322645				
82	Spectrogram 1	7	396.4743578	399.9254277	4.909819639	514.1282565				
83	Spectrogram 1	7	400.7784131	405.0190887	7.715430862	465.0300601				
84	Spectrogram 1	7	405.1573716	408.2175976	11.9238477	493.0861723				
85	Spectrogram 1	7	408.8218684	411.218772	7.715430862	465.0300601				
86	Spectrogram 1	7	412.2097994	416.3289277	4.909819639	514.1282565				
87	Spectrogram 1	7	418.4714682	422.0509324	7.715430862	465.0300601				
88	Spectrogram 1	7	424.2807442	426.4702234	7.715430862	465.0300601				
89	Spectrogram 1	7	428.1083169	429.9981831	9.118236473	500.1002004				
90	Spectrogram 1	7	433.2460855	434.7902445	9.118236473	500.1002004				
91	Spectrogram 1	7	436.5618169	438.9387315	9.118236473	500.1002004				
92	Spectrogram 1	7	440.0219476	442.856747	7.715430862	465.0300601				
93	Spectrogram 1	7	444.6973169	446.5871831	9.118236473	500.1002004				
94	Spectrogram 1	7	450.041696	452.9380318	7.715430862	465.0300601				
95	Spectrogram 1	7	454.0759024	457.3485976	11.9238477	493.0861723				
96	Spectrogram 1	7	458.3804682	462.6023927	7.715430862	465.0300601				
97	Spectrogram 1	7	463.1785714	465.9875976	11.9238477	493.0861723				
98	Spectrogram 1	7	466.6586911	470.184905	9.118236473	500.1002004				
99	Spectrogram 1	7	470.4153765	472.5587614	7.715430862	465.0300601				
100	Spectrogram 1	7	474.0858169	475.5721763	9.118236473	500.1002004				
101	Spectrogram 1	7	479.674569	482.3480384	9.118236473	500.1002004				
102	Spectrogram 1	7	483.8000088	487.1187984	3.306613226	512.5250501				
103	Spectrogram 1	7	487.8749682	492.1200299	7.715430862	465.0300601				
104	Spectrogram 1	7	492.8430723	496.4384277	4.909819639	514.1282565				
105	Spectrogram 1	7	497.4679682	501.7479768	7.715430862	465.0300601				
106	Spectrogram 1	7	501.8289024	505.1015976	11.9238477	493.0861723				
107	Spectrogram 1	7	506.4779682	509.7453378	7.715430862	465.0300601				
108	Spectrogram 1	7	511.7249682	512.856703	7.715430862	465.0300601				
109	Spectrogram 1	7	514.6308169	516.5206831	9.118236473	500.1002004				
110	Spectrogram 1	7	517.6470723	521.2424277	4.909819639	514.1282565				
111	Spectrogram 1	7	526.9067182	528.7534747	7.715430862	465.0300601				
112	Spectrogram 1	7	530.2976337	532.809773	9.118236473	500.1002004				
113	Spectrogram 1	7	533.9621305	536.79693	4.909819639	514.1282565				
114	Spectrogram 1	7	537.8155669	540.8071341	9.118236473	500.1002004				
115	Spectrogram 1	7	541.6598786	543.9184993	9.118236473	500.1002004				
116	Spectrogram 1	7	545.4396112	547.4699331	9.118236473	500.1002004				
117	Spectrogram 1	7	548.8217804	551.3800141	4.909819639	514.1282565				
118	Spectrogram 1	7	552.2558058	555.2980296	7.715430862	465.0300601				
119	Spectrogram 1	7	556.0816327	559.3312808	4.909819639	514.1282565				
120	Spectrogram 1	7	560.0317182	563.1571077	7.715430862	465.0300601				
121	Spectrogram 1	7	564.1020408	566.7136777	4.909819639	514.1282565				
122	Spectrogram 1	7	567.973962	570.6935257	9.118236473	500.1002004				
123	Spectrogram 1	7	572.4393473	575.2741467	5.55E-14	457.3146293				
124	Spectrogram 1	7	576.9796358	580.3299331	9.118236473	500.1002004				
125	Spectrogram 1	7	581.6812544	583.3867435	11.22244489	502.2044088				
126	Spectrogram 1	7	584.6312896	587.3259331	9.118236473	500.1002004				
127	Spectrogram 1	7	588.0283223	591.6236777	4.909819639	514.1282565				
128	Spectrogram 1	7	592.536462	596.4083832	7.715430862	465.0300601				
129	Spectrogram 1	7	597.0940359	599.9711777	4.909819639	514.1282565				
130	Spectrogram 1	7	601.3116643	605.1144441	9.118236473	500.1002004				
131	Spectrogram 1	7	605.8980471	609.1707424	10.12024048	491.2825651				
132	Spectrogram 1	7	610.023487	614.4254926	7.715430862	465.0300601				
133	Spectrogram 1	7	619.513151	621.8639602	9.118236473	500.1002004				
134	Spectrogram 1	7	628.2335669	629.8613213	9.118236473	500.1002004				
135	Spectrogram 1	7	636.3606175	638.9418983	9.118236473	500.1002004				
136	Spectrogram 1	7	641.1083304	643.8504331	9.118236473	500.1002004				
137	Spectrogram 1	7	644.2348223	647.8301777	4.909819639	514.1282565				
138	Spectrogram 1	7	648.5237509	651.7964462	8.817635271	466.1322645				
139	Spectrogram 1	7	660.7728169	664.2880014	9.118236473	500.1002004				
140	Spectrogram 1	7	664.4262843	666.9153765	8.817635271	466.1322645				
141	Spectrogram 1	7	668.7072924	671.9108462	9.118236473	500.1002004				
142	Spectrogram 1	7	673.2936752	676.2330976	11.9238477	493.0861723				
143	Spectrogram 1	7	677.7858169	680.0003958	9.118236473	500.1002004				
144	Spectrogram 1	7	682.3512051	683.250044	9.118236473	500.1002004				
145	Spectrogram 1	7	687.5204682	689.4497273	7.715430862	465.0300601				
146	Spectrogram 1	7	691.5470179	694.1976831	9.118236473	500.1002004				
147	Spectrogram 1	7	695.8741203	698.2256831	9.118236473	500.1002004				
148	Spectrogram 1	7	705.8535362	708.7574771	4.008016032	461.3226453				
149	Spectrogram 1	7	710.4399191	713.3215318	7.715430862	465.0300601				
150	Spectrogram 1	7	714.7958304	717.9071956	7.715430862	465.0300601				
151	Spectrogram 1	7	719.8892505	723.5307002	9.118236473	500.1002004				
152	Spectrogram 1	7	725.0518121	728.3079277	4.909819639	514.1282565				
153	Spectrogram 1	7	729.4169682	733.2565975	7.715430862	465.0300601				
154	Spectrogram 1	7	737.3934682	739.5138987	7.715430862	465.0300601				
155	Spectrogram 1	7	741.6990723	745.2944277	4.909819639	514.1282565				
156	Spectrogram 1	7	745.9794682	750.484342	7.715430862	465.0300601				
157	Spectrogram 1	7	751.1296622	754.2779277	4.909819639	514.1282565				
158	Spectrogram 1	7	755.0424682	758.9656932	7.715430862	465.0300601				
159	Spectrogram 1	7	759.3805419	762.5459277	4.909819639	514.1282565				
160	Spectrogram 1	7	763.2044682	767.40095	7.715430862	465.0300601				
161	Spectrogram 1	7	767.3799024	770.6525976	11.9238477	493.0861723				
162	Spectrogram 1	7	771.5955313	775.4674525	9.118236473	500.1002004				
163	Spectrogram 1	7	775.5419024	778.8145976	11.9238477	493.0861723				
164	Spectrogram 1	7	783.7068086	786.0115236	7.715430862	465.0300601				
165	Spectrogram 1	7	795.1842892	798.6096777	4.909819639	514.1282565				
166	Spectrogram 1	7	799.5171534	803.4812632	7.715430862	465.0300601				
167	Spectrogram 1	7	804.4748223	808.0701777	4.909819639	514.1282565				
168	Spectrogram 1	7	813.5908223	817.1861777	4.909819639	514.1282565				
169	Spectrogram 1	7	817.8977182	822.1494546	7.715430862	465.0300601				
170	Spectrogram 1	7	822.4706524	825.7433476	11.9238477	493.0861723				
171	Spectrogram 1	7	826.4307182	830.2101953	7.715430862	465.0300601				
172	Spectrogram 1	7	844.2825669	846.1724331	9.118236473	500.1002004				
173	Spectrogram 1	7	847.7663617	850.0710767	6.412825651	463.7274549				
174	Spectrogram 1	7	851.7382182	853.8508093	7.715430862	465.0300601				
175	Spectrogram 1	7	869.6430669	871.5329331	9.118236473	500.1002004				
176	Spectrogram 1	7	872.7898047	875.5093684	9.118236473	500.1002004				
177	Spectrogram 1	7	876.5925844	879.5671777	4.909819639	514.1282565				
178	Spectrogram 1	7	891.3139514	893.1116291	7.715430862	465.0300601				
179	Spectrogram 1	7	901.3462182	905.0961471	7.715430862	465.0300601				
180	Spectrogram 1	7	905.3603223	908.5993139	4.909819639	514.1282565				
181	Spectrogram 1	7	909.544247	913.1626495	7.715430862	465.0300601				
182	Spectrogram 1	7	914.0557266	916.4756773	9.118236473	500.1002004				
183	Spectrogram 1	7	918.0659307	921.4308146	9.118236473	500.1002004				
184	Spectrogram 1	7	922.2910723	925.8864277	4.909819639	514.1282565				
185	Spectrogram 1	7	926.9390834	930.4422502	12.4248497	469.739479				
186	Spectrogram 1	7	931.4332776	933.6726831	9.118236473	500.1002004				
187	Spectrogram 1	7	934.9825387	937.9325739	9.118236473	500.1002004				
188	Spectrogram 1	7	939.4943169	941.7756861	9.118236473	500.1002004				
189	Spectrogram 1	7	948.2288881	951.4093948	9.118236473	500.1002004				
190	Spectrogram 1	7	961.3657635	964.5716831	9.118236473	500.1002004				
191	Spectrogram 1	7	969.7491643	972.1506831	9.118236473	500.1002004				
192	Spectrogram 1	7	976.7554979	979.843816	9.118236473	500.1002004				
193	Spectrogram 1	7	981.3418807	982.5864268	9.118236473	500.1002004				
194	Spectrogram 1	7	984.0938169	985.9836831	9.118236473	500.1002004				
195	Spectrogram 1	7	1011.781404	1014.892769	9.118236473	500.1002004				
196	Spectrogram 1	7	1015.785846	1019.033928	4.909819639	514.1282565				
197	Spectrogram 1	7	1020.095663	1022.845183	9.118236473	500.1002004				
198	Spectrogram 1	7	1037.121745	1039.116183	9.118236473	500.1002004				
199	Spectrogram 1	7	1043.828466	1047.008973	9.118236473	500.1002004				
200	Spectrogram 1	7	1051.851567	1054.983286	9.118236473	500.1002004				
201	Spectrogram 1	7	1072.784152	1075.673865	11.9238477	493.0861723				
202	Spectrogram 1	7	1076.895364	1080.237201	7.715430862	465.0300601				
203	Spectrogram 1	7	1085.268067	1087.635336	9.118236473	500.1002004				
204	Spectrogram 1	7	1093.719784	1097.038573	11.9238477	493.0861723				
205	Spectrogram 1	7	1098.052648	1102.062852	7.715430862	465.0300601				
206	Spectrogram 1	7	1102.512271	1106.153721	4.909819639	514.1282565				
207	Spectrogram 1	7	1113.067866	1115.78743	4.909819639	514.1282565				
208	Spectrogram 1	7	1117.72339	1123.208612	7.715430862	465.0300601				
209	Spectrogram 1	7	1125.398091	1127.725853	5.210420842	496.1923848				
210	Spectrogram 1	7	1133.856395	1136.929678	4.909819639	514.1282565				
211	Spectrogram 1	7	1139.295523	1145.011216	9.118236473	500.1002004				
212	Spectrogram 1	7	1148.975325	1153.031624	7.715430862	465.0300601				
213	Spectrogram 1	7	1154.264646	1156.932433	9.118236473	500.1002004				
214	Spectrogram 1	7	1170.16718	1173.163309	9.118236473	500.1002004				
215	Spectrogram 1	7	1175.560213	1177.679183	9.118236473	500.1002004				
216	Spectrogram 1	7	1195.505317	1197.395183	9.118236473	500.1002004				
217	Spectrogram 1	7	1199.188817	1201.078683	9.118236473	500.1002004				
218	Spectrogram 1	7	1207.403817	1210.165508	9.118236473	500.1002004				
219	Spectrogram 1	7	1213.975817	1215.865683	9.118236473	500.1002004				
220	Spectrogram 1	7	1222.103932	1224.425183	9.118236473	500.1002004				
221	Spectrogram 1	7	1229.893869	1232.750928	4.909819639	514.1282565				
222	Spectrogram 1	7	1251.261317	1254.835736	9.118236473	500.1002004				
223	Spectrogram 1	7	1255.342774	1259.214695	9.118236473	500.1002004				
224	Spectrogram 1	7	1264.281968	1267.511669	7.715430862	465.0300601				
225	Spectrogram 1	7	1268.375572	1271.798439	4.909819639	514.1282565				
226	Spectrogram 1	7	1277.520402	1280.793098	11.9238477	493.0861723				
227	Spectrogram 1	7	1281.692468	1285.949389	7.715430862	465.0300601				
228	Spectrogram 1	7	1286.448572	1290.043928	4.909819639	514.1282565				
229	Spectrogram 1	7	1295.301902	1298.574598	11.9238477	493.0861723				
230	Spectrogram 1	7	1305.527943	1309.215487	11.9238477	493.0861723				
231	Spectrogram 1	7	1310.32175	1312.856936	7.715430862	465.0300601				
232	Spectrogram 1	7	1327.561218	1330.280782	7.715430862	465.0300601				
233	Spectrogram 1	7	1330.847218	1333.230617	7.715430862	465.0300601				
234	Spectrogram 1	7	1341.204931	1346.044832	7.715430862	465.0300601				
235	Spectrogram 1	7	1350.781021	1355.15998	7.715430862	465.0300601				
236	Spectrogram 1	7	1356.197102	1358.663147	8.817635271	466.1322645				
237	Spectrogram 1	7	1359.538938	1362.396785	7.715430862	465.0300601				
238	Spectrogram 1	7	1368.389044	1372.537531	9.118236473	500.1002004				
239	Spectrogram 1	7	1410.783822	1414.379178	4.909819639	514.1282565				
240	Spectrogram 1	7	1519.459902	1522.732598	11.9238477	493.0861723				
241	Spectrogram 1	7	2723.762719	2727.135178	4.909819639	514.1282565				
242	Spectrogram 1	7	2737.218499	2740.183332	9.118236473	500.1002004				
243	Spectrogram 1	7	2749.743245	2753.3386	9.417930884	518.6363678				
244	Spectrogram 1	7	2779.182287	2782.225928	4.909819639	514.1282565				
245	Spectrogram 1	7	2783.60673	2785.841758	9.118236473	500.1002004				
246	Spectrogram 1	7	2793.048583	2795.694126	4.909819639	514.1282565				
247	Spectrogram 1	7	2840.713972	2843.438598	11.9238477	493.0861723				
248	Spectrogram 1	7	2855.851572	2859.095936	4.909819639	514.1282565				
249	Spectrogram 1	7	2872.551716	2875.447848	11.9238477	493.0861723				
250	Spectrogram 1	7	2876.383193	2879.2568	9.118236473	500.1002004				
251	Spectrogram 1	7	2880.419067	2882.308933	9.118236473	500.1002004				
252	Spectrogram 1	7	2890.021424	2894.901995	7.715430862	465.0300601				
253	Spectrogram 1	7	2895.503564	2898.223128	8.220513425	465.5351427				
254	Spectrogram 1	7	2899.189599	2902.838624	7.715430862	465.0300601				
255	Spectrogram 1	7	2909.133193	2912.371702	9.118236473	500.1002004				
256	Spectrogram 1	7	2919.453567	2921.343433	9.118236473	500.1002004				
257	Spectrogram 1	7	2922.406521	2925.325741	9.118236473	500.1002004				
258	Spectrogram 1	7	2929.658959	2932.552933	9.118236473	500.1002004				
259	Spectrogram 1	7	2934.002067	2936.044752	9.118236473	500.1002004				
260	Spectrogram 1	7	2948.451438	2951.142594	4.909819639	514.1282565				
261	Spectrogram 1	7	2952.419752	2955.612649	9.118236473	500.1002004				
262	Spectrogram 1	7	2963.708567	2966.742176	9.118236473	500.1002004				
263	Spectrogram 1	7	2974.678805	2977.415574	9.118236473	500.1002004				
264	Spectrogram 1	7	2983.846981	2985.808332	7.715430862	465.0300601				
265	Spectrogram 1	7	2987.678457	2990.460839	9.118236473	500.1002004				
266	Spectrogram 1	7	2995.158959	2997.804502	9.118236473	500.1002004				
267	Spectrogram 1	7	2999.355337	3001.609183	9.118236473	500.1002004				
268	Spectrogram 1	7	3014.188317	3015.639112	9.118236473	500.1002004				
269	Spectrogram 1	7	3026.366725	3030.052761	9.577979488	466.8926087				
270	Spectrogram 1	7	3031.198795	3034.47149	12.58625849	493.7485831				
271	Spectrogram 1	7	3050.811317	3052.266201	9.118236473	500.1002004				
272	Spectrogram 1	7	3059.317817	3061.207683	9.118236473	500.1002004				
273	Spectrogram 1	7	3075.875572	3079.086535	4.909819639	514.1282565				
274	Spectrogram 1	7	3079.953179	3083.693429	9.118236473	500.1002004				
275	Spectrogram 1	7	3084.567572	3087.75297	4.909819639	514.1282565				
276	Spectrogram 1	7	3088.450468	3092.268638	7.715430862	465.0300601				
277	Spectrogram 1	7	3092.679154	3097.331661	7.715430862	465.0300601				
278	Spectrogram 1	7	3098.120014	3102.075393	4.961506724	495.9434707				
279	Spectrogram 1	7	3111.621407	3114.527691	1.73E-15	490.9819639				
280	Spectrogram 1	7	3103.175814	3106.44851	11.22879243	492.3911171				
281	Spectrogram 1	7	3107.503318	3110.650602	9.118236473	500.1002004				
282	Spectrogram 1	7	3116.080817	3119.317037	9.118236473	500.1002004				
283	Spectrogram 1	7	3120.484192	3123.467803	2.630600568	511.8490374				
284	Spectrogram 1	7	3124.790574	3127.572956	9.118236473	500.1002004				
285	Spectrogram 1	7	3128.663152	3131.935848	11.9238477	493.0861723				
286	Spectrogram 1	7	3133.137719	3136.782933	9.118236473	500.1002004				
287	Spectrogram 1	7	3137.562162	3140.815678	4.909819639	514.1282565				
288	Spectrogram 1	7	3141.764254	3145.03695	11.22879243	492.3911171				
289	Spectrogram 1	7	3146.684725	3150.037678	4.909819639	514.1282565				
290	Spectrogram 1	7	3151.200393	3154.438903	9.118236473	500.1002004				
291	Spectrogram 1	7	3155.487998	3158.435848	11.9238477	493.0861723				
292	Spectrogram 1	7	3159.593151	3163.059725	7.715430862	465.0300601				
293	Spectrogram 1	7	3164.199652	3167.803457	11.9238477	493.0861723				
294	Spectrogram 1	7	3168.852552	3173.140156	9.118236473	500.1002004				
295	Spectrogram 1	7	3174.927659	3177.647222	10.93544555	468.2500748				
296	Spectrogram 1	7	3179.617176	3183.078433	9.118236473	500.1002004				
297	Spectrogram 1	7	3184.771424	3187.508193	4.909819639	514.1282565				
298	Spectrogram 1	7	3188.739739	3192.459433	9.118236473	500.1002004				
299	Spectrogram 1	7	3193.694152	3196.966848	11.9238477	493.0861723				
300	Spectrogram 1	7	3197.451786	3201.257433	9.118236473	500.1002004				
301	Spectrogram 1	7	3201.556939	3204.490433	9.118236473	500.1002004				
302	Spectrogram 1	7	3206.528736	3208.783433	9.118236473	500.1002004				
303	Spectrogram 1	7	3210.642491	3212.549627	6.863047362	464.1776766				
304	Spectrogram 1	7	3214.870067	3216.426716	9.118236473	500.1002004				
305	Spectrogram 1	7	3220.623095	3222.351433	9.118236473	500.1002004				
306	Spectrogram 1	7	3227.19134	3229.320933	9.118236473	500.1002004				
307	Spectrogram 1	7	3230.796567	3232.686433	9.118236473	500.1002004				
308	Spectrogram 1	7	3233.987649	3236.222677	9.118236473	500.1002004				
309	Spectrogram 1	7	3237.101152	3240.373848	11.9238477	493.0861723				
310	Spectrogram 1	7	3245.658322	3248.948652	4.909819639	514.1282565				
311	Spectrogram 1	7	3249.359167	3253.464321	9.118236473	500.1002004				
312	Spectrogram 1	7	3254.239739	3257.250184	15.30119062	496.4635153				
313	Spectrogram 1	7	3258.390505	3261.489183	9.118236473	500.1002004				
314	Spectrogram 1	7	3262.620317	3264.510183	9.118236473	500.1002004				
315	Spectrogram 1	7	3268.821317	3270.295449	9.118236473	500.1002004				
316	Spectrogram 1	7	3277.513317	3279.098722	9.118236473	500.1002004				
317	Spectrogram 1	7	3280.984817	3283.295101	9.118236473	500.1002004				
318	Spectrogram 1	7	3286.487998	3289.022683	9.118236473	500.1002004				
319	Spectrogram 1	7	3291.160817	3293.050683	9.118236473	500.1002004				
320	Spectrogram 1	7	3294.685317	3297.526298	9.118236473	500.1002004				
321	Spectrogram 1	7	3298.940296	3301.720928	4.909819639	514.1282565				
322	Spectrogram 1	7	3303.592803	3306.101507	9.118236473	500.1002004				
323	Spectrogram 1	7	3311.035817	3312.925683	9.118236473	500.1002004				
324	Spectrogram 1	7	3314.90478	3317.960839	4.909819639	514.1282565				
325	Spectrogram 1	7	3319.6029	3323.251925	9.118236473	500.1002004				
326	Spectrogram 1	7	3324.62031	3327.955928	4.909819639	514.1282565				
327	Spectrogram 1	7	3329.638817	3332.921842	9.118236473	500.1002004				
328	Spectrogram 1	7	3334.381452	3337.363428	4.909819639	514.1282565				
329	Spectrogram 1	7	3340.721633	3344.911183	9.118236473	500.1002004				
330	Spectrogram 1	7	3346.058332	3349.102928	4.909819639	514.1282565				
331	Spectrogram 1	7	3350.238468	3353.447608	7.715430862	465.0300601				
332	Spectrogram 1	7	3355.089669	3358.377928	4.909819639	514.1282565				
333	Spectrogram 1	7	3359.377273	3363.436814	9.118236473	500.1002004				
334	Spectrogram 1	7	3364.577134	3367.906869	4.909819639	514.1282565				
335	Spectrogram 1	7	3368.955964	3372.232683	9.118236473	500.1002004				
336	Spectrogram 1	7	3372.969892	3375.889112	4.909819639	514.1282565				
337	Spectrogram 1	7	3376.892594	3380.952134	9.118236473	500.1002004				
338	Spectrogram 1	7	3386.24322	3389.344892	7.715430862	465.0300601				
339	Spectrogram 1	7	3397.370067	3399.259933	9.118236473	500.1002004				
340	Spectrogram 1	7	3400.839321	3403.849178	4.909819639	514.1282565				
341	Spectrogram 1	7	3408.867176	3412.141348	11.9238477	493.0861723				
342	Spectrogram 1	7	3412.698652	3414.112649	7.715430862	465.0300601				
343	Spectrogram 1	7	3416.763322	3419.859864	4.909819639	514.1282565				
344	Spectrogram 1	7	3420.589669	3422.55102	7.715430862	465.0300601				
345	Spectrogram 1	7	3425.428822	3428.526298	4.909819639	514.1282565				
346	Spectrogram 1	7	3429.285218	3433.224418	7.715430862	465.0300601				
347	Spectrogram 1	7	3433.882322	3437.477678	4.909819639	514.1282565				
348	Spectrogram 1	7	3438.92602	3442.301368	9.118236473	500.1002004				
349	Spectrogram 1	7	3449.599418	3452.427413	4.909819639	514.1282565				
350	Spectrogram 1	7	3453.232067	3456.623791	9.118236473	500.1002004				
351	Spectrogram 1	7	3458.22024	3461.460178	4.909819639	514.1282565				
352	Spectrogram 1	7	3462.006103	3466.339321	7.715430862	465.0300601				
353	Spectrogram 1	7	3467.29719	3470.284678	4.909819639	514.1282565				
354	Spectrogram 1	7	3475.725822	3479.321178	4.909819639	514.1282565				
355	Spectrogram 1	7	3480.023165	3484.298433	9.118236473	500.1002004				
356	Spectrogram 1	7	3484.766897	3487.719348	11.9238477	493.0861723				
357	Spectrogram 1	7	3488.636067	3492.019335	9.118236473	500.1002004				
358	Spectrogram 1	7	3493.342106	3496.033262	4.909819639	514.1282565				
359	Spectrogram 1	7	3497.082357	3500.731382	7.715430862	465.0300601				
360	Spectrogram 1	7	3501.096284	3504.257678	4.909819639	514.1282565				
361	Spectrogram 1	7	3505.543067	3507.432933	9.118236473	500.1002004				
362	Spectrogram 1	7	3509.650567	3512.773165	9.118236473	500.1002004				
363	Spectrogram 1	7	3513.731034	3516.878318	9.033904914	500.0158688				
364	Spectrogram 1	7	3551.270592	3554.554289	0	509.2184369				
365	Spectrogram 1	7	3517.8818	3521.758889	7.715430862	465.0300601				
366	Spectrogram 1	7	3522.169404	3524.761183	9.118236473	500.1002004				
