Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Peak Freq (Hz)	Freq 25% (Hz)	Begin Clock Time	Begin Path	Begin File	File Offset (s)	calltype
8	Waveform 1	6	3077.348757913	3131.877720234	0.000	207.000	54.5290			0:51:17.3488	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_004500.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_004500.aif	377.3490	c
8	Spectrogram 1	6	3077.348757913	3131.877720234	0.000	207.000	54.5290	0.000	0.000	0:51:17.3488	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_004500.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_004500.aif	377.3490	c
9	Waveform 1	6	3370.950596081	3427.107288621	0.000	440.500	56.1567			0:56:10.9506	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_004500.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_004500.aif	670.9505	c
9	Spectrogram 1	6	3370.950596081	3427.107288621	0.000	440.500	56.1567	0.000	0.000	0:56:10.9506	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_004500.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_004500.aif	670.9505	c
10	Waveform 1	6	3905.826952588	3941.999500000	0.000	436.100	36.1725			1:05:05.8270	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_010000.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_010000.aif	305.8270	c
10	Spectrogram 1	6	3905.826952588	3941.999500000	0.000	436.100	36.1725	0.000	0.000	1:05:05.8270	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_010000.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_010000.aif	305.8270	c
11	Waveform 1	6	4183.026102110	4264.819545592	0.000	198.200	81.7934			1:09:43.0261	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_010000.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_010000.aif	583.0260	c
11	Spectrogram 1	6	4183.026102110	4264.819545592	0.000	198.200	81.7934	0.000	0.000	1:09:43.0261	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_010000.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_010000.aif	583.0260	c
12	Waveform 1	6	4032.461056895	4081.496429729	0.000	189.400	49.0354			1:07:12.4611	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_010000.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_010000.aif	432.4610	c
12	Spectrogram 1	6	4032.461056895	4081.496429729	0.000	189.400	49.0354	0.000	0.000	1:07:12.4611	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_010000.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_010000.aif	432.4610	c
13	Waveform 1	6	4537.383420686	4612.259010739	0.000	215.900	74.8756			1:15:37.3834	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_011500.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_011500.aif	37.3835	su
13	Spectrogram 1	6	4537.383420686	4612.259010739	0.000	215.900	74.8756	0.000	0.000	1:15:37.3834	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_011500.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_011500.aif	37.3835	su
14	Waveform 1	6	4810.435164846	4875.340907310	35.200	198.200	64.9057			1:20:10.4352	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_011500.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_011500.aif	310.4350	c
14	Spectrogram 1	6	4810.435164846	4875.340907310	35.200	198.200	64.9057	171.875	82.031	1:20:10.4352	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_011500.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_011500.aif	310.4350	c
15	Waveform 1	6	4979.638171063	5048.613239073	0.000	546.300	68.9751			1:22:59.6382	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_011500.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_011500.aif	479.6380	su
15	Spectrogram 1	6	4979.638171063	5048.613239073	0.000	546.300	68.9751	0.000	0.000	1:22:59.6382	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_011500.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_011500.aif	479.6380	su
16	Waveform 1	6	5577.077591184	5639.338272043	0.000	541.900	62.2607			1:32:57.0776	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_013000.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_013000.aif	177.0775	su
16	Spectrogram 1	6	5577.077591184	5639.338272043	0.000	541.900	62.2607	0.000	0.000	1:32:57.0776	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_013000.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_013000.aif	177.0775	su
17	Waveform 1	6	5635.879345329	5687.152847213	0.000	207.000	51.2735			1:33:55.8793	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_013000.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_013000.aif	235.8795	c
17	Spectrogram 1	6	5635.879345329	5687.152847213	0.000	207.000	51.2735	0.000	0.000	1:33:55.8793	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_013000.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_013000.aif	235.8795	c
18	Waveform 1	6	6110.748799925	6176.468407498	0.000	378.900	65.7196			1:41:50.7488	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_013000.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_013000.aif	710.7490	su
18	Spectrogram 1	6	6110.748799925	6176.468407498	0.000	378.900	65.7196	0.000	0.000	1:41:50.7488	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_013000.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_013000.aif	710.7490	su
19	Waveform 1	6	5910.537983044	5942.278722306	30.800	202.600	31.7407			1:38:30.5380	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_013000.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_013000.aif	510.5380	c
19	Spectrogram 1	6	5910.537983044	5942.278722306	30.800	202.600	31.7407	164.062	78.125	1:38:30.5380	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_013000.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_013000.aif	510.5380	c
20	Waveform 1	6	5985.820505652	6023.258300678	26.400	220.300	37.4378			1:39:45.8205	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_013000.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_013000.aif	585.8205	c
20	Spectrogram 1	6	5985.820505652	6023.258300678	26.400	220.300	37.4378	93.750	85.938	1:39:45.8205	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_013000.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_013000.aif	585.8205	c
21	Waveform 1	6	6017.561244913	6063.748089864	22.000	207.000	46.1868			1:40:17.5612	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_013000.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_013000.aif	617.5610	c
21	Spectrogram 1	6	6017.561244913	6063.748089864	22.000	207.000	46.1868	160.156	74.219	1:40:17.5612	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_013000.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_013000.aif	617.5610	c
22	Waveform 1	6	6338.793805201	6393.485988885	0.000	193.800	54.6922			1:45:38.7938	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_014500.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_014500.aif	38.7940	c
22	Spectrogram 1	6	6338.793805201	6393.485988885	0.000	193.800	54.6922	0.000	0.000	1:45:38.7938	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_014500.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_014500.aif	38.7940	c
23	Waveform 1	6	6514.548423888	6536.115849284	127.800	198.200	21.5674			1:48:34.5484	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_014500.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_014500.aif	214.5485	c
23	Spectrogram 1	6	6514.548423888	6536.115849284	127.800	198.200	21.5674	171.875	156.250	1:48:34.5484	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_014500.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_014500.aif	214.5485	c
24	Waveform 1	6	6565.255351860	6615.714988635	0.000	202.600	50.4596			1:49:25.2554	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_014500.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_014500.aif	265.2555	c
24	Spectrogram 1	6	6565.255351860	6615.714988635	0.000	202.600	50.4596	0.000	0.000	1:49:25.2554	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_014500.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_014500.aif	265.2555	c
25	Waveform 1	6	7084.579996420	7134.022301809	0.000	193.800	49.4423			1:58:04.5800	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_014500.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_014500.aif	784.5800	c
25	Spectrogram 1	6	7084.579996420	7134.022301809	0.000	193.800	49.4423	0.000	0.000	1:58:04.5800	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_014500.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_014500.aif	784.5800	c
26	Waveform 1	6	6856.901232102	6933.608018651	92.500	233.500	76.7068			1:54:16.9012	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_014500.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_014500.aif	556.9010	c
26	Spectrogram 1	6	6856.901232102	6933.608018651	92.500	233.500	76.7068	183.594	132.812	1:54:16.9012	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_014500.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_014500.aif	556.9010	c
27	Waveform 1	6	7214.594947626	7308.189435192	0.000	467.000	93.5945			2:00:14.5949	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_020000.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_020000.aif	14.5950	c
27	Spectrogram 1	6	7214.594947626	7308.189435192	0.000	467.000	93.5945	0.000	0.000	2:00:14.5949	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_020000.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_020000.aif	14.5950	c
28	Waveform 1	6	7356.940405237	7455.214617182	0.000	207.000	98.2742			2:02:36.9404	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_020000.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_020000.aif	156.9405	c
28	Spectrogram 1	6	7356.940405237	7455.214617182	0.000	207.000	98.2742	0.000	0.000	2:02:36.9404	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_020000.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_020000.aif	156.9405	c
29	Waveform 1	6	7746.781792577	7815.756860588	0.000	224.700	68.9751			2:09:06.7818	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_020000.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_020000.aif	546.7820	c
29	Spectrogram 1	6	7746.781792577	7815.756860588	0.000	224.700	68.9751	0.000	0.000	2:09:06.7818	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_020000.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_020000.aif	546.7820	c
30	Waveform 1	6	7914.764001130	8000.016371326	0.000	189.400	85.2524			2:11:54.7640	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_020000.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_020000.aif	714.7640	sd
30	Spectrogram 1	6	7914.764001130	8000.016371326	0.000	189.400	85.2524	0.000	0.000	2:11:54.7640	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_020000.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_020000.aif	714.7640	sd
31	Waveform 1	6	7808.351138093	7879.360868877	0.000	427.300	71.0097			2:10:08.3511	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_020000.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_020000.aif	608.3510	sd
31	Spectrogram 1	6	7808.351138093	7879.360868877	0.000	427.300	71.0097	0.000	0.000	2:10:08.3511	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_020000.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_020000.aif	608.3510	sd
32	Waveform 1	6	8272.740691158	8315.999500000	96.900	193.800	43.2588			2:17:52.7407	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_021500.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_021500.aif	172.7405	c
32	Spectrogram 1	6	8272.740691158	8315.999500000	96.900	193.800	43.2588	171.875	136.719	2:17:52.7407	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_021500.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_021500.aif	172.7405	c
33	Waveform 1	6	8328.736938960	8396.491209307	0.000	436.100	67.7543			2:18:48.7369	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_021500.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_021500.aif	228.7370	su
33	Spectrogram 1	6	8328.736938960	8396.491209307	0.000	436.100	67.7543	0.000	0.000	2:18:48.7369	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_021500.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_021500.aif	228.7370	su
34	Waveform 1	6	8612.165463263	8697.010900904	0.000	215.900	84.8454			2:23:32.1655	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_021500.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_021500.aif	512.1655	sd
34	Spectrogram 1	6	8612.165463263	8697.010900904	0.000	215.900	84.8454	0.000	0.000	2:23:32.1655	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_021500.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_021500.aif	512.1655	sd
35	Waveform 1	6	8904.058634702	8982.393151469	0.000	480.200	78.3345			2:28:24.0586	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_021500.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_021500.aif	804.0585	su
35	Spectrogram 1	6	8904.058634702	8982.393151469	0.000	480.200	78.3345	0.000	0.000	2:28:24.0586	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_021500.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_021500.aif	804.0585	su
36	Waveform 1	6	9448.478506037	9512.163450837	0.000	590.300	63.6849			2:37:28.4785	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_023000.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_023000.aif	448.4785	su
36	Spectrogram 1	6	9448.478506037	9512.163450837	0.000	590.300	63.6849	0.000	0.000	2:37:28.4785	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_023000.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_023000.aif	448.4785	su
37	Waveform 1	6	10058.567885456	10136.698935946	0.000	555.100	78.1311			2:47:38.5679	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_024500.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_024500.aif	158.5680	su
37	Spectrogram 1	6	10058.567885456	10136.698935946	0.000	555.100	78.1311	0.000	0.000	2:47:38.5679	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_024500.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_024500.aif	158.5680	su
38	Waveform 1	6	9939.336646948	9983.488829126	101.300	242.300	44.1522			2:45:39.3366	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_024500.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_024500.aif	39.3365	c
38	Spectrogram 1	6	9939.336646948	9983.488829126	101.300	242.300	44.1522	171.875	121.094	2:45:39.3366	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_024500.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_024500.aif	39.3365	c
39	Waveform 1	6	10223.031245670	10270.702276187	141.000	193.800	47.6710			2:50:23.0312	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_024500.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_024500.aif	323.0310	c
39	Spectrogram 1	6	10223.031245670	10270.702276187	141.000	193.800	47.6710	167.969	156.250	2:50:23.0312	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_024500.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_024500.aif	323.0310	c
40	Waveform 1	6	10585.057674642	10651.387681047	0.000	414.100	66.3300			2:56:25.0577	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_024500.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_024500.aif	685.0575	su
40	Spectrogram 1	6	10585.057674642	10651.387681047	0.000	414.100	66.3300	0.000	0.000	2:56:25.0577	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_024500.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_024500.aif	685.0575	su
41	Waveform 1	6	10420.046523738	10480.679474378	0.000	405.300	60.6330			2:53:40.0465	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_024500.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_024500.aif	520.0465	sd
41	Spectrogram 1	6	10420.046523738	10480.679474378	0.000	405.300	60.6330	0.000	0.000	2:53:40.0465	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_024500.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_024500.aif	520.0465	sd
42	Waveform 1	6	11038.910002826	11066.174483986	0.000	493.400	27.2645			3:03:58.9100	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_030000.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_030000.aif	238.9100	c
42	Spectrogram 1	6	11038.910002826	11066.174483986	0.000	493.400	27.2645	0.000	0.000	3:03:58.9100	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_030000.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_030000.aif	238.9100	c
43	Waveform 1	6	11081.230988508	11117.244519593	0.000	383.300	36.0135			3:04:41.2310	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_030000.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_030000.aif	281.2310	c
43	Spectrogram 1	6	11081.230988508	11117.244519593	0.000	383.300	36.0135	0.000	0.000	3:04:41.2310	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_030000.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_030000.aif	281.2310	c
44	Waveform 1	6	11115.820255652	11150.206056518	0.000	308.400	34.3858			3:05:15.8203	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_030000.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_030000.aif	315.8205	c
44	Spectrogram 1	6	11115.820255652	11150.206056518	0.000	308.400	34.3858	0.000	0.000	3:05:15.8203	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_030000.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_030000.aif	315.8205	c
45	Waveform 1	6	10734.524451959	10755.481478523	0.000	361.200	20.9570			2:58:54.5245	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_024500.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_024500.aif	834.5245	c
45	Spectrogram 1	6	10734.524451959	10755.481478523	0.000	361.200	20.9570	0.000	0.000	2:58:54.5245	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_024500.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_024500.aif	834.5245	c
46	Waveform 1	6	10946.491863099	10977.215270974	0.000	462.600	30.7234			3:02:26.4919	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_030000.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_030000.aif	146.4920	sd
46	Spectrogram 1	6	10946.491863099	10977.215270974	0.000	462.600	30.7234	167.969	0.000	3:02:26.4919	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_030000.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_030000.aif	146.4920	sd
47	Waveform 1	6	11618.301024115	11673.236918990	0.000	467.000	54.9359			3:13:38.3010	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161223_030000.aif	79296_Brunswick03_002K_M06_UTCm5_20161223_030000.aif	818.3010	sd
