Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Peak Freq (Hz)	Freq 25% (Hz)	Begin Clock Time	Begin Path	Begin File	File Offset (s)	calltype
6	Spectrogram 1	6	1100.590687265	1145.556734552	79.300	215.900	44.9660	171.875	128.906	0:18:20.5907	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_001500.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_001500.aif	200.5905	c
7	Waveform 1	6	1357.161662962	1419.422343821	79.300	202.600	62.2607			0:22:37.1617	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_001500.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_001500.aif	457.1615	c
7	Spectrogram 1	6	1357.161662962	1419.422343821	79.300	202.600	62.2607	164.062	117.188	0:22:37.1617	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_001500.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_001500.aif	457.1615	c
8	Waveform 1	6	1160.390991585	1193.555994788	92.500	224.700	33.1650			0:19:20.3910	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_001500.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_001500.aif	260.3910	c
8	Spectrogram 1	6	1160.390991585	1193.555994788	92.500	224.700	33.1650	156.250	117.188	0:19:20.3910	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_001500.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_001500.aif	260.3910	c
9	Waveform 1	6	1193.759461065	1243.812165285	92.500	418.500	50.0527			0:19:53.7595	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_001500.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_001500.aif	293.7595	c
9	Spectrogram 1	6	1193.759461065	1243.812165285	92.500	418.500	50.0527	121.094	121.094	0:19:53.7595	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_001500.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_001500.aif	293.7595	c
10	Waveform 1	6	1813.252120196	1862.694425584	57.300	506.600	49.4423			0:30:13.2521	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_003000.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_003000.aif	13.2520	c
10	Spectrogram 1	6	1813.252120196	1862.694425584	57.300	506.600	49.4423	58.594	66.406	0:30:13.2521	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_003000.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_003000.aif	13.2520	c
11	Waveform 1	6	1516.394821590	1571.330716466	66.100	387.700	54.9359			0:25:16.3948	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_001500.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_001500.aif	616.3950	c
11	Spectrogram 1	6	1516.394821590	1571.330716466	66.100	387.700	54.9359	167.969	89.844	0:25:16.3948	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_001500.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_001500.aif	616.3950	c
12	Waveform 1	6	1760.757820648	1805.520401658	48.500	229.100	44.7626			0:29:20.7578	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_001500.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_001500.aif	860.7580	c
12	Spectrogram 1	6	1760.757820648	1805.520401658	48.500	229.100	44.7626	164.062	125.000	0:29:20.7578	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_001500.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_001500.aif	860.7580	c
13	Waveform 1	6	1872.460806895	1926.175904107	118.900	251.100	53.7151			0:31:12.4608	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_003000.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_003000.aif	72.4610	c
13	Spectrogram 1	6	1872.460806895	1926.175904107	118.900	251.100	53.7151	125.000	132.812	0:31:12.4608	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_003000.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_003000.aif	72.4610	c
14	Waveform 1	6	2212.168553504	2272.394571590	35.200	374.400	60.2260			0:36:52.1686	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_003000.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_003000.aif	412.1685	c
14	Spectrogram 1	6	2212.168553504	2272.394571590	35.200	374.400	60.2260	171.875	46.875	0:36:52.1686	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_003000.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_003000.aif	412.1685	c
15	Waveform 1	6	2048.378200264	2096.803174265	61.700	207.000	48.4250			0:34:08.3782	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_003000.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_003000.aif	248.3780	c
15	Spectrogram 1	6	2048.378200264	2096.803174265	61.700	207.000	48.4250	62.500	70.312	0:34:08.3782	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_003000.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_003000.aif	248.3780	c
16	Waveform 1	6	2384.707956669	2427.435874906	30.800	202.600	42.7279			0:39:44.7080	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_003000.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_003000.aif	584.7080	c
16	Spectrogram 1	6	2384.707956669	2427.435874906	30.800	202.600	42.7279	50.781	46.875	0:39:44.7080	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_003000.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_003000.aif	584.7080	c
17	Waveform 1	6	2441.881980595	2473.622719857	35.200	546.300	31.7407			0:40:41.8820	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_003000.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_003000.aif	641.8820	c
17	Spectrogram 1	6	2441.881980595	2473.622719857	35.200	546.300	31.7407	54.688	54.688	0:40:41.8820	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_003000.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_003000.aif	641.8820	c
18	Waveform 1	6	2496.940405237	2541.906452524	0.000	211.500	44.9660			0:41:36.9404	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_003000.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_003000.aif	696.9405	c
18	Spectrogram 1	6	2496.940405237	2541.906452524	0.000	211.500	44.9660	0.000	0.000	0:41:36.9404	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_003000.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_003000.aif	696.9405	c
19	Waveform 1	6	2724.822635833	2773.858008666	13.200	449.300	49.0354			0:45:24.8226	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_004500.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_004500.aif	24.8225	c
19	Spectrogram 1	6	2724.822635833	2773.858008666	13.200	449.300	49.0354	54.688	39.062	0:45:24.8226	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_004500.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_004500.aif	24.8225	c
20	Waveform 1	6	2851.378660324	2918.319065561	57.300	255.500	66.9404			0:47:31.3787	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_004500.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_004500.aif	151.3785	sd
20	Spectrogram 1	6	2851.378660324	2918.319065561	57.300	255.500	66.9404	58.594	66.406	0:47:31.3787	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_004500.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_004500.aif	151.3785	sd
21	Waveform 1	6	2633.466277317	2681.687785041	22.000	242.300	48.2215			0:43:53.4663	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_003000.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_003000.aif	833.4665	su
21	Spectrogram 1	6	2633.466277317	2681.687785041	22.000	242.300	48.2215	42.969	39.062	0:43:53.4663	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_003000.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_003000.aif	833.4665	su
22	Waveform 1	6	3053.339737189	3126.587597023	83.700	211.500	73.2479			0:50:53.3397	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_004500.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_004500.aif	353.3395	c
22	Spectrogram 1	6	3053.339737189	3126.587597023	83.700	211.500	73.2479	167.969	125.000	0:50:53.3397	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_004500.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_004500.aif	353.3395	c
23	Waveform 1	6	3148.053289280	3180.404427374	17.600	467.000	32.3511			0:52:28.0533	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_004500.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_004500.aif	448.0535	c
23	Spectrogram 1	6	3148.053289280	3180.404427374	17.600	467.000	32.3511	164.062	70.312	0:52:28.0533	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_004500.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_004500.aif	448.0535	c
24	Waveform 1	6	3726.121779766	3800.183504710	0.000	198.200	74.0617			1:02:06.1218	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_010000.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_010000.aif	126.1220	sd
24	Spectrogram 1	6	3726.121779766	3800.183504710	0.000	198.200	74.0617	0.000	0.000	1:02:06.1218	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_010000.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_010000.aif	126.1220	sd
25	Waveform 1	6	3556.634370761	3615.232658628	0.000	233.500	58.5983			0:59:16.6344	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_004500.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_004500.aif	856.6345	c
25	Spectrogram 1	6	3556.634370761	3615.232658628	0.000	233.500	58.5983	0.000	0.000	0:59:16.6344	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_004500.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_004500.aif	856.6345	c
26	Waveform 1	6	3817.681604559	3862.037253014	0.000	458.100	44.3556			1:03:37.6816	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_010000.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_010000.aif	217.6815	sd
26	Spectrogram 1	6	3817.681604559	3862.037253014	0.000	458.100	44.3556	0.000	0.000	1:03:37.6816	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_010000.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_010000.aif	217.6815	sd
27	Waveform 1	6	3956.161202901	4004.993109457	110.100	207.000	48.8319			1:05:56.1612	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_010000.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_010000.aif	356.1610	c
27	Spectrogram 1	6	3956.161202901	4004.993109457	110.100	207.000	48.8319	171.875	156.250	1:05:56.1612	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_010000.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_010000.aif	356.1610	c
28	Waveform 1	6	4182.619169555	4242.438255087	57.300	348.000	59.8191			1:09:42.6192	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_010000.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_010000.aif	582.6190	su
28	Spectrogram 1	6	4182.619169555	4242.438255087	57.300	348.000	59.8191	171.875	89.844	1:09:42.6192	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_010000.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_010000.aif	582.6190	su
29	Waveform 1	6	4247.321445742	4310.599457988	101.300	237.900	63.2780			1:10:47.3214	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_010000.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_010000.aif	647.3215	c
29	Spectrogram 1	6	4247.321445742	4310.599457988	101.300	237.900	63.2780	144.531	132.812	1:10:47.3214	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_010000.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_010000.aif	647.3215	c
30	Waveform 1	6	4117.519977518	4166.758816629	101.300	220.300	49.2388			1:08:37.5200	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_010000.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_010000.aif	517.5200	c
30	Spectrogram 1	6	4117.519977518	4166.758816629	101.300	220.300	49.2388	171.875	121.094	1:08:37.5200	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_010000.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_010000.aif	517.5200	c
31	Waveform 1	6	4428.122029766	4479.192065373	74.900	471.400	51.0700			1:13:48.1220	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_010000.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_010000.aif	828.1220	su
31	Spectrogram 1	6	4428.122029766	4479.192065373	74.900	471.400	51.0700	167.969	113.281	1:13:48.1220	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_010000.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_010000.aif	828.1220	su
32	Waveform 1	6	4722.944665599	4783.374149962	88.100	237.900	60.4295			1:18:42.9447	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_011500.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_011500.aif	222.9445	sd
32	Spectrogram 1	6	4722.944665599	4783.374149962	88.100	237.900	60.4295	144.531	121.094	1:18:42.9447	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_011500.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_011500.aif	222.9445	sd
33	Waveform 1	6	4539.631566440	4610.437830947	88.100	242.300	70.8063			1:15:39.6316	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_011500.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_011500.aif	39.6315	su
33	Spectrogram 1	6	4539.631566440	4610.437830947	88.100	242.300	70.8063	175.781	140.625	1:15:39.6316	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_011500.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_011500.aif	39.6315	su
34	Waveform 1	6	4613.082892552	4661.304400276	35.200	207.000	48.2215			1:16:53.0829	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_011500.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_011500.aif	113.0830	c
34	Spectrogram 1	6	4613.082892552	4661.304400276	35.200	207.000	48.2215	39.062	39.062	1:16:53.0829	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_011500.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_011500.aif	113.0830	c
35	Waveform 1	6	4933.044393557	4989.201086096	35.200	480.200	56.1567			1:22:13.0444	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_011500.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_011500.aif	433.0445	su
35	Spectrogram 1	6	4933.044393557	4989.201086096	35.200	480.200	56.1567	46.875	42.969	1:22:13.0444	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_011500.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_011500.aif	433.0445	su
36	Waveform 1	6	4969.668323474	5011.175444047	39.600	220.300	41.5071			1:22:49.6683	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_011500.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_011500.aif	469.6685	c
36	Spectrogram 1	6	4969.668323474	5011.175444047	39.600	220.300	41.5071	46.875	46.875	1:22:49.6683	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_011500.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_011500.aif	469.6685	c
37	Waveform 1	6	5291.551974190	5352.998789940	52.900	255.500	61.4468			1:28:11.5520	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_011500.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_011500.aif	791.5520	su
37	Spectrogram 1	6	5291.551974190	5352.998789940	52.900	255.500	61.4468	140.625	89.844	1:28:11.5520	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_011500.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_011500.aif	791.5520	su
38	Waveform 1	6	5059.733138719	5142.340447310	53.300	200.000	82.6073			1:24:19.7331	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_011500.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_011500.aif	559.7330	su
38	Spectrogram 1	6	5059.733138719	5142.340447310	53.300	200.000	82.6073	164.062	66.406	1:24:19.7331	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_011500.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_011500.aif	559.7330	su
39	Waveform 1	6	5505.517561417	5559.232658628	48.900	506.700	53.7151			1:31:45.5176	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_013000.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_013000.aif	105.5175	su
39	Spectrogram 1	6	5505.517561417	5559.232658628	48.900	506.700	53.7151	171.875	128.906	1:31:45.5176	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_013000.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_013000.aif	105.5175	su
40	Waveform 1	6	5576.161059414	5694.374966535	80.000	257.800	118.2139			1:32:56.1611	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_013000.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_013000.aif	176.1610	c
40	Spectrogram 1	6	5576.161059414	5694.374966535	80.000	257.800	118.2139	85.938	101.562	1:32:56.1611	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_013000.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_013000.aif	176.1610	c
41	Waveform 1	6	6106.069075546	6163.243099472	62.200	520.000	57.1740			1:41:46.0691	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_013000.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_013000.aif	706.0690	su
41	Spectrogram 1	6	6106.069075546	6163.243099472	62.200	520.000	57.1740	128.906	78.125	1:41:46.0691	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_013000.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_013000.aif	706.0690	su
42	Waveform 1	6	6002.911672946	6063.951556142	22.200	306.700	61.0399			1:40:02.9117	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_013000.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_013000.aif	602.9115	su
42	Spectrogram 1	6	6002.911672946	6063.951556142	22.200	306.700	61.0399	42.969	35.156	1:40:02.9117	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_013000.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_013000.aif	602.9115	su
43	Waveform 1	6	6342.415953278	6412.001420121	84.400	253.300	69.5855			1:45:42.4160	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_014500.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_014500.aif	42.4160	c
43	Spectrogram 1	6	6342.415953278	6412.001420121	84.400	253.300	69.5855	132.812	117.188	1:45:42.4160	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_014500.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_014500.aif	42.4160	c
44	Waveform 1	6	6462.461056895	6520.448945931	53.300	395.600	57.9879			1:47:42.4611	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_014500.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_014500.aif	162.4610	c
44	Spectrogram 1	6	6462.461056895	6520.448945931	53.300	395.600	57.9879	54.688	58.594	1:47:42.4611	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_014500.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_014500.aif	162.4610	c
45	Waveform 1	6	6636.017791447	6685.053164280	31.100	226.700	49.0354			1:50:36.0178	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_014500.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_014500.aif	336.0180	c
45	Spectrogram 1	6	6636.017791447	6685.053164280	31.100	226.700	49.0354	31.250	35.156	1:50:36.0178	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_014500.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_014500.aif	336.0180	c
46	Waveform 1	6	6695.633410701	6734.902402223	53.300	480.000	39.2690			1:51:35.6334	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_014500.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_014500.aif	395.6335	c
46	Spectrogram 1	6	6695.633410701	6734.902402223	53.300	480.000	39.2690	54.688	70.312	1:51:35.6334	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_014500.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_014500.aif	395.6335	c
47	Waveform 1	6	6579.390933306	6635.751092123	53.300	351.100	56.3602			1:49:39.3909	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161225_014500.aif	79296_Brunswick03_002K_M06_UTCm5_20161225_014500.aif	279.3910	su
