Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Peak Freq (Hz)	Freq 25% (Hz)	Begin Clock Time	Begin Path	Begin File	File Offset (s)	calltype
9	Waveform 1	6	3365.660472871	3432.804344386	0.000	237.900	67.1439			0:56:05.6605	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_004500.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_004500.aif	665.6605	sd
9	Spectrogram 1	6	3365.660472871	3432.804344386	0.000	237.900	67.1439	0.000	0.000	0:56:05.6605	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_004500.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_004500.aif	665.6605	sd
10	Waveform 1	6	3678.510670874	3734.870829691	0.000	259.900	56.3602			1:01:18.5107	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_010000.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_010000.aif	78.5105	su
10	Spectrogram 1	6	3678.510670874	3734.870829691	0.000	259.900	56.3602	0.000	0.000	1:01:18.5107	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_010000.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_010000.aif	78.5105	su
11	Waveform 1	6	3780.243809533	3818.902402223	123.300	207.000	38.6586			1:03:00.2438	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_010000.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_010000.aif	180.2440	c
11	Spectrogram 1	6	3780.243809533	3818.902402223	123.300	207.000	38.6586	171.875	156.250	1:03:00.2438	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_010000.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_010000.aif	180.2440	c
12	Waveform 1	6	4285.166173323	4345.188725132	0.000	475.800	60.0226			1:11:25.1662	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_010000.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_010000.aif	685.1660	sd
12	Spectrogram 1	6	4285.166173323	4345.188725132	0.000	475.800	60.0226	0.000	0.000	1:11:25.1662	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_010000.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_010000.aif	685.1660	sd
13	Waveform 1	6	4882.177824228	4937.520651658	0.000	568.300	55.3428			1:21:22.1778	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_011500.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_011500.aif	382.1780	su
13	Spectrogram 1	6	4882.177824228	4937.520651658	0.000	568.300	55.3428	0.000	3.906	1:21:22.1778	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_011500.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_011500.aif	382.1780	su
14	Waveform 1	6	5099.169284159	5146.169994219	0.000	211.500	47.0007			1:24:59.1693	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_011500.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_011500.aif	599.1695	c
14	Spectrogram 1	6	5099.169284159	5146.169994219	0.000	211.500	47.0007	0.000	0.000	1:24:59.1693	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_011500.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_011500.aif	599.1695	c
15	Waveform 1	6	5466.452036172	5518.539403165	17.600	585.900	52.0874			1:31:06.4520	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_013000.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_013000.aif	66.4520	su
15	Spectrogram 1	6	5466.452036172	5518.539403165	17.600	585.900	52.0874	128.906	70.312	1:31:06.4520	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_013000.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_013000.aif	66.4520	su
16	Waveform 1	6	5334.325592437	5370.949522354	0.000	193.800	36.6239			1:28:54.3256	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_011500.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_011500.aif	834.3255	c
16	Spectrogram 1	6	5334.325592437	5370.949522354	0.000	193.800	36.6239	0.000	0.000	1:28:54.3256	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_011500.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_011500.aif	834.3255	c
17	Waveform 1	6	5777.145041635	5851.206766579	0.000	202.600	74.0617			1:36:17.1450	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_013000.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_013000.aif	377.1450	sd
17	Spectrogram 1	6	5777.145041635	5851.206766579	0.000	202.600	74.0617	0.000	0.000	1:36:17.1450	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_013000.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_013000.aif	377.1450	sd
18	Waveform 1	6	6034.042013376	6085.518981537	0.000	559.500	51.4770			1:40:34.0420	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_013000.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_013000.aif	634.0420	su
18	Spectrogram 1	6	6034.042013376	6085.518981537	0.000	559.500	51.4770	0.000	0.000	1:40:34.0420	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_013000.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_013000.aif	634.0420	su
19	Waveform 1	6	6105.255210437	6186.031322532	0.000	215.900	80.7761			1:41:45.2552	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_013000.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_013000.aif	705.2550	c
19	Spectrogram 1	6	6105.255210437	6186.031322532	0.000	215.900	80.7761	0.000	0.000	1:41:45.2552	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_013000.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_013000.aif	705.2550	c
20	Waveform 1	6	6454.322405803	6500.509250754	118.900	220.300	46.1868			1:47:34.3224	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_014500.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_014500.aif	154.3225	c
20	Spectrogram 1	6	6454.322405803	6500.509250754	118.900	220.300	46.1868	175.781	160.156	1:47:34.3224	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_014500.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_014500.aif	154.3225	c
21	Waveform 1	6	6509.258300678	6545.475298041	0.000	211.500	36.2170			1:48:29.2583	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_014500.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_014500.aif	209.2585	c
21	Spectrogram 1	6	6509.258300678	6545.475298041	0.000	211.500	36.2170	0.000	0.000	1:48:29.2583	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_014500.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_014500.aif	209.2585	c
22	Waveform 1	6	6581.285362849	6633.372729842	0.000	273.100	52.0874			1:49:41.2854	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_014500.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_014500.aif	281.2855	su
22	Spectrogram 1	6	6581.285362849	6633.372729842	0.000	273.100	52.0874	3.906	0.000	1:49:41.2854	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_014500.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_014500.aif	281.2855	su
23	Waveform 1	6	6860.970557649	6953.140781274	0.000	215.900	92.1702			1:54:20.9706	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_014500.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_014500.aif	560.9705	c
23	Spectrogram 1	6	6860.970557649	6953.140781274	0.000	215.900	92.1702	0.000	0.000	1:54:20.9706	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_014500.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_014500.aif	560.9705	c
24	Waveform 1	6	7164.338777129	7212.356818576	132.200	211.500	48.0180			1:59:24.3388	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_014500.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_014500.aif	864.3390	c
24	Spectrogram 1	6	7164.338777129	7212.356818576	132.200	211.500	48.0180	175.781	164.062	1:59:24.3388	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_014500.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_014500.aif	864.3390	c
25	Waveform 1	6	7560.813615109	7597.844477581	105.700	185.000	37.0309			2:06:00.8136	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_020000.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_020000.aif	360.8135	c
25	Spectrogram 1	6	7560.813615109	7597.844477581	105.700	185.000	37.0309	109.375	144.531	2:06:00.8136	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_020000.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_020000.aif	360.8135	c
26	Waveform 1	6	7916.798663904	7965.427104182	114.500	207.000	48.6284			2:11:56.7987	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_020000.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_020000.aif	716.7985	c
26	Spectrogram 1	6	7916.798663904	7965.427104182	114.500	207.000	48.6284	171.875	160.156	2:11:56.7987	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_020000.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_020000.aif	716.7985	c
27	Waveform 1	6	8553.974107950	8603.619879616	114.500	202.600	49.6458			2:22:33.9741	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_021500.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_021500.aif	453.9740	c
27	Spectrogram 1	6	8553.974107950	8603.619879616	114.500	202.600	49.6458	175.781	164.062	2:22:33.9741	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_021500.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_021500.aif	453.9740	c
28	Waveform 1	6	9022.679474378	9068.866319329	66.100	409.700	46.1868			2:30:22.6795	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_023000.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_023000.aif	22.6795	su
28	Spectrogram 1	6	9022.679474378	9068.866319329	66.100	409.700	46.1868	93.750	97.656	2:30:22.6795	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_023000.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_023000.aif	22.6795	su
29	Waveform 1	6	9289.139361153	9367.270411643	118.900	189.400	78.1311			2:34:49.1394	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_023000.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_023000.aif	289.1395	sd
29	Spectrogram 1	6	9289.139361153	9367.270411643	118.900	189.400	78.1311	171.875	160.156	2:34:49.1394	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_023000.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_023000.aif	289.1395	sd
30	Waveform 1	6	9509.696805765	9556.697515825	0.000	414.100	47.0007			2:38:29.6968	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_023000.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_023000.aif	509.6970	c
30	Spectrogram 1	6	9509.696805765	9556.697515825	0.000	414.100	47.0007	3.906	0.000	2:38:29.6968	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_023000.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_023000.aif	509.6970	c
31	Waveform 1	6	10024.792483421	10072.200126036	0.000	224.700	47.4076			2:47:04.7925	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_024500.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_024500.aif	124.7925	c
31	Spectrogram 1	6	10024.792483421	10072.200126036	0.000	224.700	47.4076	11.719	7.812	2:47:04.7925	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_024500.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_024500.aif	124.7925	c
32	Waveform 1	6	10601.131510550	10652.608478711	0.000	215.900	51.4770			2:56:41.1315	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_024500.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_024500.aif	701.1315	su
32	Spectrogram 1	6	10601.131510550	10652.608478711	0.000	215.900	51.4770	3.906	0.000	2:56:41.1315	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_024500.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_024500.aif	701.1315	su
33	Waveform 1	6	10654.643141485	10702.661182931	96.900	193.800	48.0180			2:57:34.6431	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_024500.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_024500.aif	754.6430	c
33	Spectrogram 1	6	10654.643141485	10702.661182931	96.900	193.800	48.0180	171.875	148.438	2:57:34.6431	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_024500.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_024500.aif	754.6430	c
34	Waveform 1	6	11146.626297031	11199.934461688	96.900	383.300	53.3082			3:05:46.6263	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_030000.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_030000.aif	346.6265	c
34	Spectrogram 1	6	11146.626297031	11199.934461688	96.900	383.300	53.3082	128.906	121.094	3:05:46.6263	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_030000.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_030000.aif	346.6265	c
35	Waveform 1	6	11273.629150339	11354.812194989	30.800	224.700	81.1830			3:07:53.6292	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_030000.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_030000.aif	473.6290	sd
35	Spectrogram 1	6	11273.629150339	11354.812194989	30.800	224.700	81.1830	171.875	93.750	3:07:53.6292	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_030000.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_030000.aif	473.6290	sd
36	Waveform 1	6	11669.981458553	11706.401922193	114.500	185.000	36.4205			3:14:29.9815	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_030000.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_030000.aif	869.9815	c
36	Spectrogram 1	6	11669.981458553	11706.401922193	114.500	185.000	36.4205	164.062	144.531	3:14:29.9815	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_030000.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_030000.aif	869.9815	c
37	Waveform 1	6	12052.010190844	12092.703446307	145.400	185.000	40.6933			3:20:52.0102	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_031500.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_031500.aif	352.0100	c
37	Spectrogram 1	6	12052.010190844	12092.703446307	145.400	185.000	40.6933	171.875	164.062	3:20:52.0102	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_031500.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_031500.aif	352.0100	c
38	Waveform 1	6	13512.044853617	13559.859428787	132.200	189.400	47.8146			3:45:12.0449	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_034500.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_034500.aif	12.0450	c
38	Spectrogram 1	6	13512.044853617	13559.859428787	132.200	189.400	47.8146	171.875	160.156	3:45:12.0449	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_034500.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_034500.aif	12.0450	c
39	Waveform 1	6	14207.941115298	14255.755690467	110.100	193.800	47.8146			3:56:47.9411	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_034500.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_034500.aif	707.9410	c
39	Spectrogram 1	6	14207.941115298	14255.755690467	110.100	193.800	47.8146	171.875	140.625	3:56:47.9411	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_034500.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_034500.aif	707.9410	c
40	Waveform 1	6	19814.784882818	19873.179704408	96.900	207.000	58.3948			5:30:14.7849	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_053000.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_053000.aif	14.7850	sd
40	Spectrogram 1	6	19814.784882818	19873.179704408	96.900	207.000	58.3948	171.875	125.000	5:30:14.7849	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_053000.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_053000.aif	14.7850	sd
41	Waveform 1	6	21007.261390919	21080.305784476	61.700	198.200	73.0444			5:50:07.2614	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_054500.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_054500.aif	307.2615	sd
41	Spectrogram 1	6	21007.261390919	21080.305784476	61.700	198.200	73.0444	171.875	82.031	5:50:07.2614	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_054500.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_054500.aif	307.2615	sd
42	Waveform 1	6	21701.814325170	21753.494759608	110.100	189.400	51.6804			6:01:41.8143	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_060000.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_060000.aif	101.8145	su
42	Spectrogram 1	6	21701.814325170	21753.494759608	110.100	189.400	51.6804	175.781	144.531	6:01:41.8143	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_060000.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_060000.aif	101.8145	su
43	Waveform 1	6	22350.383880746	22400.029652411	101.300	202.600	49.6458			6:12:30.3839	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_060000.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_060000.aif	750.3840	c
43	Spectrogram 1	6	22350.383880746	22400.029652411	101.300	202.600	49.6458	171.875	136.719	6:12:30.3839	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_060000.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_060000.aif	750.3840	c
44	Waveform 1	6	22847.493589488	22899.377490203	127.800	202.600	51.8839			6:20:47.4936	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_061500.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_061500.aif	347.4935	c
44	Spectrogram 1	6	22847.493589488	22899.377490203	127.800	202.600	51.8839	132.812	136.719	6:20:47.4936	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_061500.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_061500.aif	347.4935	c
45	Waveform 1	6	22895.918563489	22941.495009608	79.300	163.000	45.5764			6:21:35.9186	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_061500.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_061500.aif	395.9185	c
45	Spectrogram 1	6	22895.918563489	22941.495009608	79.300	163.000	45.5764	132.812	105.469	6:21:35.9186	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_061500.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_061500.aif	395.9185	c
46	Waveform 1	6	23108.540823286	23155.744999623	88.100	189.400	47.2042			6:25:08.5408	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_061500.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_061500.aif	608.5410	c
46	Spectrogram 1	6	23108.540823286	23155.744999623	88.100	189.400	47.2042	167.969	117.188	6:25:08.5408	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_061500.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_061500.aif	608.5410	c
47	Waveform 1	6	23016.980998493	23055.029192351	110.100	220.300	38.0482			6:23:36.9810	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161219_061500.aif	79296_Brunswick03_002K_M06_UTCm5_20161219_061500.aif	516.9810	c
