Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Peak Freq (Hz)	Freq 25% (Hz)	Begin Clock Time	Begin Path	Begin File	File Offset (s)	calltype
24	Spectrogram 1	6	10745.104698380	10812.248569894	44.100	515.400	67.1439	132.812	78.125	2:59:05.1047	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_024500.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_024500.aif	845.1045	c
25	Waveform 1	6	10828.525872080	10876.136980972	48.500	519.800	47.6111			3:00:28.5259	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_030000.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_030000.aif	28.5260	c
25	Spectrogram 1	6	10828.525872080	10876.136980972	48.500	519.800	47.6111	171.875	58.594	3:00:28.5259	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_030000.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_030000.aif	28.5260	c
26	Waveform 1	6	11058.849698003	11160.379370384	44.100	220.300	101.5297			3:04:18.8497	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_030000.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_030000.aif	258.8495	c
26	Spectrogram 1	6	11058.849698003	11160.379370384	44.100	220.300	101.5297	54.688	54.688	3:04:18.8497	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_030000.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_030000.aif	258.8495	c
27	Waveform 1	6	10934.456052690	11014.214833398	57.300	365.600	79.7588			3:02:14.4561	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_030000.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_030000.aif	134.4560	su
27	Spectrogram 1	6	10934.456052690	11014.214833398	57.300	365.600	79.7588	58.594	58.594	3:02:14.4561	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_030000.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_030000.aif	134.4560	su
28	Waveform 1	6	11241.888411078	11305.369889601	0.000	581.500	63.4815			3:07:21.8884	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_030000.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_030000.aif	441.8885	c
28	Spectrogram 1	6	11241.888411078	11305.369889601	0.000	581.500	63.4815	132.812	27.344	3:07:21.8884	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_030000.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_030000.aif	441.8885	c
29	Waveform 1	6	11408.300034412	11467.101788556	8.800	405.300	58.8018			3:10:08.3000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_030000.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_030000.aif	608.3000	c
29	Spectrogram 1	6	11408.300034412	11467.101788556	8.800	405.300	58.8018	54.688	50.781	3:10:08.3000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_030000.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_030000.aif	608.3000	c
30	Waveform 1	6	11700.013531085	11760.443015448	30.800	643.200	60.4295			3:15:00.0135	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_031500.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_031500.aif	0.0135	c
30	Spectrogram 1	6	11700.013531085	11760.443015448	30.800	643.200	60.4295	125.000	82.031	3:15:00.0135	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_031500.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_031500.aif	0.0135	c
31	Waveform 1	6	12060.161987816	12115.097882692	30.800	581.500	54.9359			3:21:00.1620	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_031500.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_031500.aif	360.1620	c
31	Spectrogram 1	6	12060.161987816	12115.097882692	30.800	581.500	54.9359	70.312	50.781	3:21:00.1620	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_031500.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_031500.aif	360.1620	c
32	Waveform 1	6	11871.752215020	11922.618784349	0.000	374.400	50.8666			3:17:51.7522	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_031500.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_031500.aif	171.7520	sd
32	Spectrogram 1	6	11871.752215020	11922.618784349	0.000	374.400	50.8666	54.688	0.000	3:17:51.7522	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_031500.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_031500.aif	171.7520	sd
33	Waveform 1	6	11926.281177341	11976.130415284	70.500	237.900	49.8492			3:18:46.2812	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_031500.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_031500.aif	226.2810	c
33	Spectrogram 1	6	11926.281177341	11976.130415284	70.500	237.900	49.8492	179.688	136.719	3:18:46.2812	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_031500.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_031500.aif	226.2810	c
34	Waveform 1	6	12221.009730784	12280.421883760	0.000	546.300	59.4122			3:23:41.0097	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_031500.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_031500.aif	521.0095	c
34	Spectrogram 1	6	12221.009730784	12280.421883760	0.000	546.300	59.4122	125.000	27.344	3:23:41.0097	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_031500.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_031500.aif	521.0095	c
35	Waveform 1	6	12646.987178975	12750.754980407	17.600	590.300	103.7678			3:30:46.9872	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_033000.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_033000.aif	46.9870	su
35	Spectrogram 1	6	12646.987178975	12750.754980407	17.600	590.300	103.7678	171.875	54.688	3:30:46.9872	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_033000.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_033000.aif	46.9870	su
36	Waveform 1	6	12837.611289310	12919.811665346	66.100	462.600	82.2004			3:33:57.6113	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_033000.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_033000.aif	237.6115	c
36	Spectrogram 1	6	12837.611289310	12919.811665346	66.100	462.600	82.2004	66.406	70.312	3:33:57.6113	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_033000.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_033000.aif	237.6115	c
37	Waveform 1	6	13122.000000000	13197.282522607	39.600	215.900	75.2825			3:38:42.0000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_033000.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_033000.aif	522.0000	sd
37	Spectrogram 1	6	13122.000000000	13197.282522607	39.600	215.900	75.2825	54.688	58.594	3:38:42.0000	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_033000.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_033000.aif	522.0000	sd
38	Waveform 1	6	13220.070745667	13329.739069141	35.200	555.100	109.6683			3:40:20.0707	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_033000.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_033000.aif	620.0705	sd
38	Spectrogram 1	6	13220.070745667	13329.739069141	35.200	555.100	109.6683	171.875	78.125	3:40:20.0707	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_033000.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_033000.aif	620.0705	sd
39	Waveform 1	6	13496.377950264	13554.365839299	66.100	356.800	57.9879			3:44:56.3780	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_033000.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_033000.aif	896.3780	c
39	Spectrogram 1	6	13496.377950264	13554.365839299	66.100	356.800	57.9879	66.406	78.125	3:44:56.3780	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_033000.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_033000.aif	896.3780	c
40	Waveform 1	6	13964.879850414	14043.010900904	0.000	819.400	78.1311			3:52:44.8799	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_034500.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_034500.aif	464.8800	sd
40	Spectrogram 1	6	13964.879850414	14043.010900904	0.000	819.400	78.1311	171.875	82.031	3:52:44.8799	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_034500.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_034500.aif	464.8800	sd
41	Waveform 1	6	13700.373689902	13788.067655426	66.100	471.400	87.6940			3:48:20.3737	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_034500.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_034500.aif	200.3735	c
41	Spectrogram 1	6	13700.373689902	13788.067655426	66.100	471.400	87.6940	66.406	89.844	3:48:20.3737	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_034500.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_034500.aif	200.3735	c
42	Waveform 1	6	13838.027701643	13907.206235930	61.700	374.400	69.1785			3:50:38.0277	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_034500.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_034500.aif	338.0275	sd
42	Spectrogram 1	6	13838.027701643	13907.206235930	61.700	374.400	69.1785	85.938	82.031	3:50:38.0277	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_034500.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_034500.aif	338.0275	sd
43	Waveform 1	6	13920.024611401	13959.090136646	22.000	264.300	39.0655			3:52:00.0246	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_034500.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_034500.aif	420.0245	c
43	Spectrogram 1	6	13920.024611401	13959.090136646	22.000	264.300	39.0655	58.594	54.688	3:52:00.0246	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_034500.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_034500.aif	420.0245	c
44	Waveform 1	6	14150.156692540	14215.265901281	17.600	304.000	65.1092			3:55:50.1567	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_034500.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_034500.aif	650.1565	c
44	Spectrogram 1	6	14150.156692540	14215.265901281	17.600	304.000	65.1092	42.969	58.594	3:55:50.1567	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_034500.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_034500.aif	650.1565	c
45	Waveform 1	6	14210.789643180	14255.348757913	26.400	330.400	44.5591			3:56:50.7896	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_034500.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_034500.aif	710.7895	c
45	Spectrogram 1	6	14210.789643180	14255.348757913	26.400	330.400	44.5591	46.875	46.875	3:56:50.7896	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_034500.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_034500.aif	710.7895	c
46	Waveform 1	6	14260.638881123	14319.033702713	13.200	321.600	58.3948			3:57:40.6389	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_034500.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_034500.aif	760.6390	c
46	Spectrogram 1	6	14260.638881123	14319.033702713	13.200	321.600	58.3948	132.812	58.594	3:57:40.6389	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_034500.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_034500.aif	760.6390	c
47	Waveform 1	6	14369.493339488	14415.680184439	4.400	211.500	46.1868			3:59:29.4933	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161224_034500.aif	79296_Brunswick03_002K_M06_UTCm5_20161224_034500.aif	869.4935	c
