Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Delta Time (s)	Peak Freq (Hz)	Freq 25% (Hz)	Begin Clock Time	Begin Path	Begin File	File Offset (s)	calltype
14	Spectrogram 1	6	5071.604928410	5119.216037302	105.700	237.900	47.6111	171.875	136.719	1:24:31.6049	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_011500.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_011500.aif	571.6050	c
15	Waveform 1	6	5227.663563112	5281.785592879	0.000	198.200	54.1220			1:27:07.6636	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_011500.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_011500.aif	727.6635	c
15	Spectrogram 1	6	5227.663563112	5281.785592879	0.000	198.200	54.1220	0.000	3.906	1:27:07.6636	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_011500.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_011500.aif	727.6635	c
16	Waveform 1	6	5268.560284853	5314.543663527	74.900	176.200	45.9834			1:27:48.5603	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_011500.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_011500.aif	768.5605	c
16	Spectrogram 1	6	5268.560284853	5314.543663527	74.900	176.200	45.9834	171.875	89.844	1:27:48.5603	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_011500.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_011500.aif	768.5605	c
17	Waveform 1	6	5844.614909194	5890.598287867	0.000	502.200	45.9834			1:37:24.6149	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_013000.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_013000.aif	444.6150	c
17	Spectrogram 1	6	5844.614909194	5890.598287867	0.000	502.200	45.9834	0.000	3.906	1:37:24.6149	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_013000.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_013000.aif	444.6150	c
18	Waveform 1	6	6547.916893369	6577.622969857	83.700	339.200	29.7061			1:49:07.9169	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_014500.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_014500.aif	247.9170	c
18	Spectrogram 1	6	6547.916893369	6577.622969857	83.700	339.200	29.7061	175.781	109.375	1:49:07.9169	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_014500.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_014500.aif	247.9170	c
19	Waveform 1	6	7990.046523738	8026.060054823	35.200	193.800	36.0135			2:13:10.0465	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_020000.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_020000.aif	790.0465	c
19	Spectrogram 1	6	7990.046523738	8026.060054823	35.200	193.800	36.0135	50.781	50.781	2:13:10.0465	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_020000.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_020000.aif	790.0465	c
20	Waveform 1	6	10141.582126601	10188.989769216	83.700	497.800	47.4076			2:49:01.5821	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_024500.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_024500.aif	241.5820	c
20	Spectrogram 1	6	10141.582126601	10188.989769216	83.700	497.800	47.4076	85.938	93.750	2:49:01.5821	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_024500.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_024500.aif	241.5820	c
21	Waveform 1	6	10704.004510362	10742.866569329	92.500	237.900	38.8621			2:58:24.0045	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_024500.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_024500.aif	804.0045	c
21	Spectrogram 1	6	10704.004510362	10742.866569329	92.500	237.900	38.8621	144.531	117.188	2:58:24.0045	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_024500.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_024500.aif	804.0045	c
22	Waveform 1	6	10763.213197061	10806.551514130	118.900	198.200	43.3383			2:59:23.2132	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_024500.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_024500.aif	863.2130	c
22	Spectrogram 1	6	10763.213197061	10806.551514130	118.900	198.200	43.3383	171.875	144.531	2:59:23.2132	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_024500.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_024500.aif	863.2130	c
23	Waveform 1	6	11281.971267709	11326.937314996	132.200	198.200	44.9660			3:08:01.9713	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_030000.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_030000.aif	481.9715	c
23	Spectrogram 1	6	11281.971267709	11326.937314996	132.200	198.200	44.9660	171.875	152.344	3:08:01.9713	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_030000.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_030000.aif	481.9715	c
24	Waveform 1	6	11333.448235870	11383.297473813	4.400	215.900	49.8492			3:08:53.4482	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_030000.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_030000.aif	533.4480	c
24	Spectrogram 1	6	11333.448235870	11383.297473813	4.400	215.900	49.8492	50.781	42.969	3:08:53.4482	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_030000.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_030000.aif	533.4480	c
25	Waveform 1	6	11573.945375659	11614.435164846	110.100	207.000	40.4898			3:12:53.9454	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_030000.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_030000.aif	773.9455	c
25	Spectrogram 1	6	11573.945375659	11614.435164846	110.100	207.000	40.4898	121.094	132.812	3:12:53.9454	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_030000.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_030000.aif	773.9455	c
26	Waveform 1	6	11691.773107573	11751.388726827	26.400	202.600	59.6156			3:14:51.7731	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_030000.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_030000.aif	891.7730	c
26	Spectrogram 1	6	11691.773107573	11751.388726827	26.400	202.600	59.6156	50.781	46.875	3:14:51.7731	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_030000.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_030000.aif	891.7730	c
27	Waveform 1	6	11878.148217596	11950.785678598	13.200	180.600	72.6375			3:17:58.1482	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_031500.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_031500.aif	178.1480	c
27	Spectrogram 1	6	11878.148217596	11950.785678598	13.200	180.600	72.6375	50.781	39.062	3:17:58.1482	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_031500.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_031500.aif	178.1480	c
28	Waveform 1	6	12079.783298417	12138.585052562	48.500	198.200	58.8018			3:21:19.7833	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_031500.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_031500.aif	379.7835	c
28	Spectrogram 1	6	12079.783298417	12138.585052562	48.500	198.200	58.8018	50.781	54.688	3:21:19.7833	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_031500.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_031500.aif	379.7835	c
29	Waveform 1	6	12259.363084778	12337.290668990	26.400	237.900	77.9276			3:24:19.3631	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_031500.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_031500.aif	559.3630	c
29	Spectrogram 1	6	12259.363084778	12337.290668990	26.400	237.900	77.9276	42.969	50.781	3:24:19.3631	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_031500.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_031500.aif	559.3630	c
30	Waveform 1	6	12500.470623399	12546.657468350	26.400	215.900	46.1868			3:28:20.4706	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_031500.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_031500.aif	800.4705	c
30	Spectrogram 1	6	12500.470623399	12546.657468350	26.400	215.900	46.1868	50.781	42.969	3:28:20.4706	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_031500.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_031500.aif	800.4705	c
31	Waveform 1	6	12548.285198568	12595.896307460	13.200	387.700	47.6111			3:29:08.2852	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_031500.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_031500.aif	848.2850	c
31	Spectrogram 1	6	12548.285198568	12595.896307460	13.200	387.700	47.6111	175.781	46.875	3:29:08.2852	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_031500.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_031500.aif	848.2850	c
32	Waveform 1	6	12364.351683873	12416.235584589	17.600	171.800	51.8839			3:26:04.3517	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_031500.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_031500.aif	664.3515	c
32	Spectrogram 1	6	12364.351683873	12416.235584589	17.600	171.800	51.8839	50.781	39.062	3:26:04.3517	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_031500.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_031500.aif	664.3515	c
33	Waveform 1	6	12693.479184062	12726.237254710	17.600	215.900	32.7581			3:31:33.4792	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_033000.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_033000.aif	93.4790	c
33	Spectrogram 1	6	12693.479184062	12726.237254710	17.600	215.900	32.7581	19.531	42.969	3:31:33.4792	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_033000.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_033000.aif	93.4790	c
34	Waveform 1	6	12892.876135833	12925.430740203	13.200	198.200	32.5546			3:34:52.8761	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_033000.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_033000.aif	292.8760	c
34	Spectrogram 1	6	12892.876135833	12925.430740203	13.200	198.200	32.5546	19.531	39.062	3:34:52.8761	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_033000.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_033000.aif	292.8760	c
35	Waveform 1	6	13065.212072720	13127.269287302	17.600	211.500	62.0572			3:37:45.2121	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_033000.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_033000.aif	465.2120	c
35	Spectrogram 1	6	13065.212072720	13127.269287302	17.600	211.500	62.0572	19.531	39.062	3:37:45.2121	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_033000.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_033000.aif	465.2120	c
36	Waveform 1	6	12818.602803124	12887.374404858	22.000	198.200	68.7716			3:33:38.6028	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_033000.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_033000.aif	218.6030	c
36	Spectrogram 1	6	12818.602803124	12887.374404858	22.000	198.200	68.7716	46.875	42.969	3:33:38.6028	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_033000.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_033000.aif	218.6030	c
37	Waveform 1	6	13250.895847400	13320.481314243	0.000	202.600	69.5855			3:40:50.8958	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_033000.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_033000.aif	650.8960	sd
37	Spectrogram 1	6	13250.895847400	13320.481314243	0.000	202.600	69.5855	0.000	0.000	3:40:50.8958	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_033000.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_033000.aif	650.8960	sd
38	Waveform 1	6	13520.488664846	13566.675509797	35.200	242.300	46.1868			3:45:20.4887	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_034500.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_034500.aif	20.4885	c
38	Spectrogram 1	6	13520.488664846	13566.675509797	35.200	242.300	46.1868	58.594	54.688	3:45:20.4887	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_034500.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_034500.aif	20.4885	c
39	Waveform 1	6	13157.301359834	13239.094803316	26.400	198.200	81.7934			3:39:17.3014	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_033000.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_033000.aif	557.3015	c
39	Spectrogram 1	6	13157.301359834	13239.094803316	26.400	198.200	81.7934	58.594	50.781	3:39:17.3014	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_033000.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_033000.aif	557.3015	c
40	Waveform 1	6	13364.226563866	13411.023807649	0.000	224.700	46.7972			3:42:44.2266	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_033000.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_033000.aif	764.2265	c
40	Spectrogram 1	6	13364.226563866	13411.023807649	0.000	224.700	46.7972	0.000	0.000	3:42:44.2266	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_033000.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_033000.aif	764.2265	c
41	Waveform 1	6	13834.763126790	13902.924329691	22.000	207.000	68.1612			3:50:34.7631	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_034500.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_034500.aif	334.7630	sd
41	Spectrogram 1	6	13834.763126790	13902.924329691	22.000	207.000	68.1612	171.875	85.938	3:50:34.7631	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_034500.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_034500.aif	334.7630	sd
42	Waveform 1	6	13906.179790128	13978.410318576	26.400	242.300	72.2305			3:51:46.1798	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_034500.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_034500.aif	406.1800	su
42	Spectrogram 1	6	13906.179790128	13978.410318576	26.400	242.300	72.2305	66.406	54.688	3:51:46.1798	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_034500.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_034500.aif	406.1800	su
43	Waveform 1	6	13767.415788998	13809.126375848	17.600	211.500	41.7106			3:49:27.4158	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_034500.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_034500.aif	267.4160	c
43	Spectrogram 1	6	13767.415788998	13809.126375848	17.600	211.500	41.7106	19.531	35.156	3:49:27.4158	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_034500.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_034500.aif	267.4160	c
44	Waveform 1	6	14092.547383694	14163.687160701	0.000	220.300	71.1398			3:54:52.5474	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_034500.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_034500.aif	592.5475	c
44	Spectrogram 1	6	14092.547383694	14163.687160701	0.000	220.300	71.1398	0.000	0.000	3:54:52.5474	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_034500.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_034500.aif	592.5475	c
45	Waveform 1	6	14383.634206481	14418.426939902	0.000	356.800	34.7927			3:59:43.6342	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_034500.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_034500.aif	883.6340	c
45	Spectrogram 1	6	14383.634206481	14418.426939902	0.000	356.800	34.7927	0.000	0.000	3:59:43.6342	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_034500.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_034500.aif	883.6340	c
46	Waveform 1	6	14475.397497551	14596.053000000	0.000	229.100	120.6555			4:01:15.3975	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_040000.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_040000.aif	75.3975	su
46	Spectrogram 1	6	14475.397497551	14596.053000000	0.000	229.100	120.6555	0.000	0.000	4:01:15.3975	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_040000.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_040000.aif	75.3975	su
47	Waveform 1	6	14700.350263753	14749.792569141	0.000	123.300	49.4423			4:05:00.3503	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_040000.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_040000.aif	300.3505	c
47	Spectrogram 1	6	14700.350263753	14749.792569141	0.000	123.300	49.4423	0.000	0.000	4:05:00.3503	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_040000.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_040000.aif	300.3505	c
48	Waveform 1	6	14912.362124717	14952.444981349	110.100	176.200	40.0829			4:08:32.3621	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_040000.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_040000.aif	512.3620	c
48	Spectrogram 1	6	14912.362124717	14952.444981349	110.100	176.200	40.0829	175.781	140.625	4:08:32.3621	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_040000.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_040000.aif	512.3620	c
49	Waveform 1	6	15054.097183497	15117.375195742	0.000	286.300	63.2780			4:10:54.0972	C:\Users\xavier.mouy\Desktop\Brunswick\79296_Brunswick03_002K_M06_UTCm5_20161221_040000.aif	79296_Brunswick03_002K_M06_UTCm5_20161221_040000.aif	654.0970	su
