Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File Offset (s)	Begin File	Begin Path	score	rating	tags	notes
1398	Waveform 1	1	40208.076000000	40244.756000000	26.500	355.500	234.5010	NOPP7a_Clips_Ano_1000_20090715_003000_2244s450ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_003000_2244s450ms_ch01.aif				
1398	Spectrogram 1	1	40208.076000000	40244.756000000	26.500	355.500	234.5010	NOPP7a_Clips_Ano_1000_20090715_003000_2244s450ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_003000_2244s450ms_ch01.aif				
1399	Waveform 1	1	40319.426000000	40346.608000000	32.200	382.700	345.8510	NOPP7a_Clips_Ano_1000_20090715_003000_2244s450ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_003000_2244s450ms_ch01.aif				
1399	Spectrogram 1	1	40319.426000000	40346.608000000	32.200	382.700	345.8510	NOPP7a_Clips_Ano_1000_20090715_003000_2244s450ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_003000_2244s450ms_ch01.aif				
1400	Waveform 1	1	40380.996000000	40423.407000000	29.300	381.300	407.4210	NOPP7a_Clips_Ano_1000_20090715_003000_2244s450ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_003000_2244s450ms_ch01.aif				
1400	Spectrogram 1	1	40380.996000000	40423.407000000	29.300	381.300	407.4210	NOPP7a_Clips_Ano_1000_20090715_003000_2244s450ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_003000_2244s450ms_ch01.aif				
1401	Waveform 1	1	40507.083000000	40543.927000000	29.300	369.800	533.5080	NOPP7a_Clips_Ano_1000_20090715_003000_2244s450ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_003000_2244s450ms_ch01.aif				
1401	Spectrogram 1	1	40507.083000000	40543.927000000	29.300	369.800	533.5080	NOPP7a_Clips_Ano_1000_20090715_003000_2244s450ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_003000_2244s450ms_ch01.aif				
1402	Waveform 1	1	40673.617000000	40706.203000000	15.000	352.600	700.0420	NOPP7a_Clips_Ano_1000_20090715_003000_2244s450ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_003000_2244s450ms_ch01.aif				
1402	Spectrogram 1	1	40673.617000000	40706.203000000	15.000	352.600	700.0420	NOPP7a_Clips_Ano_1000_20090715_003000_2244s450ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_003000_2244s450ms_ch01.aif				
1403	Waveform 1	1	40788.569000000	40828.852000000	33.600	342.600	1.3640	NOPP7a_Clips_Ano_1000_20090715_003000_2382s780ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_003000_2382s780ms_ch01.aif				
1403	Spectrogram 1	1	40788.569000000	40828.852000000	33.600	342.600	1.3640	NOPP7a_Clips_Ano_1000_20090715_003000_2382s780ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_003000_2382s780ms_ch01.aif				
1404	Waveform 1	1	40887.311000000	40928.248000000	26.500	335.500	100.1060	NOPP7a_Clips_Ano_1000_20090715_003000_2382s780ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_003000_2382s780ms_ch01.aif				
1404	Spectrogram 1	1	40887.311000000	40928.248000000	26.500	335.500	100.1060	NOPP7a_Clips_Ano_1000_20090715_003000_2382s780ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_003000_2382s780ms_ch01.aif				
1405	Waveform 1	1	41007.176000000	41048.932000000	19.300	355.500	24.0570	NOPP7a_Clips_Ano_1000_20090715_003000_2642s415ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_003000_2642s415ms_ch01.aif				
1405	Spectrogram 1	1	41007.176000000	41048.932000000	19.300	355.500	24.0570	NOPP7a_Clips_Ano_1000_20090715_003000_2642s415ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_003000_2642s415ms_ch01.aif				
1406	Waveform 1	1	41231.677000000	41276.544000000	12.200	364.100	40.1785	NOPP7a_Clips_Ano_1000_20090715_004500_2849s130ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_004500_2849s130ms_ch01.aif				
1406	Spectrogram 1	1	41231.677000000	41276.544000000	12.200	364.100	40.1785	NOPP7a_Clips_Ano_1000_20090715_004500_2849s130ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_004500_2849s130ms_ch01.aif				
1407	Waveform 1	1	41103.788000000	41142.106000000	23.600	374.100	34.0970	NOPP7a_Clips_Ano_1000_20090715_004500_2753s460ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_004500_2753s460ms_ch01.aif				
1407	Spectrogram 1	1	41103.788000000	41142.106000000	23.600	374.100	34.0970	NOPP7a_Clips_Ano_1000_20090715_004500_2753s460ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_004500_2753s460ms_ch01.aif				
1408	Waveform 1	1	41304.546000000	41334.839000000	26.500	387.000	1.3430	NOPP7a_Clips_Ano_1000_20090715_004500_3000s540ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_004500_3000s540ms_ch01.aif				
1408	Spectrogram 1	1	41304.546000000	41334.839000000	26.500	387.000	1.3430	NOPP7a_Clips_Ano_1000_20090715_004500_3000s540ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_004500_3000s540ms_ch01.aif				
1409	Waveform 1	1	41388.877000000	41438.984000000	6.400	397.000	85.6740	NOPP7a_Clips_Ano_1000_20090715_004500_3000s540ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_004500_3000s540ms_ch01.aif				
1409	Spectrogram 1	1	41388.877000000	41438.984000000	6.400	397.000	85.6740	NOPP7a_Clips_Ano_1000_20090715_004500_3000s540ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_004500_3000s540ms_ch01.aif				
1410	Waveform 1	1	41449.137000000	41481.232000000	10.700	391.300	145.9340	NOPP7a_Clips_Ano_1000_20090715_004500_3000s540ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_004500_3000s540ms_ch01.aif				
1410	Spectrogram 1	1	41449.137000000	41481.232000000	10.700	391.300	145.9340	NOPP7a_Clips_Ano_1000_20090715_004500_3000s540ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_004500_3000s540ms_ch01.aif				
1411	Waveform 1	1	41578.663000000	41612.886000000	7.900	378.400	126.1050	NOPP7a_Clips_Ano_1000_20090715_004500_3192s555ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_004500_3192s555ms_ch01.aif				
1411	Spectrogram 1	1	41578.663000000	41612.886000000	7.900	378.400	126.1050	NOPP7a_Clips_Ano_1000_20090715_004500_3192s555ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_004500_3192s555ms_ch01.aif				
1412	Waveform 1	1	41643.508000000	41673.474000000	22.200	388.400	190.9500	NOPP7a_Clips_Ano_1000_20090715_004500_3192s555ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_004500_3192s555ms_ch01.aif				
1412	Spectrogram 1	1	41643.508000000	41673.474000000	22.200	388.400	190.9500	NOPP7a_Clips_Ano_1000_20090715_004500_3192s555ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_004500_3192s555ms_ch01.aif				
1413	Waveform 1	1	41739.957000000	41776.146000000	19.300	387.000	41.1445	NOPP7a_Clips_Ano_1000_20090715_010000_3600s180ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_010000_3600s180ms_ch01.aif				
1413	Spectrogram 1	1	41739.957000000	41776.146000000	19.300	387.000	41.1445	NOPP7a_Clips_Ano_1000_20090715_010000_3600s180ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_010000_3600s180ms_ch01.aif				
1414	Waveform 1	1	41810.206000000	41857.857000000	25.000	381.300	111.3935	NOPP7a_Clips_Ano_1000_20090715_010000_3600s180ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_010000_3600s180ms_ch01.aif				
1414	Spectrogram 1	1	41810.206000000	41857.857000000	25.000	381.300	111.3935	NOPP7a_Clips_Ano_1000_20090715_010000_3600s180ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_010000_3600s180ms_ch01.aif				
1415	Waveform 1	1	41899.286000000	41940.387000000	27.900	369.800	200.4735	NOPP7a_Clips_Ano_1000_20090715_010000_3600s180ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_010000_3600s180ms_ch01.aif				
1415	Spectrogram 1	1	41899.286000000	41940.387000000	27.900	369.800	200.4735	NOPP7a_Clips_Ano_1000_20090715_010000_3600s180ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_010000_3600s180ms_ch01.aif				
1416	Waveform 1	1	42039.619000000	42106.102000000	16.500	371.200	340.8065	NOPP7a_Clips_Ano_1000_20090715_010000_3600s180ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_010000_3600s180ms_ch01.aif				
1416	Spectrogram 1	1	42039.619000000	42106.102000000	16.500	371.200	340.8065	NOPP7a_Clips_Ano_1000_20090715_010000_3600s180ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_010000_3600s180ms_ch01.aif				
1417	Waveform 1	1	42134.267000000	42185.848000000	16.500	365.500	0.8750	NOPP7a_Clips_Ano_1000_20090715_010000_3786s300ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_010000_3786s300ms_ch01.aif				
1417	Spectrogram 1	1	42134.267000000	42185.848000000	16.500	365.500	0.8750	NOPP7a_Clips_Ano_1000_20090715_010000_3786s300ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_010000_3786s300ms_ch01.aif				
1418	Waveform 1	1	42223.511000000	42270.834000000	29.300	356.900	1.9040	NOPP7a_Clips_Ano_1000_20090715_010000_3923s580ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_010000_3923s580ms_ch01.aif				
1418	Spectrogram 1	1	42223.511000000	42270.834000000	29.300	356.900	1.9040	NOPP7a_Clips_Ano_1000_20090715_010000_3923s580ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_010000_3923s580ms_ch01.aif				
1419	Waveform 1	1	42301.947000000	42339.282000000	20.700	356.900	5.9400	NOPP7a_Clips_Ano_1000_20090715_010000_4081s395ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_010000_4081s395ms_ch01.aif				
1419	Spectrogram 1	1	42301.947000000	42339.282000000	20.700	356.900	5.9400	NOPP7a_Clips_Ano_1000_20090715_010000_4081s395ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_010000_4081s395ms_ch01.aif				
1420	Waveform 1	1	42369.739000000	42408.548000000	22.200	367.000	4.3275	NOPP7a_Clips_Ano_1000_20090715_010000_4204s185ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_010000_4204s185ms_ch01.aif				
1420	Spectrogram 1	1	42369.739000000	42408.548000000	22.200	367.000	4.3275	NOPP7a_Clips_Ano_1000_20090715_010000_4204s185ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_010000_4204s185ms_ch01.aif				
1421	Waveform 1	1	42457.837000000	42501.722000000	23.600	359.800	4.7055	NOPP7a_Clips_Ano_1000_20090715_011500_4500s090ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_011500_4500s090ms_ch01.aif				
1421	Spectrogram 1	1	42457.837000000	42501.722000000	23.600	359.800	4.7055	NOPP7a_Clips_Ano_1000_20090715_011500_4500s090ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_011500_4500s090ms_ch01.aif				
1422	Waveform 1	1	42530.051000000	42564.766000000	17.900	359.800	76.9195	NOPP7a_Clips_Ano_1000_20090715_011500_4500s090ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_011500_4500s090ms_ch01.aif				
1422	Spectrogram 1	1	42530.051000000	42564.766000000	17.900	359.800	76.9195	NOPP7a_Clips_Ano_1000_20090715_011500_4500s090ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_011500_4500s090ms_ch01.aif				
1423	Waveform 1	1	42607.341000000	42645.331000000	12.200	359.800	154.2095	NOPP7a_Clips_Ano_1000_20090715_011500_4500s090ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_011500_4500s090ms_ch01.aif				
1423	Spectrogram 1	1	42607.341000000	42645.331000000	12.200	359.800	154.2095	NOPP7a_Clips_Ano_1000_20090715_011500_4500s090ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_011500_4500s090ms_ch01.aif				
1424	Waveform 1	1	42664.817000000	42704.772000000	23.600	364.100	211.6855	NOPP7a_Clips_Ano_1000_20090715_011500_4500s090ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_011500_4500s090ms_ch01.aif				
1424	Spectrogram 1	1	42664.817000000	42704.772000000	23.600	364.100	211.6855	NOPP7a_Clips_Ano_1000_20090715_011500_4500s090ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_011500_4500s090ms_ch01.aif				
1425	Waveform 1	1	42723.767000000	42757.991000000	20.700	361.200	270.6355	NOPP7a_Clips_Ano_1000_20090715_011500_4500s090ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_011500_4500s090ms_ch01.aif				
1425	Spectrogram 1	1	42723.767000000	42757.991000000	20.700	361.200	270.6355	NOPP7a_Clips_Ano_1000_20090715_011500_4500s090ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_011500_4500s090ms_ch01.aif				
1426	Waveform 1	1	42792.869000000	42829.877000000	20.700	362.700	39.4980	NOPP7a_Clips_Ano_1000_20090715_011500_5038s320ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_011500_5038s320ms_ch01.aif				
1426	Spectrogram 1	1	42792.869000000	42829.877000000	20.700	362.700	39.4980	NOPP7a_Clips_Ano_1000_20090715_011500_5038s320ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_011500_5038s320ms_ch01.aif				
1427	Waveform 1	1	42938.771000000	42977.579000000	16.500	349.800	185.4000	NOPP7a_Clips_Ano_1000_20090715_011500_5038s320ms_ch01.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET04\NOPP7a_Clips_Ano_1000_20090715_011500_5038s320ms_ch01.aif				
