Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Class	Sound type	Software	Confidence
11	Spectrogram 1	1	0.1	60.644999999999996	60.544999999999995	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091214_201500_17207s520ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091214_201500_17207s520ms_ch10.aif	NN	nan	raven	0.0
12	Spectrogram 1	1	0.1	65.3245	65.2245	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091214_204500_19134s585ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091214_204500_19134s585ms_ch10.aif	NN	nan	raven	0.0
13	Spectrogram 1	1	0.1	47.91	47.809999999999995	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091214_210000_19836s270ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091214_210000_19836s270ms_ch10.aif	NN	nan	raven	0.0
14	Spectrogram 1	1	0.1	51.285	51.184999999999995	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091214_211500_21424s485ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091214_211500_21424s485ms_ch10.aif	NN	nan	raven	0.0
15	Spectrogram 1	1	0.1	69.1945	69.09450000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091214_230000_27595s470ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091214_230000_27595s470ms_ch10.aif	NN	nan	raven	0.0
16	Spectrogram 1	1	0.1	58.574999999999996	58.474999999999994	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091214_231500_28334s805ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091214_231500_28334s805ms_ch10.aif	NN	nan	raven	0.0
17	Spectrogram 1	1	0.1	77.2945	77.1945	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_000000_762s660ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_000000_762s660ms_ch10.aif	NN	nan	raven	0.0
18	Spectrogram 1	1	0.1	91.11	91.01	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_003000_1813s995ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_003000_1813s995ms_ch10.aif	NN	nan	raven	0.0
19	Spectrogram 1	1	0.1	53.805	53.705	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_013000_6173s775ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_013000_6173s775ms_ch10.aif	NN	nan	raven	0.0
20	Spectrogram 1	1	0.1	76.125	76.025	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_020000_7401s855ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_020000_7401s855ms_ch10.aif	NN	nan	raven	0.0
21	Spectrogram 1	1	0.1	89.17500000000001	89.07500000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_020000_7569s855ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_020000_7569s855ms_ch10.aif	NN	nan	raven	0.0
22	Spectrogram 1	1	0.1	66.405	66.305	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_020000_7952s085ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_020000_7952s085ms_ch10.aif	NN	nan	raven	0.0
23	Spectrogram 1	1	0.1	56.1445	56.0445	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_021500_8137s965ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_021500_8137s965ms_ch10.aif	NN	nan	raven	0.0
24	Spectrogram 1	1	0.1	50.25	50.15	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_030000_11029s125ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_030000_11029s125ms_ch10.aif	NN	nan	raven	0.0
25	Spectrogram 1	1	0.1	69.68950000000001	69.58950000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_030000_11369s370ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_030000_11369s370ms_ch10.aif	NN	nan	raven	0.0
26	Spectrogram 1	1	0.1	55.83	55.73	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_033000_13002s975ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_033000_13002s975ms_ch10.aif	NN	nan	raven	0.0
27	Spectrogram 1	1	0.1	106.9945	106.89450000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_034500_13681s395ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_034500_13681s395ms_ch10.aif	NN	nan	raven	0.0
28	Spectrogram 1	1	0.1	88.59	88.49000000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_040000_15178s005ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_040000_15178s005ms_ch10.aif	NN	nan	raven	0.0
29	Spectrogram 1	1	0.1	81.66000000000001	81.56000000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_041500_15720s585ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_041500_15720s585ms_ch10.aif	NN	nan	raven	0.0
30	Spectrogram 1	1	0.1	93.58500000000001	93.48500000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_043000_16601s760ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_043000_16601s760ms_ch10.aif	NN	nan	raven	0.0
31	Spectrogram 1	1	0.1	67.012	66.912	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_043000_16800s113ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_043000_16800s113ms_ch10.aif	NN	nan	raven	0.0
32	Spectrogram 1	1	0.1	66.405	66.305	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_050000_18240s090ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_050000_18240s090ms_ch10.aif	NN	nan	raven	0.0
33	Spectrogram 1	1	0.1	88.9495	88.8495	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_051500_18964s905ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_051500_18964s905ms_ch10.aif	NN	nan	raven	0.0
34	Spectrogram 1	1	0.1	87.73450000000001	87.63450000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_054500_20920s275ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_054500_20920s275ms_ch10.aif	NN	nan	raven	0.0
35	Spectrogram 1	1	0.1	46.4245	46.3245	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_063000_23825s160ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_063000_23825s160ms_ch10.aif	NN	nan	raven	0.0
36	Spectrogram 1	1	0.1	70.49950000000001	70.39950000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_064500_24366s300ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_064500_24366s300ms_ch10.aif	NN	nan	raven	0.0
37	Spectrogram 1	1	0.1	71.12950000000001	71.02950000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_064500_25083s870ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_064500_25083s870ms_ch10.aif	NN	nan	raven	0.0
38	Spectrogram 1	1	0.1	72.075	71.97500000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_071500_26880s180ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_071500_26880s180ms_ch10.aif	NN	nan	raven	0.0
39	Spectrogram 1	1	0.1	59.385	59.285	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_073000_27610s440ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_073000_27610s440ms_ch10.aif	NN	nan	raven	0.0
40	Spectrogram 1	1	0.1	48.269999999999996	48.169999999999995	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_074500_28509s930ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_074500_28509s930ms_ch10.aif	NN	nan	raven	0.0
41	Spectrogram 1	1	0.1	57.7645	57.6645	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_074500_28691s565ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_074500_28691s565ms_ch10.aif	NN	nan	raven	0.0
42	Spectrogram 1	1	0.1	90.30000000000001	90.20000000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_080000_29201s580ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_080000_29201s580ms_ch10.aif	NN	nan	raven	0.0
43	Spectrogram 1	1	0.1	54.885	54.785	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_084500_31820s925ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_084500_31820s925ms_ch10.aif	NN	nan	raven	0.0
44	Spectrogram 1	1	0.1	61.6795	61.579499999999996	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_090000_33010s890ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_090000_33010s890ms_ch10.aif	NN	nan	raven	0.0
45	Spectrogram 1	1	0.1	71.85000000000001	71.75000000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_091500_34090s035ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_091500_34090s035ms_ch10.aif	NN	nan	raven	0.0
46	Spectrogram 1	1	0.1	71.21950000000001	71.11950000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_094500_35356s815ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_094500_35356s815ms_ch10.aif	NN	nan	raven	0.0
47	Spectrogram 1	1	0.1	64.02000000000001	63.92000000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_100000_36809s010ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_100000_36809s010ms_ch10.aif	NN	nan	raven	0.0
48	Spectrogram 1	1	0.1	64.605	64.50500000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_101500_36973s050ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_101500_36973s050ms_ch10.aif	NN	nan	raven	0.0
49	Spectrogram 1	1	0.1	72.30000000000001	72.20000000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_101500_37331s115ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_101500_37331s115ms_ch10.aif	NN	nan	raven	0.0
50	Spectrogram 1	1	0.1	60.5545	60.454499999999996	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_104500_39496s380ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_104500_39496s380ms_ch10.aif	NN	nan	raven	0.0
51	Spectrogram 1	1	0.1	64.2895	64.18950000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_113000_41650s890ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_113000_41650s890ms_ch10.aif	NN	nan	raven	0.0
52	Spectrogram 1	1	0.1	56.55	56.449999999999996	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_121500_44721s405ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_121500_44721s405ms_ch10.aif	NN	nan	raven	0.0
53	Spectrogram 1	1	0.1	61.1845	61.0845	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_130000_46887s345ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_130000_46887s345ms_ch10.aif	NN	nan	raven	0.0
54	Spectrogram 1	1	0.1	97.05000000000001	96.95000000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_133000_48872s670ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_133000_48872s670ms_ch10.aif	NN	nan	raven	0.0
55	Spectrogram 1	1	0.1	94.62	94.52000000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_134500_49577s820ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_134500_49577s820ms_ch10.aif	NN	nan	raven	0.0
56	Spectrogram 1	1	0.1	63.975	63.875	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_134500_49775s355ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_134500_49775s355ms_ch10.aif	NN	nan	raven	0.0
57	Spectrogram 1	1	0.1	94.53	94.43	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_144500_53880s495ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_144500_53880s495ms_ch10.aif	NN	nan	raven	0.0
58	Spectrogram 1	1	0.1	66.35950000000001	66.25950000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_150000_54293s235ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_150000_54293s235ms_ch10.aif	NN	nan	raven	0.0
59	Spectrogram 1	1	0.1	52.8595	52.759499999999996	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_151500_55011s615ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_151500_55011s615ms_ch10.aif	NN	nan	raven	0.0
60	Spectrogram 1	1	0.1	55.2895	55.189499999999995	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_153000_56620s845ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_153000_56620s845ms_ch10.aif	NN	nan	raven	0.0
61	Spectrogram 1	1	0.1	77.52000000000001	77.42000000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_164500_60386s010ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_164500_60386s010ms_ch10.aif	NN	nan	raven	0.0
62	Spectrogram 1	1	0.1	61.0945	60.994499999999995	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_170000_61680s225ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_170000_61680s225ms_ch10.aif	NN	nan	raven	0.0
63	Spectrogram 1	1	0.1	54.2995	54.1995	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_184500_68162s475ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_184500_68162s475ms_ch10.aif	NN	nan	raven	0.0
64	Spectrogram 1	1	0.1	51.735	51.635	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_193000_71046s975ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_193000_71046s975ms_ch10.aif	NN	nan	raven	0.0
65	Spectrogram 1	1	0.1	61.5445	61.4445	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_194500_71592s090ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_194500_71592s090ms_ch10.aif	NN	nan	raven	0.0
66	Spectrogram 1	1	0.1	106.5	106.4	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_201500_72982s500ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_201500_72982s500ms_ch10.aif	NN	nan	raven	0.0
67	Spectrogram 1	1	0.1	58.98	58.879999999999995	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_210000_76324s725ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_210000_76324s725ms_ch10.aif	NN	nan	raven	0.0
68	Spectrogram 1	1	0.1	64.06500000000001	63.96500000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_213000_77534s625ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_213000_77534s625ms_ch10.aif	NN	nan	raven	0.0
69	Spectrogram 1	1	0.1	69.9595	69.85950000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200912-NOPP9_CH10\noise\NOPP9_Clips_Bac_FP_20091218_223000_81147s135ms_ch10.aif	0.1	NOPP9_Clips_Bac_FP_20091218_223000_81147s135ms_ch10.aif	NN	nan	raven	0.0
