Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Clock Time	Begin Date	pulse train type
42	Spectrogram 1	1	37124.854357812	37182.282273718	116.9	493.5	14:18:44.854	2016/12/31	SU
43	Spectrogram 1	1	37709.645552354	37753.791681541	142.9	415.6	14:28:29.646	2016/12/31	SU
44	Spectrogram 1	1	46170.632466034	46204.659138674	134.2	359.3	16:49:30.632	2016/12/31	SU
45	Spectrogram 1	1	46789.829812837	46824.362458304	112.6	355.0	16:59:49.830	2016/12/31	SU
46	Spectrogram 1	1	47423.700371633	47475.815572851	73.6	355.0	17:10:23.700	2016/12/31	SU
47	Spectrogram 1	1	49297.623135043	49345.564060436	151.5	393.9	17:41:37.623	2016/12/31	SU
49	Spectrogram 1	1	49809.196604330	49873.075673784	4.3	203.5	17:50:09.197	2016/12/31	SD
51	Spectrogram 1	1	49894.888930465	49949.028022992	129.9	368.0	17:51:34.889	2016/12/31	SU
52	Spectrogram 1	1	50238.379312954	50273.417931249	56.3	142.9	17:57:18.379	2016/12/31	SD
53	Spectrogram 1	1	50614.456716210	50668.469315531	60.6	173.2	18:03:34.457	2016/12/31	SD
54	Spectrogram 1	1	51055.425134575	51101.468661865	60.6	160.2	18:10:55.425	2016/12/31	SD
55	Spectrogram 1	1	51107.034362966	51156.366713633	151.5	368.0	18:11:47.034	2016/12/31	SU
56	Spectrogram 1	1	51428.529799250	51474.699819747	77.9	164.5	18:17:08.530	2016/12/31	SD
57	Spectrogram 1	1	51414.952715379	51429.246447752	69.3	199.1	18:16:54.953	2016/12/31	SU
58	Spectrogram 1	1	51804.733695713	51816.877043570	60.6	207.8	18:23:24.734	2016/12/31	SU
59	Spectrogram 1	1	51815.991591122	51862.414598032	82.3	160.2	18:23:35.992	2016/12/31	SD
60	Spectrogram 1	1	52358.407561373	52414.697038416	30.3	355.0	18:32:38.408	2016/12/31	SU
61	Spectrogram 1	1	51754.979723120	51793.939630827	164.5	363.6	18:22:34.980	2016/12/31	SU
62	Spectrogram 1	1	52797.815918951	52842.468020965	82.3	155.8	18:39:57.816	2016/12/31	SD
63	Spectrogram 1	1	53243.173831816	53289.976318347	77.9	368.0	18:47:23.174	2016/12/31	SU
64	Spectrogram 1	1	53641.425314008	53693.034542399	186.1	372.3	18:54:01.425	2016/12/31	SU
65	Spectrogram 1	1	54227.975133246	54286.288501600	168.8	502.2	19:03:47.975	2016/12/31	SU
67	Spectrogram 1	1	54831.373109393	54884.879735887	108.2	372.3	19:13:51.373	2016/12/31	SU
68	Spectrogram 1	1	54718.123921532	54768.088738234	86.6	350.6	19:11:58.124	2016/12/31	SU
69	Spectrogram 1	1	56027.405678028	56076.738028695	255.4	381.0	19:33:47.406	2016/12/31	SU
70	Spectrogram 1	1	64110.979827700	64151.331160682	95.2	164.5	21:48:30.980	2016/12/31	SU
71	Spectrogram 1	1	63890.249181765	63939.455039225	82.3	138.5	21:44:50.249	2016/12/31	SU
