Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Clock Time	Begin Date	pulse train type
65	Spectrogram 1	1	56312.231260373	56349.489967133	77.9	142.9	19:38:32.231	2017/2/16	SD
66	Spectrogram 1	1	56650.203425408	56698.790793007	77.9	567.1	19:44:10.203	2017/2/16	SU
67	Spectrogram 1	1	57604.958686131	57657.574022028	69.3	554.1	20:00:04.959	2017/2/16	SU
68	Spectrogram 1	1	58037.210484149	58087.937709907	73.6	567.1	20:07:17.210	2017/2/16	SU
69	Spectrogram 1	1	58338.175240443	58379.461915501	116.9	571.4	20:12:18.175	2017/2/16	SU
70	Spectrogram 1	1	58632.091502214	58685.965578205	69.3	697.0	20:17:12.092	2017/2/16	SU
71	Spectrogram 1	1	59007.196500000	59060.441205944	64.9	549.8	20:23:27.196	2017/2/16	SU
72	Spectrogram 1	1	59350.233524621	59401.590120425	90.9	532.5	20:29:10.234	2017/2/16	SU
73	Spectrogram 1	1	59725.685795221	59776.790643007	82.3	571.4	20:35:25.686	2017/2/16	SU
74	Spectrogram 1	1	60496.916750350	60539.084543473	272.7	363.6	20:48:16.917	2017/2/16	C
75	Spectrogram 1	1	60755.336091492	60809.839537529	86.6	532.5	20:52:35.336	2017/2/16	SU
76	Spectrogram 1	1	61106.561083906	61153.512089384	95.2	554.1	20:58:26.561	2017/2/16	SU
77	Spectrogram 1	1	61647.657843590	61700.650801515	86.6	567.1	21:07:27.658	2017/2/16	SU
78	Spectrogram 1	1	61697.000455245	61729.727697669	290.0	359.3	21:08:17.000	2017/2/16	SU
79	Spectrogram 1	1	61995.196433333	62046.427155128	73.6	545.5	21:13:15.196	2017/2/16	SU
80	Spectrogram 1	1	62541.333568954	62592.941912777	86.6	575.8	21:22:21.334	2017/2/16	SU
81	Spectrogram 1	1	63242.609068212	63295.602026138	86.6	697.0	21:34:02.609	2017/2/16	SU
82	Spectrogram 1	1	63586.371135198	63642.259195338	82.3	692.6	21:39:46.371	2017/2/16	SU
83	Spectrogram 1	1	64162.496925874	64213.098277622	90.9	536.8	21:49:22.497	2017/2/16	SU
84	Spectrogram 1	1	64581.154330886	64633.266170746	82.3	554.1	21:56:21.154	2017/2/16	SU
85	Spectrogram 1	1	65135.252169930	65187.238135781	86.6	554.1	22:05:35.252	2017/2/16	SU
86	Spectrogram 1	1	65418.469140909	65463.783784266	212.1	346.3	22:10:18.469	2017/2/16	SU
87	Spectrogram 1	1	65648.056425114	65700.294138984	86.6	558.4	22:14:08.056	2017/2/16	SU
88	Spectrogram 1	1	70921.434030536	70976.566846620	77.9	372.3	23:42:01.434	2017/2/16	SU
89	Spectrogram 1	1	71938.874547902	71993.377993939	95.2	419.9	23:58:58.875	2017/2/16	SU
90	Spectrogram 1	1	72238.958636131	72292.832712121	82.3	350.6	0:03:58.959	2017/2/17	SU
91	Spectrogram 1	1	72842.021464802	72894.636800699	90.9	372.3	0:14:02.021	2017/2/17	SU
92	Spectrogram 1	1	73229.210367483	73279.434097203	90.9	363.6	0:20:29.210	2017/2/17	SU
93	Spectrogram 1	1	74149.098527622	74203.853721678	86.6	415.6	0:35:49.099	2017/2/17	SU
94	Spectrogram 1	1	74555.414747606	74601.988131056	86.6	406.9	0:42:35.415	2017/2/17	SU
95	Spectrogram 1	1	75773.252219930	75826.622799883	77.9	415.6	1:02:53.252	2017/2/17	SU
96	Spectrogram 1	1	76049.420246387	76094.483141725	77.9	151.5	1:07:29.420	2017/2/17	SD
97	Spectrogram 1	1	76632.701632485	76687.960322579	73.6	428.6	1:17:12.702	2017/2/17	SU
98	Spectrogram 1	1	76949.539137445	77000.895733249	86.6	454.5	1:22:29.539	2017/2/17	SU
99	Spectrogram 1	1	78029.168465035	78072.469124242	86.6	402.6	1:40:29.168	2017/2/17	SU
100	Spectrogram 1	1	80433.238419114	80490.511093357	281.4	402.6	2:20:33.238	2017/2/17	SU
101	Spectrogram 1	1	80888.021664802	80927.294355711	108.2	389.6	2:28:08.022	2017/2/17	SU
102	Spectrogram 1	1	81580.832662121	81625.643809441	86.6	398.3	2:39:40.833	2017/2/17	SU
103	Spectrogram 1	1	81972.301281119	82014.846696270	95.2	385.3	2:46:12.301	2017/2/17	SU
104	Spectrogram 1	1	82358.105569697	82402.539094988	173.2	402.6	2:52:38.106	2017/2/17	SU
105	Spectrogram 1	1	83491.727797669	83537.545937063	69.3	381.0	3:11:31.728	2017/2/17	SU
106	Spectrogram 1	1	84036.888582051	84084.972453613	77.9	385.3	3:20:36.889	2017/2/17	SU
107	Spectrogram 1	1	84383.420179720	84436.916633683	86.6	424.2	3:26:23.420	2017/2/17	SU
108	Spectrogram 1	1	85041.112328438	85088.692703963	90.9	381.0	3:37:21.112	2017/2/17	SU
109	Spectrogram 1	1	85479.909574942	85516.035415618	108.2	389.6	3:44:39.910	2017/2/17	SU
110	Spectrogram 1	1	85953.825670047	85985.168298368	298.7	346.3	3:52:33.826	2017/2/17	C
