Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Clock Time	Begin Date	pulse train type
81	Spectrogram 1	1	51594.608508275	51645.713356061	203.5	502.2	18:19:54.609	2017/2/17	SU
82	Spectrogram 1	1	52035.042116900	52078.216902098	103.9	575.8	18:27:15.042	2017/2/17	SU
83	Spectrogram 1	1	51902.622659091	51950.958278671	86.6	355.0	18:25:02.623	2017/2/17	SU
84	Spectrogram 1	1	53023.585387538	53066.760172736	255.4	376.6	18:43:43.585	2017/2/17	SU
85	Spectrogram 1	1	53072.802125183	53118.116768540	51.9	402.6	18:44:32.802	2017/2/17	SU
86	Spectrogram 1	1	53486.244920396	53527.909217483	290.0	372.3	18:51:26.245	2017/2/17	C
87	Spectrogram 1	1	53746.804569697	53792.370961072	86.6	554.1	18:55:46.805	2017/2/17	SU
88	Spectrogram 1	1	54252.944411189	54297.629684499	285.7	363.6	19:04:12.944	2017/2/17	C
89	Spectrogram 1	1	54280.384945221	54322.552738345	251.1	480.5	19:04:40.385	2017/2/17	SU
90	Spectrogram 1	1	54750.021324009	54795.210093357	121.2	545.5	19:12:30.021	2017/2/17	SU
91	Spectrogram 1	1	54805.028266084	54861.797444289	255.4	437.2	19:13:25.028	2017/2/17	SU
92	Spectrogram 1	1	55145.325501721	55188.248538901	90.9	593.1	19:19:05.326	2017/2/17	SU
93	Spectrogram 1	1	55410.860322960	55470.398729371	238.1	359.3	19:23:30.860	2017/2/17	C
94	Spectrogram 1	1	56243.895416667	56293.867398368	86.6	614.7	19:37:23.895	2017/2/17	SU
95	Spectrogram 1	1	56600.612157185	56645.171556486	108.2	588.7	19:43:20.612	2017/2/17	SU
96	Spectrogram 1	1	56906.748399767	56940.230886247	285.7	350.6	19:48:26.748	2017/2/17	C
97	Spectrogram 1	1	57219.671636946	57263.601666200	90.9	601.7	19:53:39.672	2017/2/17	SU
98	Spectrogram 1	1	57271.149302858	57323.638764746	246.8	441.6	19:54:31.149	2017/2/17	SU
99	Spectrogram 1	1	57673.322016550	57706.301006993	316.0	385.3	20:01:13.322	2017/2/17	C
100	Spectrogram 1	1	57761.836681232	57806.144332514	77.9	554.1	20:02:41.837	2017/2/17	SU
101	Spectrogram 1	1	58692.398896037	58738.846405478	337.7	463.2	20:18:12.399	2017/2/17	SD
102	Spectrogram 1	1	58814.622559091	58863.965170746	268.4	350.6	20:20:14.623	2017/2/17	SU
103	Spectrogram 1	1	58879.195925874	58929.419655594	103.9	567.1	20:21:19.196	2017/2/17	SU
104	Spectrogram 1	1	59184.692596503	59228.496751748	125.5	497.8	20:26:24.693	2017/2/17	SU
105	Spectrogram 1	1	59826.021124009	59870.958145338	90.9	567.1	20:37:06.021	2017/2/17	SU
106	Spectrogram 1	1	60247.321883217	60296.035124825	86.6	593.1	20:44:07.322	2017/2/17	SU
107	Spectrogram 1	1	60555.210160023	60613.615700350	99.6	411.3	20:49:15.210	2017/2/17	SU
108	Spectrogram 1	1	60533.685704429	60550.804569697	216.5	463.2	20:48:53.686	2017/2/17	SU
109	Spectrogram 1	1	61115.853447552	61163.433823077	90.9	575.8	20:58:35.853	2017/2/17	SU
110	Spectrogram 1	1	61287.671470280	61334.874223776	238.1	363.6	21:01:27.671	2017/2/17	SU
111	Spectrogram 1	1	62251.993155711	62296.300806993	108.2	567.1	21:17:31.993	2017/2/17	SU
112	Spectrogram 1	1	62652.201763407	62692.984942428	99.6	428.6	21:24:12.202	2017/2/17	SU
113	Spectrogram 1	1	62629.922063756	62673.096848954	272.7	363.6	21:23:49.922	2017/2/17	C
114	Spectrogram 1	1	63574.387793938	63622.723413518	99.6	536.8	21:39:34.388	2017/2/17	SU
115	Spectrogram 1	1	64879.098036709	64924.664428084	86.6	554.1	22:01:19.098	2017/2/17	SU
116	Spectrogram 1	1	64930.720648135	64980.692629837	238.1	368.0	22:02:10.721	2017/2/17	SU
117	Spectrogram 1	1	65579.349868182	65619.503677156	285.7	368.0	22:12:59.350	2017/2/17	C
118	Spectrogram 1	1	66006.877338995	66057.604564753	225.1	519.5	22:20:06.877	2017/2/17	SU
119	Spectrogram 1	1	66293.130162044	66338.318931391	95.2	502.2	22:24:53.130	2017/2/17	SU
120	Spectrogram 1	1	66356.822410762	66393.703495494	281.4	355.0	22:25:56.822	2017/2/17	C
121	Spectrogram 1	1	66422.329008625	66467.895400000	216.5	393.9	22:27:02.329	2017/2/17	SU
122	Spectrogram 1	1	67132.607356496	67170.998929340	290.0	346.3	22:38:52.607	2017/2/17	C
123	Spectrogram 1	1	67014.537535750	67060.103927126	103.9	554.1	22:36:54.538	2017/2/17	SU
124	Spectrogram 1	1	70302.021324009	70344.440865152	116.9	363.6	23:31:42.021	2017/2/17	SU
125	Spectrogram 1	1	71479.825329254	71528.412696853	112.6	389.6	23:51:19.825	2017/2/17	SU
126	Spectrogram 1	1	71817.671620280	71865.377869814	69.3	393.9	23:56:57.672	2017/2/17	SU
127	Spectrogram 1	1	72815.056114952	72863.517608542	103.9	415.6	0:13:35.056	2017/2/18	SU
128	Spectrogram 1	1	74168.119246387	74218.846472145	99.6	411.3	0:36:08.119	2017/2/18	SU
129	Spectrogram 1	1	75266.311700966	75307.346628006	272.7	359.3	0:54:26.312	2017/2/18	C
130	Spectrogram 1	1	75868.300840326	75917.769325991	160.2	350.6	1:04:28.301	2017/2/18	SU
131	Spectrogram 1	1	77167.699588578	77217.168074242	164.5	402.6	1:26:07.700	2017/2/18	SU
133	Spectrogram 1	1	77516.670108972	77568.656074822	108.2	411.3	1:31:56.670	2017/2/18	SU
134	Spectrogram 1	1	78830.611964668	78878.947584249	155.8	376.6	1:53:50.612	2017/2/18	SU
135	Spectrogram 1	1	79098.608691608	79133.853414219	103.9	372.3	1:58:18.609	2017/2/18	SU
136	Spectrogram 1	1	79155.074156302	79212.724452572	69.3	398.3	1:59:15.074	2017/2/18	SU
137	Spectrogram 1	1	79577.433873077	79633.825429254	73.6	376.6	2:06:17.434	2017/2/18	SU
138	Spectrogram 1	1	79710.230952914	79758.440698485	142.9	376.6	2:08:30.231	2017/2/18	SU
139	Spectrogram 1	1	80070.231069580	80119.321933217	90.9	381.0	2:14:30.231	2017/2/18	SU
140	Spectrogram 1	1	80182.762433916	80245.070068531	86.6	381.0	2:16:22.762	2017/2/18	SU
141	Spectrogram 1	1	80731.321816550	80800.552521678	64.9	381.0	2:25:31.322	2017/2/18	SU
142	Spectrogram 1	1	80956.133247203	81016.678645688	95.2	398.3	2:29:16.133	2017/2/18	SU
143	Spectrogram 1	1	81236.499131909	81287.729853704	90.9	147.2	2:33:56.499	2017/2/18	SU
144	Spectrogram 1	1	81271.994404277	81336.945393088	47.6	398.3	2:34:31.994	2017/2/18	SU
145	Spectrogram 1	1	81317.057299615	81348.274053927	294.4	363.6	2:35:17.057	2017/2/18	C
146	Spectrogram 1	1	81614.328891958	81655.112070979	125.5	406.9	2:40:14.329	2017/2/18	SU
147	Spectrogram 1	1	82273.471143695	82321.051519219	69.3	389.6	2:51:13.471	2017/2/18	SU
148	Spectrogram 1	1	82350.631911411	82417.471010362	99.6	411.3	2:52:30.632	2017/2/18	SU
149	Spectrogram 1	1	82903.405971445	82950.608724942	82.3	419.9	3:01:43.406	2017/2/18	SU
150	Spectrogram 1	1	83135.014148601	83200.342759441	103.9	381.0	3:05:35.014	2017/2/18	SU
151	Spectrogram 1	1	83411.056301049	83458.133180536	99.6	160.2	3:10:11.056	2017/2/18	SD
152	Spectrogram 1	1	83487.965320746	83534.412830186	116.9	393.9	3:11:27.965	2017/2/18	SU
153	Spectrogram 1	1	84021.914905404	84086.488272187	86.6	402.6	3:20:21.915	2017/2/18	SU
154	Spectrogram 1	1	84772.564573850	84838.648428745	86.6	389.6	3:32:52.565	2017/2/18	SU
155	Spectrogram 1	1	85376.958378671	85442.035241492	82.3	545.5	3:42:56.958	2017/2/18	SU
156	Spectrogram 1	1	85651.428311334	85696.994702709	82.3	376.6	3:47:31.428	2017/2/18	SU
157	Spectrogram 1	1	85610.519258304	85652.812925437	86.6	155.8	3:46:50.519	2017/2/18	SD
158	Spectrogram 1	1	86052.524636713	86118.356743590	86.6	385.3	3:54:12.525	2017/2/18	SU
159	Spectrogram 1	1	85943.935626161	85990.509009611	86.6	402.6	3:52:23.936	2017/2/18	SU
