Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Clock Time	Begin Date	pulse train type
46	Spectrogram 1	1	24814.005417249	24856.173210373	64.9	147.2	10:53:34.005	2017/1/13	SD
47	Spectrogram 1	1	25625.767803380	25684.676839744	60.6	398.3	11:07:05.768	2017/1/13	SU
48	Spectrogram 1	1	26368.446542232	26421.691248176	121.2	406.9	11:19:28.447	2017/1/13	SU
50	Spectrogram 1	1	27072.313268531	27115.613927739	121.2	502.2	11:31:12.313	2017/1/13	SU
51	Spectrogram 1	1	29415.017561999	29459.073465262	181.8	398.3	12:10:15.018	2017/1/13	SU
52	Spectrogram 1	1	30508.550999068	30550.089422145	246.8	381.0	12:28:28.551	2017/1/13	SU
53	Spectrogram 1	1	31657.655730186	31708.508829953	225.1	385.3	12:47:37.656	2017/1/13	SU
54	Spectrogram 1	1	32944.341203497	32979.082430070	268.4	398.3	13:09:04.341	2017/1/13	SU
55	Spectrogram 1	1	33641.151032371	33690.116021998	281.4	432.9	13:20:41.151	2017/1/13	SU
56	Spectrogram 1	1	34889.348195571	34931.012492657	229.4	393.9	13:41:29.348	2017/1/13	SU
57	Spectrogram 1	1	35853.418132984	35894.578934033	220.8	432.9	13:57:33.418	2017/1/13	SU
58	Spectrogram 1	1	36400.327033415	36447.655660920	225.1	398.3	14:06:40.327	2017/1/13	SU
59	Spectrogram 1	1	38268.439125874	38312.117407110	259.7	398.3	14:37:48.439	2017/1/13	SU
60	Spectrogram 1	1	38861.683781818	38910.648771445	255.4	381.0	14:47:41.684	2017/1/13	SU
61	Spectrogram 1	1	39786.412535369	39835.125776977	155.8	432.9	15:03:06.413	2017/1/13	SU
62	Spectrogram 1	1	40437.501854545	40473.375947203	242.4	411.3	15:13:57.502	2017/1/13	SU
63	Spectrogram 1	1	41109.669964336	41143.026576807	238.1	393.9	15:25:09.670	2017/1/13	SU
64	Spectrogram 1	1	41359.529872844	41407.361996387	199.1	363.6	15:29:19.530	2017/1/13	SU
65	Spectrogram 1	1	41757.623556030	41794.001144725	238.1	398.3	15:35:57.624	2017/1/13	SU
66	Spectrogram 1	1	43187.007190712	43228.167991761	229.4	398.3	15:59:47.007	2017/1/13	SU
67	Spectrogram 1	1	43833.837524126	43874.494829138	251.1	424.2	16:10:33.838	2017/1/13	SU
68	Spectrogram 1	1	44496.396412373	44543.850913888	272.7	398.3	16:21:36.396	2017/1/13	SU
69	Spectrogram 1	1	45164.672035678	45200.294380316	238.1	428.6	16:32:44.672	2017/1/13	SU
70	Spectrogram 1	1	46577.012509324	46610.746743823	255.4	398.3	16:56:17.013	2017/1/13	SU
71	Spectrogram 1	1	54445.152284149	54476.243164452	311.7	415.6	19:07:25.152	2017/1/13	SU
