Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Class	Sound type	Software	Confidence
23	Spectrogram 1	1	0.1	74.8395	74.7395	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_011500_5231s580ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_011500_5231s580ms_ch10.aif	NN	nan	raven	0.0
24	Spectrogram 1	1	0.1	105.80000000000001	105.70000000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_011500_5330s715ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_011500_5330s715ms_ch10.aif	NN	nan	raven	0.0
25	Spectrogram 1	1	0.1	69.08000000000001	68.98000000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_013000_5416s245ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_013000_5416s245ms_ch10.aif	NN	nan	raven	0.0
26	Spectrogram 1	1	0.1	122.8095	122.7095	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_013000_5525s955ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_013000_5525s955ms_ch10.aif	NN	nan	raven	0.0
27	Spectrogram 1	1	0.1	382.7595	382.6595	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_013000_6028s125ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_013000_6028s125ms_ch10.aif	NN	nan	raven	0.0
28	Spectrogram 1	1	0.1	123.17	123.07000000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_013000_6132s840ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_013000_6132s840ms_ch10.aif	NN	nan	raven	0.0
29	Spectrogram 1	1	0.1	75.51450000000001	75.41450000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_013000_6190s575ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_013000_6190s575ms_ch10.aif	NN	nan	raven	0.0
30	Spectrogram 1	1	0.1	113.5845	113.48450000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_013000_6281s340ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_013000_6281s340ms_ch10.aif	NN	nan	raven	0.0
31	Spectrogram 1	1	0.1	77.0895	76.9895	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_014500_6328s035ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_014500_6328s035ms_ch10.aif	NN	nan	raven	0.0
32	Spectrogram 1	1	0.1	66.78450000000001	66.68450000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_014500_6450s930ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_014500_6450s930ms_ch10.aif	NN	nan	raven	0.0
33	Spectrogram 1	1	0.1	71.15	71.05000000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_014500_6658s410ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_014500_6658s410ms_ch10.aif	NN	nan	raven	0.0
34	Spectrogram 1	1	0.1	74.9295	74.82950000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_014500_6727s845ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_014500_6727s845ms_ch10.aif	NN	nan	raven	0.0
35	Spectrogram 1	1	0.1	81.905	81.805	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_014500_6900s135ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_014500_6900s135ms_ch10.aif	NN	nan	raven	0.0
36	Spectrogram 1	1	0.1	79.902	79.802	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_014500_7086s885ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_014500_7086s885ms_ch10.aif	NN	nan	raven	0.0
37	Spectrogram 1	1	0.1	76.7295	76.62950000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_014500_7157s670ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_014500_7157s670ms_ch10.aif	NN	nan	raven	0.0
38	Spectrogram 1	1	0.1	318.0195	317.91949999999997	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_020000_7451s325ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_020000_7451s325ms_ch10.aif	NN	nan	raven	0.0
39	Spectrogram 1	1	0.1	74.70500000000001	74.60500000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_020000_7605s480ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_020000_7605s480ms_ch10.aif	NN	nan	raven	0.0
40	Spectrogram 1	1	0.1	81.2295	81.12950000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_020000_7864s755ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_020000_7864s755ms_ch10.aif	NN	nan	raven	0.0
41	Spectrogram 1	1	0.1	70.655	70.555	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_020000_8065s095ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_020000_8065s095ms_ch10.aif	NN	nan	raven	0.0
42	Spectrogram 1	1	0.1	103.0545	102.95450000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_021500_8132s130ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_021500_8132s130ms_ch10.aif	NN	nan	raven	0.0
43	Spectrogram 1	1	0.1	74.57000000000001	74.47000000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_021500_8199s720ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_021500_8199s720ms_ch10.aif	NN	nan	raven	0.0
44	Spectrogram 1	1	0.1	84.965	84.86500000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_021500_8266s545ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_021500_8266s545ms_ch10.aif	NN	nan	raven	0.0
45	Spectrogram 1	1	0.1	108.9045	108.8045	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_021500_8344s260ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_021500_8344s260ms_ch10.aif	NN	nan	raven	0.0
46	Spectrogram 1	1	0.1	103.055	102.95500000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_021500_8542s380ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_021500_8542s380ms_ch10.aif	NN	nan	raven	0.0
47	Spectrogram 1	1	0.1	72.9045	72.8045	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_021500_8701s395ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_021500_8701s395ms_ch10.aif	NN	nan	raven	0.0
48	Spectrogram 1	1	0.1	80.64450000000001	80.54450000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_021500_8788s920ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_021500_8788s920ms_ch10.aif	NN	nan	raven	0.0
49	Spectrogram 1	1	0.1	80.42	80.32000000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_021500_8872s890ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_021500_8872s890ms_ch10.aif	NN	nan	raven	0.0
50	Spectrogram 1	1	0.1	70.88000000000001	70.78000000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_021500_8974s095ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_021500_8974s095ms_ch10.aif	NN	nan	raven	0.0
51	Spectrogram 1	1	0.1	78.17	78.07000000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_023000_9069s795ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_023000_9069s795ms_ch10.aif	NN	nan	raven	0.0
52	Spectrogram 1	1	0.1	67.95500000000001	67.85500000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_023000_9206s460ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_023000_9206s460ms_ch10.aif	NN	nan	raven	0.0
53	Spectrogram 1	1	0.1	68.62950000000001	68.52950000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_023000_9290s115ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_023000_9290s115ms_ch10.aif	NN	nan	raven	0.0
54	Spectrogram 1	1	0.1	68.045	67.94500000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_023000_9333s615ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_023000_9333s615ms_ch10.aif	NN	nan	raven	0.0
55	Spectrogram 1	1	0.1	94.415	94.31500000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_024500_10040s850ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_024500_10040s850ms_ch10.aif	NN	nan	raven	0.0
56	Spectrogram 1	1	0.1	113.36	113.26	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_024500_10149s210ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_024500_10149s210ms_ch10.aif	NN	nan	raven	0.0
57	Spectrogram 1	1	0.1	112.86500000000001	112.76500000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_024500_10278s705ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_024500_10278s705ms_ch10.aif	NN	nan	raven	0.0
58	Spectrogram 1	1	0.1	66.2445	66.14450000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_024500_10416s000ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_024500_10416s000ms_ch10.aif	NN	nan	raven	0.0
59	Spectrogram 1	1	0.1	99.95	99.85000000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_024500_10454s070ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_024500_10454s070ms_ch10.aif	NN	nan	raven	0.0
60	Spectrogram 1	1	0.1	149.945	149.845	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_024500_10696s695ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_024500_10696s695ms_ch10.aif	NN	nan	raven	0.0
61	Spectrogram 1	1	0.1	81.81500000000001	81.71500000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_024500_9910s800ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_024500_9910s800ms_ch10.aif	NN	nan	raven	0.0
62	Spectrogram 1	1	0.1	135.59	135.49	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_030000_10880s640ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_030000_10880s640ms_ch10.aif	NN	nan	raven	0.0
63	Spectrogram 1	1	0.1	70.16000000000001	70.06000000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_030000_11429s115ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_030000_11429s115ms_ch10.aif	NN	nan	raven	0.0
64	Spectrogram 1	1	0.1	77.4045	77.3045	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_030000_11529s465ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_030000_11529s465ms_ch10.aif	NN	nan	raven	0.0
65	Spectrogram 1	1	0.1	73.8495	73.74950000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_030000_11610s510ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_030000_11610s510ms_ch10.aif	NN	nan	raven	0.0
66	Spectrogram 1	1	0.1	68.45	68.35000000000001	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_030000_11677s560ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_030000_11677s560ms_ch10.aif	NN	nan	raven	0.0
67	Spectrogram 1	1	0.1	74.38950000000001	74.28950000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_031500_11803s770ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_031500_11803s770ms_ch10.aif	NN	nan	raven	0.0
68	Spectrogram 1	1	0.1	76.14500000000001	76.04500000000002	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_031500_12300s765ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_031500_12300s765ms_ch10.aif	NN	nan	raven	0.0
69	Spectrogram 1	1	0.1	136.1295	136.0295	0.0	1000.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200812-NOPP5_CH10\noise\NOPP5_Clips_Ano_1000_20090115_031500_12430s770ms_ch10.aif	0.1	NOPP5_Clips_Ano_1000_20090115_031500_12430s770ms_ch10.aif	NN	nan	raven	0.0
