Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Class	Sound type	Software	Confidence
14	Spectrogram 1	1	30.0	51.852999999999156	21.852999999999156	33.6	297.3	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_083000_31272s189ms_ch09.aif	30.0	NOPP4_Clips_Bac_3100_20080918_083000_31272s189ms_ch09.aif	MW	nan	raven	0.0
15	Spectrogram 1	1	30.0	60.391999999999825	30.391999999999825	35.5	293.6	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_083000_31403s025ms_ch09.aif	30.0	NOPP4_Clips_Bac_3100_20080918_083000_31403s025ms_ch09.aif	MW	nan	raven	0.0
16	Spectrogram 1	1	30.0005	60.86950000000242	30.86900000000242	39.1	311.8	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_084500_31698s850ms_ch09.aif	30.0005	NOPP4_Clips_Bac_3100_20080918_084500_31698s850ms_ch09.aif	MW	nan	raven	0.0
17	Spectrogram 1	1	29.9995	71.42249999999886	41.422999999998865	46.4	277.3	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_084500_32060s876ms_ch09.aif	29.9995	NOPP4_Clips_Bac_3100_20080918_084500_32060s876ms_ch09.aif	MW	nan	raven	0.0
18	Spectrogram 1	1	30.0	68.03399999999965	38.03399999999965	24.5	266.4	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_090000_32498s045ms_ch09.aif	30.0	NOPP4_Clips_Bac_3100_20080918_090000_32498s045ms_ch09.aif	MW	nan	raven	0.0
19	Spectrogram 1	1	30.0	79.5580000000009	49.5580000000009	60.9	288.2	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_090000_32848s488ms_ch09.aif	30.0	NOPP4_Clips_Bac_3100_20080918_090000_32848s488ms_ch09.aif	MW	nan	raven	0.0
20	Spectrogram 1	1	29.9995	48.03149999999924	18.03199999999924	50.0	244.5	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_090000_33033s886ms_ch09.aif	29.9995	NOPP4_Clips_Bac_3100_20080918_090000_33033s886ms_ch09.aif	MW	nan	raven	0.0
21	Spectrogram 1	1	30.0	51.25600000000122	21.256000000001222	48.2	419.1	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_090000_33227s517ms_ch09.aif	30.0	NOPP4_Clips_Bac_3100_20080918_090000_33227s517ms_ch09.aif	MW	nan	raven	0.0
22	Spectrogram 1	1	30.0	39.19499999999971	9.194999999999709	46.4	210.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_091500_33379s310ms_ch09.aif	30.0	NOPP4_Clips_Bac_3100_20080918_091500_33379s310ms_ch09.aif	MW	nan	raven	0.0
23	Spectrogram 1	1	60.428	78.28099999999915	17.852999999999156	57.3	284.5	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_091500_33379s310ms_ch09.aif	60.428	NOPP4_Clips_Bac_3100_20080918_091500_33379s310ms_ch09.aif	MW	nan	raven	0.0
24	Spectrogram 1	1	30.0005	54.540500000000876	24.540000000000877	35.5	382.7	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_091500_33461s260ms_ch09.aif	30.0005	NOPP4_Clips_Bac_3100_20080918_091500_33461s260ms_ch09.aif	MW	nan	raven	0.0
25	Spectrogram 1	1	30.0005	47.19549999999971	17.194999999999713	39.1	270.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_091500_33570s078ms_ch09.aif	30.0005	NOPP4_Clips_Bac_3100_20080918_091500_33570s078ms_ch09.aif	MW	nan	raven	0.0
26	Spectrogram 1	1	30.0	40.03099999999904	10.03099999999904	55.5	302.7	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_091500_33630s428ms_ch09.aif	30.0	NOPP4_Clips_Bac_3100_20080918_091500_33630s428ms_ch09.aif	MW	nan	raven	0.0
27	Spectrogram 1	1	30.0005	40.44850000000032	10.448000000000324	53.6	246.4	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_091500_33768s369ms_ch09.aif	30.0005	NOPP4_Clips_Bac_3100_20080918_091500_33768s369ms_ch09.aif	MW	nan	raven	0.0
28	Spectrogram 1	1	30.0	47.31499999999869	17.31499999999869	64.5	275.5	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_091500_33789s685ms_ch09.aif	30.0	NOPP4_Clips_Bac_3100_20080918_091500_33789s685ms_ch09.aif	MW	nan	raven	0.0
29	Spectrogram 1	1	30.0	40.56800000000294	10.56800000000294	79.1	248.2	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_091500_33822s629ms_ch09.aif	30.0	NOPP4_Clips_Bac_3100_20080918_091500_33822s629ms_ch09.aif	MW	nan	raven	0.0
30	Spectrogram 1	1	30.0	51.49499999999898	21.49499999999898	59.1	268.2	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_091500_33954s838ms_ch09.aif	30.0	NOPP4_Clips_Bac_3100_20080918_091500_33954s838ms_ch09.aif	MW	nan	raven	0.0
31	Spectrogram 1	1	30.0005	37.941499999998896	7.940999999998898	39.1	348.2	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_091500_34039s430ms_ch09.aif	30.0005	NOPP4_Clips_Bac_3100_20080918_091500_34039s430ms_ch09.aif	MW	nan	raven	0.0
32	Spectrogram 1	1	47.3755	64.33249999999852	16.956999999998516	60.9	286.4	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_091500_34039s430ms_ch09.aif	47.3755	NOPP4_Clips_Bac_3100_20080918_091500_34039s430ms_ch09.aif	MW	nan	raven	0.0
33	Spectrogram 1	1	30.0005	50.00250000000041	20.00200000000041	55.5	270.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_091500_34136s605ms_ch09.aif	30.0005	NOPP4_Clips_Bac_3100_20080918_091500_34136s605ms_ch09.aif	MW	nan	raven	0.0
34	Spectrogram 1	1	30.0005	57.28650000000006	27.28600000000006	51.8	239.1	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_124500_46681s915ms_ch09.aif	30.0005	NOPP4_Clips_Bac_3100_20080918_124500_46681s915ms_ch09.aif	MW	nan	raven	0.0
35	Spectrogram 1	1	30.0	44.330000000001746	14.330000000001746	84.5	382.7	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_130000_47051s345ms_ch09.aif	30.0	NOPP4_Clips_Bac_3100_20080918_130000_47051s345ms_ch09.aif	MW	nan	raven	0.0
36	Spectrogram 1	1	63.198	84.57300000000001	21.375000000000007	57.3	286.4	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_130000_47051s345ms_ch09.aif	63.198	NOPP4_Clips_Bac_3100_20080918_130000_47051s345ms_ch09.aif	MW	nan	raven	0.0
37	Spectrogram 1	1	30.0	72.57200000000012	42.572000000000116	82.7	317.3	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_130000_47278s401ms_ch09.aif	30.0	NOPP4_Clips_Bac_3100_20080918_130000_47278s401ms_ch09.aif	MW	nan	raven	0.0
38	Spectrogram 1	1	30.0	49.38999999999942	19.389999999999418	86.4	317.3	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_130000_47550s357ms_ch09.aif	30.0	NOPP4_Clips_Bac_3100_20080918_130000_47550s357ms_ch09.aif	MW	nan	raven	0.0
39	Spectrogram 1	1	30.0	43.85200000000259	13.85200000000259	68.2	268.2	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_131500_47725s601ms_ch09.aif	30.0	NOPP4_Clips_Bac_3100_20080918_131500_47725s601ms_ch09.aif	MW	nan	raven	0.0
40	Spectrogram 1	1	30.0	49.52499999999782	19.524999999997817	70.0	317.3	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_131500_47782s011ms_ch09.aif	30.0	NOPP4_Clips_Bac_3100_20080918_131500_47782s011ms_ch09.aif	MW	nan	raven	0.0
41	Spectrogram 1	1	29.9995	59.25750000000163	29.258000000001626	68.2	346.4	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_131500_47917s325ms_ch09.aif	29.9995	NOPP4_Clips_Bac_3100_20080918_131500_47917s325ms_ch09.aif	MW	nan	raven	0.0
42	Spectrogram 1	1	84.8125	94.42549999999756	9.612999999997555	66.4	348.2	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_131500_47917s325ms_ch09.aif	84.8125	NOPP4_Clips_Bac_3100_20080918_131500_47917s325ms_ch09.aif	MW	nan	raven	0.0
43	Spectrogram 1	1	108.3825	122.11449999999996	13.731999999999971	55.5	446.4	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_131500_47917s325ms_ch09.aif	108.3825	NOPP4_Clips_Bac_3100_20080918_131500_47917s325ms_ch09.aif	MW	nan	raven	0.0
44	Spectrogram 1	1	30.0	46.24099999999817	16.240999999998166	66.4	371.8	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_131500_47968s181ms_ch09.aif	30.0	NOPP4_Clips_Bac_3100_20080918_131500_47968s181ms_ch09.aif	MW	nan	raven	0.0
45	Spectrogram 1	1	29.9995	69.9444999999997	39.94499999999971	50.0	268.2	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_133000_48889s555ms_ch09.aif	29.9995	NOPP4_Clips_Bac_3100_20080918_133000_48889s555ms_ch09.aif	MW	nan	raven	0.0
46	Spectrogram 1	1	30.0	74.84100000000035	44.84100000000035	50.0	324.5	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_134500_49878s682ms_ch09.aif	30.0	NOPP4_Clips_Bac_3100_20080918_134500_49878s682ms_ch09.aif	MW	nan	raven	0.0
47	Spectrogram 1	1	29.9995	54.71950000000116	24.72000000000116	71.8	240.9	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_143000_53011s338ms_ch09.aif	29.9995	NOPP4_Clips_Bac_3100_20080918_143000_53011s338ms_ch09.aif	MW	nan	raven	0.0
48	Spectrogram 1	1	29.9995	58.12249999999959	28.12299999999959	66.4	268.2	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_144500_53270s158ms_ch09.aif	29.9995	NOPP4_Clips_Bac_3100_20080918_144500_53270s158ms_ch09.aif	MW	nan	raven	0.0
49	Spectrogram 1	1	30.0	43.434000000001106	13.434000000001106	37.3	257.3	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_144500_53328s538ms_ch09.aif	30.0	NOPP4_Clips_Bac_3100_20080918_144500_53328s538ms_ch09.aif	MW	nan	raven	0.0
50	Spectrogram 1	1	30.0	37.64300000000003	7.643000000000029	42.7	250.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_144500_53376s230ms_ch09.aif	30.0	NOPP4_Clips_Bac_3100_20080918_144500_53376s230ms_ch09.aif	MW	nan	raven	0.0
51	Spectrogram 1	1	30.0005	54.00250000000041	24.00200000000041	53.6	275.5	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_144500_53404s218ms_ch09.aif	30.0005	NOPP4_Clips_Bac_3100_20080918_144500_53404s218ms_ch09.aif	MW	nan	raven	0.0
52	Spectrogram 1	1	30.0	57.16699999999764	27.166999999997643	68.2	255.5	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_144500_53512s858ms_ch09.aif	30.0	NOPP4_Clips_Bac_3100_20080918_144500_53512s858ms_ch09.aif	MW	nan	raven	0.0
53	Spectrogram 1	1	30.0	41.822000000000116	11.822000000000116	62.7	270.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_144500_53593s031ms_ch09.aif	30.0	NOPP4_Clips_Bac_3100_20080918_144500_53593s031ms_ch09.aif	MW	nan	raven	0.0
54	Spectrogram 1	1	30.0	41.10599999999977	11.105999999999767	71.8	219.1	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_144500_53652s769ms_ch09.aif	30.0	NOPP4_Clips_Bac_3100_20080918_144500_53652s769ms_ch09.aif	MW	nan	raven	0.0
55	Spectrogram 1	1	30.0005	55.1815000000005	25.1810000000005	66.4	248.2	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_144500_53692s057ms_ch09.aif	30.0005	NOPP4_Clips_Bac_3100_20080918_144500_53692s057ms_ch09.aif	MW	nan	raven	0.0
56	Spectrogram 1	1	30.0	46.241000000001804	16.241000000001804	93.6	219.1	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_144500_53761s349ms_ch09.aif	30.0	NOPP4_Clips_Bac_3100_20080918_144500_53761s349ms_ch09.aif	MW	nan	raven	0.0
57	Spectrogram 1	1	65.989	81.39399999999884	15.404999999998836	80.9	237.3	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_144500_53761s349ms_ch09.aif	65.989	NOPP4_Clips_Bac_3100_20080918_144500_53761s349ms_ch09.aif	MW	nan	raven	0.0
58	Spectrogram 1	1	30.0005	49.0465000000021	19.0460000000021	70.0	239.1	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_144500_53878s825ms_ch09.aif	30.0005	NOPP4_Clips_Bac_3100_20080918_144500_53878s825ms_ch09.aif	MW	nan	raven	0.0
59	Spectrogram 1	1	30.0	60.331999999998516	30.331999999998516	40.9	322.7	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_163000_59507s362ms_ch09.aif	30.0	NOPP4_Clips_Bac_3100_20080918_163000_59507s362ms_ch09.aif	MW	nan	raven	0.0
60	Spectrogram 1	1	30.0005	51.85349999999916	21.85299999999916	40.9	384.5	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_164500_60461s814ms_ch09.aif	30.0005	NOPP4_Clips_Bac_3100_20080918_164500_60461s814ms_ch09.aif	MW	nan	raven	0.0
61	Spectrogram 1	1	30.0005	47.912500000000264	17.912000000000265	19.1	208.2	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_164500_60641s416ms_ch09.aif	30.0005	NOPP4_Clips_Bac_3100_20080918_164500_60641s416ms_ch09.aif	MW	nan	raven	0.0
62	Spectrogram 1	1	30.0005	48.86750000000201	18.86700000000201	46.4	333.6	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_164500_60727s844ms_ch09.aif	30.0005	NOPP4_Clips_Bac_3100_20080918_164500_60727s844ms_ch09.aif	MW	nan	raven	0.0
63	Spectrogram 1	1	30.0	36.26900000000023	6.269000000000233	53.6	310.0	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_164500_60953s362ms_ch09.aif	30.0	NOPP4_Clips_Bac_3100_20080918_164500_60953s362ms_ch09.aif	MW	nan	raven	0.0
64	Spectrogram 1	1	55.734	88.8569999999996	33.1229999999996	48.2	308.2	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_164500_60953s362ms_ch09.aif	55.734	NOPP4_Clips_Bac_3100_20080918_164500_60953s362ms_ch09.aif	MW	nan	raven	0.0
65	Spectrogram 1	1	30.0	63.43699999999808	33.43699999999808	40.9	355.5	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_170000_61642s948ms_ch09.aif	30.0	NOPP4_Clips_Bac_3100_20080918_170000_61642s948ms_ch09.aif	MW	nan	raven	0.0
66	Spectrogram 1	1	30.0005	63.376500000000206	33.376000000000204	95.5	235.5	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_170000_61776s307ms_ch09.aif	30.0005	NOPP4_Clips_Bac_3100_20080918_170000_61776s307ms_ch09.aif	MW	nan	raven	0.0
67	Spectrogram 1	1	64.3325	71.37749999999825	7.044999999998254	80.9	324.5	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_170000_61776s307ms_ch09.aif	64.3325	NOPP4_Clips_Bac_3100_20080918_170000_61776s307ms_ch09.aif	MW	nan	raven	0.0
68	Spectrogram 1	1	84.6775	104.56050000000162	19.88300000000163	42.7	311.8	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_170000_61776s307ms_ch09.aif	84.6775	NOPP4_Clips_Bac_3100_20080918_170000_61776s307ms_ch09.aif	MW	nan	raven	0.0
69	Spectrogram 1	1	30.0	48.89800000000105	18.898000000001048	48.2	279.1	C:\Users\xavier.mouy\Documents\GitHub\minke-whale-dataset\datasets\USA-NEFSC-SBNMS-200809-NOPP4_CH09\NOPP4_Clips_Bac_3100_20080918_170000_61828s186ms_ch09.aif	30.0	NOPP4_Clips_Bac_3100_20080918_170000_61828s186ms_ch09.aif	MW	nan	raven	0.0
