Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	score	rating	tags	notes
147	Spectrogram 1	8	2139.618847	2141.625153	83.33333333	430.7017544				
148	Spectrogram 1	8	2146.218347	2148.224653	83.33333333	430.7017544				
149	Spectrogram 1	8	2190.913475	2193.215153	68.90243902	430.7017544				
150	Spectrogram 1	8	2197.707847	2199.714153	83.33333333	430.7017544				
151	Spectrogram 1	8	2203.502348	2206.380653	61.58536585	430.7017544				
152	Spectrogram 1	8	2211.405889	2214.318403	55.48780488	430.7017544				
153	Spectrogram 1	8	2218.308597	2219.877348	67.68292683	430.7017544				
154	Spectrogram 1	8	2225.461886	2228.555903	60.36585366	430.7017544				
155	Spectrogram 1	8	2233.015097	2235.021403	83.33333333	430.7017544				
156	Spectrogram 1	8	2240.217597	2242.223903	83.33333333	430.7017544				
157	Spectrogram 1	8	2246.783597	2248.651915	62.80487805	430.7017544				
158	Spectrogram 1	8	2273.851597	2275.857903	83.33333333	430.7017544				
159	Spectrogram 1	8	2301.991597	2303.997903	83.33333333	430.7017544				
160	Spectrogram 1	8	2309.462097	2311.468403	83.33333333	430.7017544				
161	Spectrogram 1	8	2316.262597	2319.689126	83.33333333	430.7017544				
162	Spectrogram 1	8	2323.364597	2325.370903	83.33333333	430.7017544				
163	Spectrogram 1	8	2330.768097	2332.774403	83.33333333	430.7017544				
164	Spectrogram 1	8	2378.202347	2380.208653	83.33333333	430.7017544				
165	Spectrogram 1	8	2385.672847	2387.679153	83.33333333	430.7017544				
166	Spectrogram 1	8	2398.469847	2400.476153	83.33333333	430.7017544				
167	Spectrogram 1	8	2405.370847	2407.377153	83.33333333	430.7017544				
168	Spectrogram 1	8	2468.784597	2470.790903	83.33333333	430.7017544				
169	Spectrogram 1	8	2489.923097	2491.929403	83.33333333	430.7017544				
170	Spectrogram 1	8	2537.191597	2539.197903	83.33333333	430.7017544				
171	Spectrogram 1	8	2544.829597	2546.835903	83.33333333	430.7017544				
172	Spectrogram 1	8	2551.194597	2553.200903	83.33333333	430.7017544				
173	Spectrogram 1	8	2558.162597	2560.168903	83.33333333	430.7017544				
174	Spectrogram 1	8	2565.465597	2568.72164	59.14634146	430.7017544				
175	Spectrogram 1	8	2572.199097	2574.205403	83.33333333	430.7017544				
176	Spectrogram 1	8	2578.999597	2581.005903	83.33333333	430.7017544				
177	Spectrogram 1	8	2592.433097	2594.439403	83.33333333	430.7017544				
178	Spectrogram 1	8	2600.383129	2603.482653	73.7804878	430.7017544				
179	Spectrogram 1	8	2641.341347	2643.347653	83.33333333	430.7017544				
180	Spectrogram 1	8	2657.689347	2659.695653	83.33333333	430.7017544				
181	Spectrogram 1	8	2696.314847	2698.680455	73.7804878	430.7017544				
182	Spectrogram 1	8	2704.857347	2706.863653	83.33333333	430.7017544				
183	Spectrogram 1	8	2719.362847	2722.249097	78.65853659	430.7017544				
184	Spectrogram 1	8	2726.50849	2729.239903	72.56097561	430.7017544				
185	Spectrogram 1	8	2734.737597	2736.743903	83.33333333	430.7017544				
186	Spectrogram 1	8	2749.310611	2751.316918	78.14505777	425.5134788				
187	Spectrogram 1	8	2758.187597	2760.193903	83.33333333	430.7017544				
188	Spectrogram 1	8	2767.869097	2769.875403	83.33333333	430.7017544				
189	Spectrogram 1	8	2775.239097	2777.245403	83.33333333	430.7017544				
190	Spectrogram 1	8	2791.486597	2793.492903	83.33333333	430.7017544				
191	Spectrogram 1	8	2856.242097	2858.975614	83.33333333	430.7017544				
192	Spectrogram 1	8	2864.124833	2866.308167	102.6315789	409.6491228				
193	Spectrogram 1	8	2880.092347	2882.098653	83.33333333	430.7017544				
194	Spectrogram 1	8	2886.457347	2888.463653	83.33333333	430.7017544				
195	Spectrogram 1	8	2899.756847	2901.853504	83.33333333	430.7017544				
196	Spectrogram 1	8	2906.155347	2908.999819	83.33333333	430.7017544				
197	Spectrogram 1	8	2912.821847	2914.828153	83.33333333	430.7017544				
198	Spectrogram 1	8	2920.593847	2922.600153	83.33333333	430.7017544				
199	Spectrogram 1	8	2926.958847	2929.776192	83.33333333	430.7017544				
200	Spectrogram 1	8	2941.899847	2944.731395	83.33333333	430.7017544				
201	Spectrogram 1	8	2948.532847	2951.404444	83.33333333	430.7017544				
202	Spectrogram 1	8	2956.103847	2958.110153	83.33333333	430.7017544				
203	Spectrogram 1	8	2976.873847	2978.880153	83.33333333	430.7017544				
204	Spectrogram 1	8	2984.864342	2986.920153	83.33333333	430.7017544				
205	Spectrogram 1	8	2990.908597	2992.914903	83.33333333	430.7017544				
206	Spectrogram 1	8	3003.927663	3005.93397	81.80359435	429.1720154				
207	Spectrogram 1	8	3010.468027	3013.450403	83.33333333	430.7017544				
208	Spectrogram 1	8	3024.911097	3026.917403	83.33333333	430.7017544				
209	Spectrogram 1	8	3043.738097	3045.744403	83.33333333	430.7017544				
210	Spectrogram 1	8	3051.175097	3053.181403	83.33333333	430.7017544				
211	Spectrogram 1	8	3075.630097	3078.71297	53.04878049	430.7017544				
212	Spectrogram 1	8	3109.197097	3111.203403	83.33333333	430.7017544				
213	Spectrogram 1	8	3115.662597	3117.668903	83.33333333	430.7017544				
214	Spectrogram 1	8	3122.293847	3124.300153	83.33333333	430.7017544				
215	Spectrogram 1	8	3135.694184	3138.504153	77.43902439	430.7017544				
216	Spectrogram 1	8	3142.762347	3144.768653	83.33333333	430.7017544				
217	Spectrogram 1	8	3149.395347	3152.305816	83.33333333	430.7017544				
218	Spectrogram 1	8	3156.091944	3158.570653	83.33333333	430.7017544				
219	Spectrogram 1	8	3177.066347	3179.072653	83.33333333	430.7017544				
220	Spectrogram 1	8	3183.541366	3186.107653	83.33333333	430.7017544				
221	Spectrogram 1	8	3190.48908	3192.495386	76.92554557	424.2939666				
222	Spectrogram 1	8	3196.688863	3198.695169	79.36456996	426.732991				
223	Spectrogram 1	8	3222.292548	3224.298854	81.80359435	429.1720154				
224	Spectrogram 1	8	3229.306178	3231.399653	83.33333333	430.7017544				
225	Spectrogram 1	8	3243.965847	3245.972153	83.33333333	430.7017544				
226	Spectrogram 1	8	3250.357215	3252.363522	81.80359435	429.1720154				
227	Spectrogram 1	8	3256.995597	3259.001903	83.33333333	430.7017544				
228	Spectrogram 1	8	3264.365886	3266.372192	81.80359435	429.1720154				
229	Spectrogram 1	8	3272.316753	3274.323059	78.14505777	425.5134788				
230	Spectrogram 1	8	3279.943097	3281.949403	83.33333333	430.7017544				
231	Spectrogram 1	8	3290.395097	3292.401403	83.33333333	430.7017544				
232	Spectrogram 1	8	3296.036669	3299.436403	83.33333333	430.7017544				
233	Spectrogram 1	8	3313.376097	3315.382403	83.33333333	430.7017544				
234	Spectrogram 1	8	3364.731597	3366.737903	83.33333333	430.7017544				
235	Spectrogram 1	8	3379.302347	3381.308653	83.33333333	430.7017544				
236	Spectrogram 1	8	3401.378847	3403.385153	83.33333333	430.7017544				
237	Spectrogram 1	8	3431.160347	3433.166653	83.33333333	430.7017544				
238	Spectrogram 1	8	3437.860347	3440.193461	83.33333333	430.7017544				
239	Spectrogram 1	8	3444.158347	3446.913837	83.33333333	430.7017544				
240	Spectrogram 1	8	3451.267883	3452.931653	83.33333333	430.7017544				
241	Spectrogram 1	8	3458.641536	3460.647842	78.14505777	425.5134788				
242	Spectrogram 1	8	3465.598347	3468.021496	83.33333333	430.7017544				
243	Spectrogram 1	8	3488.177347	3490.183653	83.33333333	430.7017544				
244	Spectrogram 1	8	3496.150347	3498.156653	83.33333333	430.7017544				
245	Spectrogram 1	8	3510.047507	3512.358903	83.33333333	430.7017544				
246	Spectrogram 1	8	3553.634597	3555.640903	83.33333333	430.7017544				
247	Spectrogram 1	8	3559.835079	3562.206903	83.33333333	430.7017544				
248	Spectrogram 1	8	3566.766597	3568.772903	83.33333333	430.7017544				
249	Spectrogram 1	8	3573.768097	3575.774403	83.33333333	430.7017544				
250	Spectrogram 1	8	3580.98077	3582.646496	62.29139923	409.6598203				
251	Spectrogram 1	8	3588.039097	3590.045403	83.33333333	430.7017544				
252	Spectrogram 1	8	3593.957551	3596.644903	68.90243902	430.7017544				
253	Spectrogram 1	8	3601.606597	3603.612903	83.33333333	430.7017544				
254	Spectrogram 1	8	3658.889847	3660.896153	83.33333333	430.7017544				
255	Spectrogram 1	8	3738.294354	3740.30066	78.14505777	425.5134788				
256	Spectrogram 1	8	3745.307984	3747.615667	98.17073171	409.6491228				
257	Spectrogram 1	8	3752.075686	3754.294153	82.31707317	430.7017544				
258	Spectrogram 1	8	3758.384847	3760.391153	83.33333333	430.7017544				
259	Spectrogram 1	8	3771.984097	3773.990403	83.33333333	430.7017544				
260	Spectrogram 1	8	3779.488097	3781.494403	83.33333333	430.7017544				
261	Spectrogram 1	8	3793.290097	3795.296403	83.33333333	430.7017544				
262	Spectrogram 1	8	3800.023597	3802.029903	83.33333333	430.7017544				
263	Spectrogram 1	8	3806.522597	3809.293533	83.33333333	430.7017544				
264	Spectrogram 1	8	3813.926097	3815.932403	83.33333333	430.7017544				
265	Spectrogram 1	8	3820.626097	3822.632403	83.33333333	430.7017544				
266	Spectrogram 1	8	3828.130097	3830.136403	83.33333333	430.7017544				
267	Spectrogram 1	8	3834.763097	3836.769403	83.33333333	430.7017544				
268	Spectrogram 1	8	3876.370097	3878.376403	83.33333333	430.7017544				
269	Spectrogram 1	8	3883.773597	3886.672507	83.33333333	430.7017544				
270	Spectrogram 1	8	3892.081597	3894.434068	83.33333333	430.7017544				
271	Spectrogram 1	8	3906.618847	3908.625153	83.33333333	430.7017544				
272	Spectrogram 1	8	3914.960347	3916.966653	83.33333333	430.7017544				
273	Spectrogram 1	8	3929.075833	3931.259167	102.6315789	409.6491228				
274	Spectrogram 1	8	3935.964847	3938.873736	83.33333333	430.7017544				
275	Spectrogram 1	8	3943.267847	3946.398663	48.17073171	430.7017544				
276	Spectrogram 1	8	3979.281348	3981.287655	78.14505777	425.5134788				
277	Spectrogram 1	8	3986.248347	3988.254653	83.33333333	430.7017544				
278	Spectrogram 1	8	4027.083097	4029.314848	83.33333333	430.7017544				
279	Spectrogram 1	8	4057.400597	4059.406903	83.33333333	430.7017544				
280	Spectrogram 1	8	4064.201097	4066.750181	83.33333333	430.7017544				
281	Spectrogram 1	8	4071.671597	4073.677903	83.33333333	430.7017544				
282	Spectrogram 1	8	4079.008097	4081.014403	83.33333333	430.7017544				
283	Spectrogram 1	8	4092.810097	4094.816403	83.33333333	430.7017544				
284	Spectrogram 1	8	4100.615597	4102.621903	83.33333333	430.7017544				
285	Spectrogram 1	8	4122.759097	4124.765403	83.33333333	430.7017544				
286	Spectrogram 1	8	4130.229597	4132.39216	83.33333333	430.7017544				
287	Spectrogram 1	8	4136.628097	4138.634403	83.33333333	430.7017544				
288	Spectrogram 1	8	4145.271097	4147.277403	83.33333333	430.7017544				
289	Spectrogram 1	8	4152.591319	4154.597626	78.14505777	425.5134788				
290	Spectrogram 1	8	4159.305847	4161.498013	83.33333333	430.7017544				
291	Spectrogram 1	8	4166.608847	4168.615153	83.33333333	430.7017544				
292	Spectrogram 1	8	4188.417347	4190.603866	83.33333333	430.7017544				
293	Spectrogram 1	8	4196.557721	4198.564027	83.02310655	430.3915276				
294	Spectrogram 1	8	4203.827347	4205.833653	83.33333333	430.7017544				
295	Spectrogram 1	8	4217.193847	4219.378432	83.33333333	430.7017544				
296	Spectrogram 1	8	4224.396347	4226.666727	83.33333333	430.7017544				
297	Spectrogram 1	8	4231.304733	4234.208153	83.33333333	430.7017544				
298	Spectrogram 1	8	4238.231847	4240.238153	83.33333333	430.7017544				
299	Spectrogram 1	8	4251.039921	4253.135653	83.33333333	430.7017544				
300	Spectrogram 1	8	4258.063847	4260.070153	83.33333333	430.7017544				
301	Spectrogram 1	8	4264.998347	4267.004653	83.33333333	430.7017544				
302	Spectrogram 1	8	4271.698347	4273.704653	83.33333333	430.7017544				
303	Spectrogram 1	8	4279.470347	4281.476653	83.33333333	430.7017544				
304	Spectrogram 1	8	4294.275597	4295.905527	83.33333333	430.7017544				
305	Spectrogram 1	8	4302.047597	4304.053903	83.33333333	430.7017544				
306	Spectrogram 1	8	4320.506097	4322.597724	83.33333333	430.7017544				
307	Spectrogram 1	8	4328.244597	4331.684429	83.33333333	430.7017544				
308	Spectrogram 1	8	4343.487097	4345.493403	83.33333333	430.7017544				
309	Spectrogram 1	8	4364.759597	4366.765903	83.33333333	430.7017544				
310	Spectrogram 1	8	4371.627097	4373.633403	83.33333333	430.7017544				
311	Spectrogram 1	8	4379.365597	4381.371903	83.33333333	430.7017544				
312	Spectrogram 1	8	4412.329597	4414.335903	83.33333333	430.7017544				
313	Spectrogram 1	8	4418.625847	4421.46297	83.33333333	430.7017544				
314	Spectrogram 1	8	4461.974847	4463.981153	83.33333333	430.7017544				
315	Spectrogram 1	8	4474.872347	4476.878653	83.33333333	430.7017544				
316	Spectrogram 1	8	4481.639347	4484.785947	83.33333333	430.7017544				
317	Spectrogram 1	8	4588.737097	4590.743403	83.33333333	430.7017544				
318	Spectrogram 1	8	4595.571097	4597.577403	83.33333333	430.7017544				
319	Spectrogram 1	8	4602.639597	4605.232117	83.33333333	430.7017544				
320	Spectrogram 1	8	4610.143597	4612.149903	83.33333333	430.7017544				
321	Spectrogram 1	8	4616.637825	4619.519903	83.33333333	430.7017544				
322	Spectrogram 1	8	4632.421097	4635.189848	83.33333333	430.7017544				
323	Spectrogram 1	8	4639.255097	4642.430816	83.33333333	430.7017544				
324	Spectrogram 1	8	4647.931597	4649.435152	83.33333333	430.7017544				
325	Spectrogram 1	8	4680.765354	4683.168153	83.33333333	430.7017544				
326	Spectrogram 1	8	4687.493347	4689.804733	83.33333333	430.7017544				
327	Spectrogram 1	8	4694.963847	4697.424314	83.33333333	430.7017544				
328	Spectrogram 1	8	4727.927847	4730.174314	83.33333333	430.7017544				
329	Spectrogram 1	8	4735.833847	4738.314487	83.33333333	430.7017544				
330	Spectrogram 1	8	4743.438347	4745.444653	83.33333333	430.7017544				
331	Spectrogram 1	8	4750.439847	4753.080383	83.33333333	430.7017544				
332	Spectrogram 1	8	4757.15047	4760.017153	83.33333333	430.7017544				
333	Spectrogram 1	8	4764.342347	4766.710441	83.33333333	430.7017544				
334	Spectrogram 1	8	4771.879847	4773.886153	83.33333333	430.7017544				
335	Spectrogram 1	8	4787.658347	4789.664653	83.33333333	430.7017544				
336	Spectrogram 1	8	4794.693347	4796.699653	83.33333333	430.7017544				
337	Spectrogram 1	8	4808.996097	4811.434068	83.33333333	430.7017544				
338	Spectrogram 1	8	4816.734597	4818.740903	83.33333333	430.7017544				
339	Spectrogram 1	8	4831.039097	4833.045403	83.33333333	430.7017544				
340	Spectrogram 1	8	4846.717097	4848.301481	62.80487805	430.7017544				
341	Spectrogram 1	8	4855.125597	4857.131903	83.33333333	430.7017544				
342	Spectrogram 1	8	4869.564097	4872.863981	49.3902439	430.7017544				
343	Spectrogram 1	8	4876.697435	4879.074403	83.33333333	430.7017544				
344	Spectrogram 1	8	4898.307097	4900.313403	83.33333333	430.7017544				
345	Spectrogram 1	8	4942.960847	4945.841582	83.33333333	430.7017544				
346	Spectrogram 1	8	4950.431347	4952.437653	83.33333333	430.7017544				
347	Spectrogram 1	8	4958.714415	4961.69599	83.33333333	430.7017544				
348	Spectrogram 1	8	4966.475975	4969.690153	83.33333333	430.7017544				
349	Spectrogram 1	8	4974.000903	4976.390153	73.7804878	430.7017544				
350	Spectrogram 1	8	4988.420347	4990.426653	83.33333333	430.7017544				
351	Spectrogram 1	8	5007.917347	5011.341582	54.26829268	430.7017544				
352	Spectrogram 1	8	5025.772847	5027.779153	83.33333333	430.7017544				
353	Spectrogram 1	8	5069.823597	5072.250903	59.14634146	430.7017544				
354	Spectrogram 1	8	5077.394597	5079.400903	83.33333333	430.7017544				
355	Spectrogram 1	8	5091.531597	5093.537903	83.33333333	430.7017544				
356	Spectrogram 1	8	5098.734097	5100.740403	83.33333333	430.7017544				
357	Spectrogram 1	8	5109.387097	5111.393403	83.33333333	430.7017544				
358	Spectrogram 1	8	5116.785224	5119.768403	64.02439024	430.7017544				
359	Spectrogram 1	8	5125.634597	5127.640903	83.33333333	430.7017544				
360	Spectrogram 1	8	5132.535597	5133.917449	83.33333333	430.7017544				
361	Spectrogram 1	8	5148.280597	5150.860368	83.33333333	430.7017544				
362	Spectrogram 1	8	5155.403721	5158.058903	83.33333333	430.7017544				
363	Spectrogram 1	8	5164.092597	5166.098903	83.33333333	430.7017544				
364	Spectrogram 1	8	5177.526097	5179.532403	83.33333333	430.7017544				
365	Spectrogram 1	8	5185.499097	5187.505403	83.33333333	430.7017544				
