Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	score	rating	tags	notes
125	Spectrogram 1	8	22561.19322	22562.13975	66.46341463	266.4634146				
126	Spectrogram 1	8	22582.53751	22583.38939	23.7804878	321.3414634				
127	Spectrogram 1	8	22665.83231	22666.73151	31.09756098	268.902439				
128	Spectrogram 1	8	22708.09495	22709.46742	29.87804878	249.3902439				
129	Spectrogram 1	8	22803.50536	22804.64119	39.63414634	238.4146341				
130	Spectrogram 1	8	23145.62927	23146.67046	51.82926829	365.2439024				
131	Spectrogram 1	8	23146.90709	23147.71164	54.26829268	190.8536585				
132	Spectrogram 1	8	23413.82906	23414.96489	43.29268293	399.3902439				
133	Spectrogram 1	8	24150.4201	24151.46128	53.65853659	228.0487805				
134	Spectrogram 1	8	24274.65239	24276.21417	81.09756098	426.2195122				
135	Spectrogram 1	8	24278.43852	24279.66901	98.17073171	422.5609756				
136	Spectrogram 1	8	24329.14896	24330.04817	4.87804878	315.8536585				
137	Spectrogram 1	8	24460.78787	24461.78173	109.1463415	342.0731707				
138	Spectrogram 1	8	24640.39228	24641.43346	28.65853659	289.6341463				
139	Spectrogram 1	8	24969.69069	24970.63722	90.85365854	275				
140	Spectrogram 1	8	24971.53643	24972.199	71.34146341	246.9512195				
141	Spectrogram 1	8	25323.5516	25324.68744	37.19512195	227.4390244				
142	Spectrogram 1	8	25730.41829	25731.27017	72.56097561	395.7317073				
143	Spectrogram 1	8	25884.51367	25885.4602	16.46341463	166.4634146				
144	Spectrogram 1	8	26153.61265	26154.55919	70.12195122	349.3902439				
145	Spectrogram 1	8	26218.3081	26219.30196	46.95121951	328.6585366				
146	Spectrogram 1	8	26306.43021	26307.51872	7.926829268	255.4878049				
147	Spectrogram 1	8	26371.40962	26373.20803	0.609756098	198.1707317				
148	Spectrogram 1	8	26903.50247	26904.73296	37.19512195	381.097561				
149	Spectrogram 1	8	27183.15528	27184.14914	9.146341463	249.3902439				
150	Spectrogram 1	8	27188.97645	27190.44358	0	228.6585366				
151	Spectrogram 1	8	27414.01439	27415.19755	50.6097561	283.5365854				
152	Spectrogram 1	8	27439.99669	27441.0852	33.53658537	306.7073171				
153	Spectrogram 1	8	27523.71742	27524.80593	0	195.7317073				
154	Spectrogram 1	8	27804.93202	27806.16251	22.56097561	183.5365854				
155	Spectrogram 1	8	28120.93166	28122.06749	34.75609756	278.6585366				
156	Spectrogram 1	8	28302.3818	28303.42299	22.56097561	306.7073171				
157	Spectrogram 1	8	28472.14228	28473.08881	26.2195122	229.8780488				
158	Spectrogram 1	8	28701.2503	28702.76475	42.68292683	229.2682927				
159	Spectrogram 1	8	29682.23585	29683.08773	29.87804878	190.8536585				
160	Spectrogram 1	8	29809.26041	29810.3016	28.65853659	178.6585366				
161	Spectrogram 1	8	37954.0245	37955.20767	15.24390244	234.7560976				
162	Spectrogram 1	8	38758.62385	38760.1383	0	206.7073171				
163	Spectrogram 1	8	39649.73621	39650.77739	38.41463415	371.3414634				
164	Spectrogram 1	8	39950.26005	39951.67985	28.65853659	320.1219512				
165	Spectrogram 1	8	40221.48874	40222.81388	11.58536585	200.6097561				
166	Spectrogram 1	8	40344.0646	40345.24777	39.63414634	414.0243902				
167	Spectrogram 1	8	40383.77161	40385.14408	22.56097561	310.3658537				
168	Spectrogram 1	8	40471.08917	40472.46164	38.41463415	332.3170732				
169	Spectrogram 1	8	40509.51836	40510.84351	0	275				
170	Spectrogram 1	8	40568.72393	40570.00174	10.36585366	293.2926829				
171	Spectrogram 1	8	40607.4844	40608.80955	35.97560976	396.9512195				
172	Spectrogram 1	8	40765.1766	40766.26511	17.68292683	296.9512195				
173	Spectrogram 1	8	40962.71778	40963.9956	0	259.1463415				
174	Spectrogram 1	8	41300.10904	41301.29221	37.19512195	255.4878049				
175	Spectrogram 1	8	41697.8417	41698.40962	32.31707317	217.6829268				
176	Spectrogram 1	8	42109.15709	42109.96164	0	214.0243902				
177	Spectrogram 1	8	42135.56533	42136.27523	10.36585366	209.1463415				
178	Spectrogram 1	8	42136.2279	42137.22176	0.609756098	216.4634146				
179	Spectrogram 1	8	43023.74343	43024.64264	42.07317073	206.7073171				
180	Spectrogram 1	8	43097.99885	43099.27667	0	240.8536585				
181	Spectrogram 1	8	43128.5245	43129.70767	0.609756098	207.9268293				
182	Spectrogram 1	8	43159.14481	43160.18599	9.146341463	321.3414634				
