Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	File Offset (s)	Begin File	Begin Path	score	rating	tags	notes
12	Waveform 1	1	1118.857000000	1128.113000000	22.500	371.700	32.2580	SBNMS_Clips_Bac_3100_20061007_003000_3488s671ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_003000_3488s671ms_ch04.aif			Bac_3100	
12	Spectrogram 1	1	1118.857000000	1128.113000000	22.500	371.700	32.2580	SBNMS_Clips_Bac_3100_20061007_003000_3488s671ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_003000_3488s671ms_ch04.aif			Bac_3100	
13	Waveform 1	1	1188.113000000	1200.801000000	38.400	289.700	30.0005	SBNMS_Clips_Bac_3100_20061007_003000_3574s937ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_003000_3574s937ms_ch04.aif			Bac_3100	
13	Spectrogram 1	1	1188.113000000	1200.801000000	38.400	289.700	30.0005	SBNMS_Clips_Bac_3100_20061007_003000_3574s937ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_003000_3574s937ms_ch04.aif			Bac_3100	
14	Waveform 1	1	1229.850000000	1274.966000000	35.700	324.100	71.7375	SBNMS_Clips_Bac_3100_20061007_003000_3574s937ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_003000_3574s937ms_ch04.aif			Bac_3100	
14	Spectrogram 1	1	1229.850000000	1274.966000000	35.700	324.100	71.7375	SBNMS_Clips_Bac_3100_20061007_003000_3574s937ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_003000_3574s937ms_ch04.aif			Bac_3100	
15	Waveform 1	1	1341.121000000	1384.781000000	19.800	302.900	36.1550	SBNMS_Clips_Bac_3100_20061007_010000_3725s352ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_010000_3725s352ms_ch04.aif			Bac_3100	
15	Spectrogram 1	1	1341.121000000	1384.781000000	19.800	302.900	36.1550	SBNMS_Clips_Bac_3100_20061007_010000_3725s352ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_010000_3725s352ms_ch04.aif			Bac_3100	
16	Waveform 1	1	1444.781000000	1500.236000000	4.000	310.800	30.0000	SBNMS_Clips_Bac_3100_20061007_010000_4011s878ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_010000_4011s878ms_ch04.aif			Bac_3100	
16	Spectrogram 1	1	1444.781000000	1500.236000000	4.000	310.800	30.0000	SBNMS_Clips_Bac_3100_20061007_010000_4011s878ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_010000_4011s878ms_ch04.aif			Bac_3100	
17	Waveform 1	1	1564.718000000	1578.771000000	41.000	281.700	34.4825	SBNMS_Clips_Bac_3100_20061007_010000_4246s474ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_010000_4246s474ms_ch04.aif			Bac_3100	
17	Spectrogram 1	1	1564.718000000	1578.771000000	41.000	281.700	34.4825	SBNMS_Clips_Bac_3100_20061007_010000_4246s474ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_010000_4246s474ms_ch04.aif			Bac_3100	
18	Waveform 1	1	1646.451000000	1674.880000000	30.400	334.700	34.8330	SBNMS_Clips_Bac_3100_20061007_010000_4341s551ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_010000_4341s551ms_ch04.aif			Bac_3100	
18	Spectrogram 1	1	1646.451000000	1674.880000000	30.400	334.700	34.8330	SBNMS_Clips_Bac_3100_20061007_010000_4341s551ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_010000_4341s551ms_ch04.aif			Bac_3100	
19	Waveform 1	1	1736.948000000	1745.105000000	30.400	284.400	31.2585	SBNMS_Clips_Bac_3100_20061007_010000_4447s791ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_010000_4447s791ms_ch04.aif			Bac_3100	
19	Spectrogram 1	1	1736.948000000	1745.105000000	30.400	284.400	31.2585	SBNMS_Clips_Bac_3100_20061007_010000_4447s791ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_010000_4447s791ms_ch04.aif			Bac_3100	
20	Waveform 1	1	1813.149000000	1836.490000000	19.800	268.500	37.5905	SBNMS_Clips_Bac_3100_20061007_010000_4505s478ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_010000_4505s478ms_ch04.aif			Bac_3100	
20	Spectrogram 1	1	1813.149000000	1836.490000000	19.800	268.500	37.5905	SBNMS_Clips_Bac_3100_20061007_010000_4505s478ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_010000_4505s478ms_ch04.aif			Bac_3100	
21	Waveform 1	1	1900.819000000	1917.295000000	54.200	284.400	31.7765	SBNMS_Clips_Bac_3100_20061007_010000_4671s430ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_010000_4671s430ms_ch04.aif			Bac_3100	
21	Spectrogram 1	1	1900.819000000	1917.295000000	54.200	284.400	31.7765	SBNMS_Clips_Bac_3100_20061007_010000_4671s430ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_010000_4671s430ms_ch04.aif			Bac_3100	
22	Waveform 1	1	1978.193000000	2013.041000000	30.400	247.400	30.0000	SBNMS_Clips_Bac_3100_20061007_010000_4754s407ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_010000_4754s407ms_ch04.aif			Bac_3100	
22	Spectrogram 1	1	1978.193000000	2013.041000000	30.400	247.400	30.0000	SBNMS_Clips_Bac_3100_20061007_010000_4754s407ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_010000_4754s407ms_ch04.aif			Bac_3100	
23	Waveform 1	1	2078.420000000	2105.153000000	27.800	276.500	33.1010	SBNMS_Clips_Bac_3100_20061007_010000_4889s666ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_010000_4889s666ms_ch04.aif			Bac_3100	
23	Spectrogram 1	1	2078.420000000	2105.153000000	27.800	276.500	33.1010	SBNMS_Clips_Bac_3100_20061007_010000_4889s666ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_010000_4889s666ms_ch04.aif			Bac_3100	
24	Waveform 1	1	2169.625000000	2183.607000000	33.100	339.900	29.9995	SBNMS_Clips_Bac_3100_20061007_010000_5009s181ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_010000_5009s181ms_ch04.aif			Bac_3100	
24	Spectrogram 1	1	2169.625000000	2183.607000000	33.100	339.900	29.9995	SBNMS_Clips_Bac_3100_20061007_010000_5009s181ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_010000_5009s181ms_ch04.aif			Bac_3100	
25	Waveform 1	1	2243.606000000	2294.479000000	22.500	302.900	29.9995	SBNMS_Clips_Bac_3100_20061007_013000_5401s476ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_013000_5401s476ms_ch04.aif			Bac_3100	
25	Spectrogram 1	1	2243.606000000	2294.479000000	22.500	302.900	29.9995	SBNMS_Clips_Bac_3100_20061007_013000_5401s476ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_013000_5401s476ms_ch04.aif			Bac_3100	
26	Waveform 1	1	2354.479000000	2370.457000000	43.700	236.800	30.0000	SBNMS_Clips_Bac_3100_20061007_013000_5512s768ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_013000_5512s768ms_ch04.aif			Bac_3100	
26	Spectrogram 1	1	2354.479000000	2370.457000000	43.700	236.800	30.0000	SBNMS_Clips_Bac_3100_20061007_013000_5512s768ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_013000_5512s768ms_ch04.aif			Bac_3100	
27	Waveform 1	1	2430.457000000	2469.228000000	41.000	302.900	30.0000	SBNMS_Clips_Bac_3100_20061007_013000_5646s999ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_013000_5646s999ms_ch04.aif			Bac_3100	
27	Spectrogram 1	1	2430.457000000	2469.228000000	41.000	302.900	30.0000	SBNMS_Clips_Bac_3100_20061007_013000_5646s999ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_013000_5646s999ms_ch04.aif			Bac_3100	
28	Waveform 1	1	2529.228000000	2572.464000000	46.300	292.300	30.0000	SBNMS_Clips_Bac_3100_20061007_013000_5792s362ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_013000_5792s362ms_ch04.aif			Bac_3100	
28	Spectrogram 1	1	2529.228000000	2572.464000000	46.300	292.300	30.0000	SBNMS_Clips_Bac_3100_20061007_013000_5792s362ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_013000_5792s362ms_ch04.aif			Bac_3100	
29	Waveform 1	1	2636.916000000	2664.773000000	43.700	260.600	34.4525	SBNMS_Clips_Bac_3100_20061007_013000_5940s691ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_013000_5940s691ms_ch04.aif			Bac_3100	
29	Spectrogram 1	1	2636.916000000	2664.773000000	43.700	260.600	34.4525	SBNMS_Clips_Bac_3100_20061007_013000_5940s691ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_013000_5940s691ms_ch04.aif			Bac_3100	
30	Waveform 1	1	2724.773000000	2762.016000000	38.400	292.300	30.0005	SBNMS_Clips_Bac_3100_20061007_013000_6034s829ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_013000_6034s829ms_ch04.aif			Bac_3100	
30	Spectrogram 1	1	2724.773000000	2762.016000000	38.400	292.300	30.0005	SBNMS_Clips_Bac_3100_20061007_013000_6034s829ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_013000_6034s829ms_ch04.aif			Bac_3100	
31	Waveform 1	1	2822.016000000	2861.375000000	46.300	297.600	30.0000	SBNMS_Clips_Bac_3100_20061007_013000_6279s617ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_013000_6279s617ms_ch04.aif			Bac_3100	
31	Spectrogram 1	1	2822.016000000	2861.375000000	46.300	297.600	30.0000	SBNMS_Clips_Bac_3100_20061007_013000_6279s617ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_013000_6279s617ms_ch04.aif			Bac_3100	
32	Waveform 1	1	2931.666000000	2968.979000000	54.200	284.400	40.2915	SBNMS_Clips_Bac_3100_20061007_013000_6684s865ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_013000_6684s865ms_ch04.aif			Bac_3100	
32	Spectrogram 1	1	2931.666000000	2968.979000000	54.200	284.400	40.2915	SBNMS_Clips_Bac_3100_20061007_013000_6684s865ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_013000_6684s865ms_ch04.aif			Bac_3100	
33	Waveform 1	1	3041.869000000	3073.133000000	25.100	287.000	35.9800	SBNMS_Clips_Bac_3100_20061007_013000_6931s885ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_013000_6931s885ms_ch04.aif			Bac_3100	
33	Spectrogram 1	1	3041.869000000	3073.133000000	25.100	287.000	35.9800	SBNMS_Clips_Bac_3100_20061007_013000_6931s885ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_013000_6931s885ms_ch04.aif			Bac_3100	
34	Waveform 1	1	3133.133000000	3181.303000000	35.900	301.700	30.0005	SBNMS_Clips_Bac_3100_20061007_020000_7213s829ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_020000_7213s829ms_ch04.aif			Bac_3100	
34	Spectrogram 1	1	3133.133000000	3181.303000000	35.900	301.700	30.0005	SBNMS_Clips_Bac_3100_20061007_020000_7213s829ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_020000_7213s829ms_ch04.aif			Bac_3100	
35	Waveform 1	1	3241.303000000	3279.486000000	53.400	251.600	30.0005	SBNMS_Clips_Bac_3100_20061007_020000_7487s549ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_020000_7487s549ms_ch04.aif			Bac_3100	
35	Spectrogram 1	1	3241.303000000	3279.486000000	53.400	251.600	30.0005	SBNMS_Clips_Bac_3100_20061007_020000_7487s549ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_020000_7487s549ms_ch04.aif			Bac_3100	
36	Waveform 1	1	3339.486000000	3386.364000000	49.000	245.100	30.0000	SBNMS_Clips_Bac_3100_20061007_020000_8098s079ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_020000_8098s079ms_ch04.aif			Bac_3100	
36	Spectrogram 1	1	3339.486000000	3386.364000000	49.000	245.100	30.0000	SBNMS_Clips_Bac_3100_20061007_020000_8098s079ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_020000_8098s079ms_ch04.aif			Bac_3100	
37	Waveform 1	1	3446.364000000	3484.078000000	44.700	238.600	30.0000	SBNMS_Clips_Bac_3100_20061007_080000_29344s517ms_ch04.aif	C:\Users\xavier.mouy\Documents\Projects\2021_Minke_detector_Cornell\data\from_denise\MASTER_SOUND_LIBRARY\SET05\SBNMS_Clips_Bac_3100_20061007_080000_29344s517ms_ch04.aif			Bac_3100	
